"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.48387715889945
2,3.47840783898238
4,3.47258754923332
6,3.46677868587365
8,3.46126318865363
10,3.45622501300218
12,3.45173461202951
14,3.44773635027643
16,3.44403963342084
18,3.44031432050509
20,3.43609070622453
22,3.43076404885305
24,3.42360330840751
26,3.41376348343592
28,3.40030072133915
30,3.38218924431814
32,3.358339086671
34,3.32761367334183
36,3.28884636920792
38,3.24085527290143
40,3.18245569566638
42,3.1124699342057
44,3.02973409997089
46,2.93310189420374
48,2.82144531162858
50,2.69365231375491
52,2.54862153628764
54,2.38525408716955
56,2.20244245612223
58,1.99905649674788
60,1.77392636064245
62,1.52582215988564
64,1.25343000737072
66,0.955323928085248
68,0.629932939200752
70,0.275502348963494
72,-0.109951994244609
74,-0.528698182745066
76,-0.983353668234662
78,-1.47696448866526
80,-2.01310196510045
82,-2.59598137555917
84,-3.23060775566575
86,-3.92295370636781
88,-4.68017107271784
90,-5.51082795681565
92,-6.4251330061387
94,-7.43503021137927
96,-8.55384135425268
98,-9.79459500013391
100,-11.1647894224419
102,-12.6519493870409
104,-14.1879377075963
106,-15.5801748461712
108,-16.464464508398
110,-16.4982516170847
112,-15.7452246536576
114,-14.5937704685918
116,-13.3688942964542
118,-12.2242865926526
120,-11.2097200870401
122,-10.3315481588704
124,-9.58132194471595
126,-8.94698610341526
128,-8.41683741681779
130,-7.9807241322672
132,-7.63024458130116
134,-7.35861404558267
136,-7.16044958147815
138,-7.03156213978285
140,-6.96878435947863
142,-6.96984000428448
144,-7.0332536924362
146,-7.15829820007659
148,-7.34497764817682
150,-7.59404701962443
152,-7.90707137081527
154,-8.28653196148611
156,-8.73599184492047
158,-9.26034116786231
160,-9.86615407071928
162,-10.5622071709433
164,-11.3602381023121
166,-12.276066895632
168,-13.3312669128546
170,-14.5556381903465
172,-15.9906656298182
174,-17.6931688175472
176,-19.7323645292217
178,-22.1404882120527
180,-24.623526006595
