"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.27196337357729
2,3.23310283824411
4,3.19443880761127
6,3.1564140405681
8,3.11941958372234
10,3.08377555831044
12,3.0497121860752
14,3.01735219210506
16,2.98669574041453
18,2.9576089640214
20,2.92981694367683
22,2.90290168358249
24,2.8763052598984
26,2.84933792163755
28,2.8211905507866
30,2.79095058197755
32,2.75762027289831
34,2.72013611985509
36,2.67738822650819
38,2.62823854144002
40,2.57153705602772
42,2.50613526840988
44,2.43089644376294
46,2.3447024121454
48,2.24645682609347
50,2.13508494121374
52,2.00953008056527
54,1.8687469985652
56,1.71169237628292
58,1.53731266244298
60,1.34452942846936
62,1.13222233590372
64,0.899209723559263
66,0.644226711181256
68,0.365900585792666
70,0.0627230844590592
72,-0.266980989684
74,-0.625089584432228
76,-1.01372464204629
78,-1.43530000152909
80,-1.89257740575705
82,-2.3887321609571
84,-2.92742978747801
86,-3.51291405090564
88,-4.15010413675619
90,-4.84469240065452
92,-5.60321964140927
94,-6.43307234493693
96,-7.34227374453565
98,-8.3387783226958
100,-9.42861925705031
102,-10.6114851455048
104,-11.8708211467716
106,-13.1537118688235
108,-14.3384773709675
110,-15.2131272798108
112,-15.5425660889198
114,-15.2511886439051
116,-14.5005928236452
118,-13.5351686458653
120,-12.5331796097882
122,-11.5859622347566
124,-10.7298447409388
126,-9.97425012370506
128,-9.31716757572098
130,-8.7524206302728
132,-8.27283192819957
134,-7.87150972882267
136,-7.54230717296149
138,-7.2799288400797
140,-7.0798955822066
142,-6.93846042433208
144,-6.85251544932446
146,-6.81950596494495
148,-6.83735781606546
150,-6.9044192601545
152,-7.01941710656336
154,-7.18142633202706
156,-7.3898524270956
158,-7.64442596360908
160,-7.94520912014813
162,-8.29261402753955
164,-8.68743264279096
166,-9.13087716702956
168,-9.62462830047046
170,-10.170884910042
172,-10.7724010391615
174,-11.4324806922374
176,-12.1548694653819
178,-12.9434185153795
180,-13.8012678515647
