"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.38665103875607
2,3.36551269644485
4,3.34375989852086
6,3.32185983595695
8,3.30024501902818
10,3.27929321256886
12,3.2593069078952
14,3.24049347591634
16,3.2229472066336
18,3.20663438539107
20,3.19138237986941
22,3.17687342635474
24,3.16264343993085
26,3.14808577540089
28,3.13245948435397
30,3.1149012958142
32,3.09444032828457
34,3.07001443704833
36,3.04048711052971
38,3.00466393500567
40,2.96130781854625
42,2.9091523688073
44,2.84691302295867
46,2.77329570560749
48,2.68700292475346
50,2.58673729836263
52,2.47120253476345
54,2.33910187425873
56,2.1891339459331
58,2.01998591232996
60,1.83032367398127
62,1.61877879135729
64,1.38393165527932
66,1.12429029494225
68,0.838264046632559
70,0.524131101030936
72,0.179998680660282
74,-0.196245758662705
76,-0.606994397691324
78,-1.05499276247034
80,-1.54343095796392
82,-2.07605734688145
84,-2.65732119723536
86,-3.29255276214336
88,-3.98819121875137
90,-4.75207175054566
92,-5.59377940244343
94,-6.52505943757888
96,-7.56021421276047
98,-8.71623607605684
100,-10.0118940729505
102,-11.4634345967633
104,-13.0701121589775
106,-14.771802368967
108,-16.3496434373133
110,-17.3246814745394
112,-17.230112579898
114,-16.2164153792512
116,-14.831878159547
118,-13.4471203391307
120,-12.1996950567225
122,-11.1180049733373
124,-10.1939924097135
126,-9.41063055334526
128,-8.75080197376501
130,-8.19971318569299
132,-7.74521595146327
134,-7.37751948263841
136,-7.08878336583027
138,-6.87274231941195
140,-6.72439962974056
142,-6.6397893930932
144,-6.61579777805422
146,-6.65003261827935
148,-6.74073247789501
150,-6.88670876056853
152,-7.08731681389582
154,-7.34245421256043
156,-7.65258658868332
158,-8.01880370928241
160,-8.44291124531115
162,-8.9275672005232
164,-9.47647679325016
166,-10.0946664643802
168,-10.7888676708373
170,-11.5680554625066
172,-12.444206122723
174,-13.4333584896812
176,-14.5570613517347
178,-15.8441609888982
180,-17.3321998167677
