"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.16773927561932
2,3.13407682473793
4,3.10084697063046
6,3.06856622166856
8,3.03769460103343
10,3.00861280143755
12,2.98159985388974
14,2.95681273709994
16,2.93426933824774
18,2.91383600623332
20,2.89522062166462
22,2.87797167527648
24,2.86148335095116
26,2.84500611561643
28,2.82766189008667
30,2.8084625636062
32,2.78633044997993
34,2.76011926915163
36,2.72863435653902
38,2.69065101882026
40,2.64493022711851
42,2.59023112526377
44,2.52532009746173
46,2.44897636184548
48,2.35999422041944
50,2.25718219776452
52,2.13935934370725
54,2.00534896668008
56,1.85397001456634
58,1.68402623844694
60,1.49429317056732
62,1.28350282746651
64,1.05032591609465
66,0.793351175193232
68,0.511061323188794
70,0.201804901123947
72,-0.136236914199383
74,-0.505089706080513
76,-0.907032906721387
78,-1.34465642028585
80,-1.82092901404235
82,-2.33928107297389
84,-2.90370446514406
86,-3.51887177166781
88,-4.19027497430797
90,-4.92437749323831
92,-5.7287576999062
94,-6.61218366887362
96,-7.58446686881535
98,-8.65572187125675
100,-9.83413235176121
102,-11.1201006795466
104,-12.4921161135238
106,-13.8763201849344
108,-15.0977682237437
110,-15.8644767775815
112,-15.9203054084052
114,-15.3022726138921
116,-14.298386646583
118,-13.1818919828247
120,-12.1032711855188
122,-11.1226548199563
124,-10.2560001900892
126,-9.50136439630947
128,-8.85071814198379
130,-8.29475540191523
132,-7.82469394738087
134,-7.43284387887848
136,-7.11269238541887
138,-6.85881407571464
140,-6.66673275242632
142,-6.53278393465821
144,-6.45399558412332
146,-6.42799150164341
148,-6.45291688258506
150,-6.5273839392575
152,-6.65043533365834
154,-6.82152356012902
156,-7.04050500358609
158,-7.30764800549028
160,-7.62365479416386
162,-7.98969746302881
164,-8.40746810293713
166,-8.87924228950361
168,-9.40795250453077
170,-9.99726184979622
172,-10.6516145630116
174,-11.3762096509685
176,-12.1767783902209
178,-13.0589041048952
180,-14.0263160605772
