"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.32322960960505
1.005,-1.23238671470913
1.01,-1.15190835554702
1.015,-1.0805713257417
1.02,-1.01732463079094
1.025,-0.961267432703561
1.03,-0.911628965631003
1.035,-0.867750423722979
1.04,-0.829068734574149
1.045,-0.795102088516414
1.05,-0.765437080962603
1.055,-0.739717330986357
1.06,-0.717633456038056
1.065,-0.698914303902151
1.07,-0.683319364018996
1.075,-0.670632297725351
1.08,-0.66065553855119
1.085,-0.653205918269409
1.09,-0.648111271803772
1.095,-0.645207965218997
1.1,-0.644339277543348
1.105,-0.645354551406291
1.11,-0.648109011986509
1.115,-0.652464141048463
1.12,-0.658288484957399
1.125,-0.665458773861665
1.13,-0.673861234228076
1.135,-0.683392988270437
1.14,-0.693963450458108
1.145,-0.705495651669964
1.15,-0.717927443883703
1.155,-0.731212560820797
1.16,-0.745321531227146
1.165,-0.760242460391983
1.17,-0.775981711499883
1.175,-0.792564531345898
1.18,-0.810035675099998
1.185,-0.828460092777742
1.19,-0.847923746671384
1.195,-0.868534635160345
1.2,-0.890424105053383
1.205,-0.913748542925959
1.21,-0.938691546786282
1.215,-0.965466693748063
1.22,-0.99432103799208
1.225,-1.02553949668671
1.23,-1.05945030969473
1.235,-1.0964317907166
1.24,-1.13692061975937
1.245,-1.18142195208409
1.25,-1.23052162185413
1.255,-1.28490066977063
1.26,-1.34535226633564
1.265,-1.41280073029522
1.27,-1.48832156119754
1.275,-1.57315986517693
1.28,-1.66874163305836
1.285,-1.77666696317994
1.29,-1.89866477009182
1.295,-2.03647222646428
1.3,-2.19157620425844
1.305,-2.36471751928158
1.31,-2.55502158946052
1.315,-2.75862250155297
1.32,-2.96680149486922
1.325,-3.164162671262
1.33,-3.32834172423771
1.335,-3.43362555584869
1.34,-3.45973664738751
1.345,-3.40234379894771
1.35,-3.2773762979254
1.355,-3.11461423340602
1.36,-2.94551878718161
1.365,-2.79397055242122
1.37,-2.67352389488961
1.375,-2.58921876155855
1.38,-2.54076333436065
1.385,-2.52523550743065
1.39,-2.53881680393013
1.395,-2.57771395309155
1.4,-2.63856058430618
1.405,-2.71853518915112
1.41,-2.81534396323544
1.415,-2.92715012114896
1.42,-3.05249005017827
1.425,-3.19019409609919
1.43,-3.33931840333373
1.435,-3.49908895353717
1.44,-3.66885676482043
1.445,-3.84806251126161
1.45,-4.03620877401378
1.455,-4.2328383400512
1.46,-4.4375172380203
1.465,-4.64982146502685
1.47,-4.8693265860869
1.475,-5.09559957440831
1.48,-5.32819240965444
1.485,-5.5666370696494
1.49,-5.8104416454793
1.495,-6.05908738652729
1.5,-6.31202654529889
1.505,-6.5686809453473
1.51,-6.82844124146468
1.515,-7.09066688083474
1.52,-7.35468680743617
1.525,-7.6198009792704
1.53,-7.88528278792145
1.535,-8.15038248097515
1.54,-8.41433168800878
1.545,-8.67634913818524
1.55,-8.93564763014748
1.555,-9.19144227175683
1.56,-9.44295994820964
1.565,-9.68944990377008
1.57,-9.93019523832855
1.575,-10.164525030994
1.58,-10.391826716787
1.585,-10.6115582685946
1.59,-10.8232596848147
1.595,-11.0265632627087
1.6,-11.2212021552017
1.605,-11.4070167677409
1.61,-11.583958650057
1.615,-11.7520916683816
1.62,-11.9115903954599
1.625,-12.0627358141254
1.63,-12.2059085798452
1.635,-12.3415802143603
1.64,-12.4703026954736
1.645,-12.5926969609516
1.65,-12.7094408562731
1.655,-12.8212570301455
1.66,-12.9289012254902
1.665,-13.0331513362256
1.67,-13.1347975115363
1.675,-13.2346334984973
1.68,-13.3334493284165
1.685,-13.4320253774
1.69,-13.5311277705867
1.695,-13.6315050534169
1.7,-13.7338860218433
1.705,-13.8389785850807
1.71,-13.9474695272746
1.715,-14.0600250360011
1.72,-14.1772918735267
1.725,-14.2998990791813
1.73,-14.4284601063209
1.735,-14.5635753137861
1.74,-14.7058347485057
1.745,-14.855821172223
1.75,-15.0141133008019
1.755,-15.1812892389414
1.76,-15.3579301062854
1.765,-15.5446238628271
1.77,-15.7419693521905
1.775,-15.9505805907948
1.78,-16.1710913389929
1.785,-16.4041599967415
1.79,-16.6504748707122
1.795,-16.9107598610298
1.8,-17.1857806124423
1.805,-17.4763511640583
1.81,-17.783341109589
1.815,-18.107683239518
1.82,-18.4503815669393
1.825,-18.8125195226307
1.83,-19.1952679144976
1.835,-19.5998919372126
1.84,-20.0277560176205
1.845,-20.4803244734745
1.85,-20.9591546574491
1.855,-21.4658771463533
1.86,-22.0021541168797
1.865,-22.5696015232576
1.87,-23.1696518094635
1.875,-23.8033198028343
1.88,-24.4708127306445
1.885,-25.1708937716101
1.89,-25.8998683748055
1.895,-26.6500278262343
1.9,-27.4074056897786
1.905,-28.1489108051796
1.91,-28.8395436989803
1.915,-29.431707051249
1.92,-29.8700811100242
1.925,-30.1047631564017
1.93,-30.1093555895597
1.935,-29.8927362751859
1.94,-29.4948869525727
1.945,-28.9703552953524
1.95,-28.3716140571781
1.955,-27.740083310929
1.96,-27.1044734091343
1.965,-26.4828609640801
1.97,-25.8856683729331
1.975,-25.3182594221489
1.98,-24.7828338826672
1.985,-24.2796959697844
1.99,-23.8080641225231
1.995,-23.3665731119641
2,-22.9535788035093
2.005,-22.8104664166967
2.01,-22.6941500486188
2.015,-22.605803516838
2.02,-22.546676293136
2.025,-22.5180860661914
2.03,-22.5213941674689
2.035,-22.5579549231356
2.04,-22.6290244010263
2.045,-22.7356053870278
2.05,-22.8781923102489
2.055,-23.0563606883254
2.06,-23.2681199864723
2.065,-23.5089207665343
2.07,-23.770194855966
2.075,-24.0373629931447
2.08,-24.2874829730586
2.085,-24.487310838147
2.09,-24.5935763024797
2.095,-24.558123688393
2.1,-24.3393701427675
2.105,-23.9166632766081
2.11,-23.2988571059325
2.115,-22.5205265164616
2.12,-21.6288308595869
2.125,-20.670068007034
2.13,-19.6819004483217
2.135,-18.6913945402463
2.14,-17.7163291472315
2.145,-16.7675215316774
2.15,-15.8510140066045
2.155,-14.9697543983133
2.16,-14.1247686350718
2.165,-13.3159367399329
2.17,-12.5424902318797
2.175,-11.8033239615292
2.18,-11.0971877889194
2.185,-10.4228016261283
2.19,-9.77892199306555
2.195,-9.1643780268439
2.2,-8.57808830062955
2.205,-8.01906562517565
2.21,-7.48641437190612
2.215,-6.97932320672477
2.22,-6.49705509618942
2.225,-6.0389358117827
2.23,-5.60434176736535
2.235,-5.19268778614988
2.24,-4.8034152466454
2.245,-4.43598096309982
2.25,-4.08984708980969
2.255,-3.76447228427685
2.26,-3.45930431200399
2.265,-3.17377422088173
2.27,-2.90729215425799
2.275,-2.65924481005902
2.28,-2.42899449157551
2.285,-2.21587963742029
2.29,-2.01921666749453
2.295,-1.83830294183477
2.3,-1.67242060222955
2.305,-1.52084105352086
2.31,-1.38282984227453
2.315,-1.2576517035932
2.32,-1.14457556996036
2.325,-1.04287936632398
2.33,-0.951854450177725
2.335,-0.870809591351699
2.34,-0.799074421159771
2.345,-0.736002312577646
2.35,-0.680972680953576
2.355,-0.633392717660733
2.36,-0.59269858686544
2.365,-0.55835612838227
2.37,-0.529861117867602
2.375,-0.506739139995016
2.38,-0.488545131463008
2.385,-0.474862649420523
2.39,-0.465302917825583
2.395,-0.45950369996703
2.4,-0.457128040375892
2.405,-0.45786291403053
2.41,-0.461417815425377
2.415,-0.467523314950119
2.42,-0.475929605267722
2.425,-0.486405056080573
2.43,-0.498734791884803
2.435,-0.512719304049858
2.44,-0.52817310581617
2.445,-0.544923436554778
2.45,-0.562809019845577
2.455,-0.581678878566279
2.46,-0.601391209201686
2.465,-0.621812316940988
2.47,-0.642815612790137
2.475,-0.664280673848209
2.48,-0.686092368044664
2.485,-0.708140044971826
2.49,-0.73031679493801
2.495,-0.752518778973309
2.5,-0.774644633201788
2.505,-0.796594951706353
2.51,-0.818271852705852
2.515,-0.839578633482419
2.52,-0.860419519978405
2.525,-0.880699517257521
2.53,-0.900324367021052
2.535,-0.919200618010158
2.54,-0.937235814334465
2.545,-0.954338805475201
2.55,-0.970420179861442
2.555,-0.985392821473133
2.56,-0.999172585876643
2.565,-1.01167908847741
2.57,-1.02283659365514
2.575,-1.03257498895915
2.58,-1.04083082386745
2.585,-1.0475483879929
2.59,-1.05268079933657
2.595,-1.05619106956238
2.6,-1.05805311062734
2.605,-1.05825264576619
2.61,-1.05678798806848
2.615,-1.05367065189642
2.62,-1.04892576626104
