"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.41817010569859
2,3.37015339584491
4,3.3208628913757
6,3.27087944991973
8,3.22077831519771
10,3.17110590972607
12,3.12235459374973
14,3.07493667682164
16,3.02915919944492
18,2.98520111484777
20,2.9430944587502
22,2.9027108802946
24,2.86375452886735
26,2.82576178658802
28,2.78810776599421
30,2.75001893123111
32,2.71059072182524
34,2.6688087182953
36,2.62357172023157
38,2.57371511268532
40,2.51803305233199
42,2.45529826951621
44,2.38427860676951
46,2.30374975124956
48,2.2125039289284
50,2.10935458555014
52,1.99313726928362
54,1.86270704936126
56,1.71693285852983
58,1.55468914434351
60,1.37484516669133
62,1.17625219776012
64,0.957728775525889
66,0.71804404002224
68,0.455899047544219
70,0.169905813650313
72,-0.141436318375207
74,-0.479767551198511
76,-0.846898489572825
78,-1.24484589314126
80,-1.67587439476152
82,-2.14254534071299
84,-2.64777382523047
86,-3.19489451697314
88,-3.78773555264554
90,-4.43069665282551
92,-5.12882070597943
94,-5.88783315272994
96,-6.71409156187869
98,-7.61431939323757
100,-8.59485151381865
102,-9.65980897805114
104,-10.8069919884848
106,-12.019168491647
108,-13.2472915723752
110,-14.3848296891093
112,-15.251203880121
114,-15.6410245760651
116,-15.4653824024519
118,-14.835312968964
120,-13.9601586204793
122,-13.0130941532919
124,-12.0931845042701
126,-11.2452308428051
128,-10.4847188568163
130,-9.81347320560817
132,-9.22765787118574
134,-8.72151867675556
136,-8.2890351260715
138,-7.92459524347967
140,-7.62322637232219
142,-7.38063079077678
144,-7.1931411848251
146,-7.05764856459003
148,-6.97152607431411
150,-6.93255857641687
152,-6.93888163535613
154,-6.98893071923071
156,-7.08140023536942
158,-7.21521152428063
160,-7.3894886982134
162,-7.60354096882338
164,-7.8568496815666
166,-8.14905748486026
168,-8.4799556799185
170,-8.84946347877596
172,-9.25758910147603
174,-9.70435650716484
176,-10.1896717345135
178,-10.7130873412546
180,-11.2733997103456
