"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.9297648764612
2,3.95605114188861
4,3.97889331059761
6,3.99840586462523
8,4.01465193709879
10,4.02763288235716
12,4.03727933583209
14,4.04344425404256
16,4.04589830893311
18,4.04432786391884
20,4.03833559402417
22,4.0274436444551
24,4.01109906616945
26,3.98868113699864
28,3.95951008246913
30,3.92285665676296
32,3.87795203135114
34,3.82399746241756
36,3.76017326069829
38,3.68564665941196
40,3.59957825779298
42,3.50112680039732
44,3.38945212847409
46,3.26371620394116
48,3.12308215560769
50,2.96671132987171
52,2.79375834434195
54,2.60336414392199
56,2.39464704669434
58,2.16669174342819
60,1.91853618140849
62,1.64915622164311
64,1.35744790868916
66,1.04220713403577
68,0.702106406753034
70,0.335668369619628
72,-0.0587643807016657
74,-0.483063682631284
76,-0.939354956649583
78,-1.43006159873499
80,-1.95795483027336
82,-2.52620847489536
84,-3.13845644943862
86,-3.79884716688373
88,-4.51208161752877
90,-5.28340668665443
92,-6.11850422675764
94,-7.02315303424758
96,-8.00241201499054
98,-9.05881580717716
100,-10.1885915649797
102,-11.3741479758624
104,-12.5705647781005
106,-13.6864094564712
108,-14.572661795338
110,-15.0583635725493
112,-15.0532038591789
114,-14.6234647905257
116,-13.935993785028
118,-13.1498967620129
120,-12.3682295697177
122,-11.6441968342214
124,-11.0005554880144
126,-10.4443482191127
128,-9.97532731763979
130,-9.59025945526168
132,-9.28500658250856
134,-9.05549165350562
136,-8.89812522337815
138,-8.80997994871653
140,-8.7888543881243
142,-8.83329609883922
144,-8.9426195481703
146,-9.11693819777209
148,-9.3572232786217
150,-9.6654000141402
152,-10.0444934915148
154,-10.4988403603477
156,-11.0343889812812
158,-11.6591194983501
160,-12.3836252114858
162,-13.2219007292202
164,-14.1923540745424
166,-15.3189027158655
168,-16.6313781346749
170,-18.1620589135238
172,-19.9262263772767
174,-21.844599774917
176,-23.5146923555393
178,-24.0268507895222
180,-22.947653171163
