"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.31836954245871
1.005,-1.24161473593574
1.01,-1.16812040626056
1.015,-1.09817735181977
1.02,-1.03206762417814
1.025,-0.970057600792952
1.03,-0.912390668830823
1.035,-0.859279829432898
1.04,-0.810900589918417
1.045,-0.767384547418846
1.05,-0.72881407304953
1.055,-0.695218475321303
1.06,-0.666571953507504
1.065,-0.642793549561422
1.07,-0.623749179479086
1.075,-0.60925568449177
1.08,-0.599086704331558
1.085,-0.592980054279411
1.09,-0.59064619761511
1.095,-0.591777353932581
1.1,-0.596056774580113
1.105,-0.603167746756029
1.11,-0.6128019504726
1.115,-0.624666877649135
1.12,-0.638492118830145
1.125,-0.65403441986097
1.13,-0.671081499595251
1.135,-0.689454694284963
1.14,-0.709010551449187
1.145,-0.729641535007936
1.15,-0.751276025576258
1.155,-0.773877807656031
1.16,-0.797445232355851
1.165,-0.822010233701328
1.17,-0.847637361845911
1.175,-0.874422980383898
1.18,-0.902494759778929
1.185,-0.932011586362521
1.19,-0.963163997619627
1.195,-0.996175250296554
1.2,-1.03130312857816
1.205,-1.06884260512711
1.21,-1.10912947762404
1.215,-1.15254511635897
1.22,-1.19952247199357
1.225,-1.25055350239677
1.23,-1.30619817542636
1.235,-1.36709517639964
1.24,-1.43397436957719
1.245,-1.50767088825148
1.25,-1.58914038156166
1.255,-1.67947429627342
1.26,-1.77991289348807
1.265,-1.89185161392295
1.27,-2.01683278261601
1.275,-2.15650847831944
1.28,-2.31255016725966
1.285,-2.48646439508002
1.29,-2.67924953399934
1.295,-2.89079696398466
1.3,-3.11891156842229
1.305,-3.35783811463118
1.31,-3.59632486249947
1.315,-3.81570042852186
1.32,-3.98931943519757
1.325,-4.08569239377733
1.33,-4.07712302163878
1.335,-3.95180108528498
1.34,-3.72188499935147
1.345,-3.42047929298065
1.35,-3.08911400836462
1.355,-2.76458390896256
1.36,-2.47193079416695
1.365,-2.22396183794769
1.37,-2.02424024240726
1.375,-1.87071557145064
1.38,-1.75861181827674
1.385,-1.68228417260668
1.39,-1.63623418201506
1.395,-1.61557135314918
1.4,-1.61615774795219
1.405,-1.63459214876741
