"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.84197036555633
2,3.81646334392922
4,3.78997032839972
6,3.76245017797158
8,3.73387118556558
10,3.70421321326735
12,3.67346965816086
14,3.64164916390686
16,3.608776976529
18,3.57489582948952
20,3.54006623470954
22,3.50436605443534
24,3.46788923545936
26,3.43074360364699
28,3.39304764403897
30,3.354926230337
32,3.31650531671814
34,3.27790566285321
36,3.23923572659844
38,3.20058392367368
40,3.16201051427385
42,3.12353942694513
44,3.08515036427067
46,3.04677154795742
48,3.00827344956199
50,2.96946381654082
52,2.93008424355564
54,2.88980846074504
56,2.84824242093425
58,2.8049261747509
60,2.7593374347559
62,2.71089665440452
64,2.65897339039937
66,2.60289368073912
68,2.54194815581499
70,2.47540060421995
72,2.40249673473339
74,2.32247290647864
76,2.23456463556912
78,2.13801472414876
80,2.03208089295051
82,1.91604282878835
84,1.78920858231499
86,1.65092026845735
88,1.50055903250964
90,1.33754924981105
92,1.16136192751079
94,0.971517274570986
96,0.767586402387882
98,0.549192114720845
100,0.316008743429958
102,0.0677609871404258
104,-0.195778285484084
106,-0.474791296751489
108,-0.769419699222762
110,-1.07976998664466
112,-1.40591994387481
114,-1.74792607254527
116,-2.10583189562651
118,-2.47967700978407
120,-2.86950672249664
122,-3.27538208498655
124,-3.69739011620779
126,-4.13565401172865
128,-4.59034314848557
130,-5.06168273576515
132,-5.54996302738972
134,-6.05554810212011
136,-6.57888434021223
138,-7.12050887490902
140,-7.68105847949953
142,-8.26127956503872
144,-8.86204021326388
146,-9.48434545627261
148,-10.1293573398519
150,-10.798421664408
152,-11.4931036606852
154,-12.2152351578722
156,-12.9669758763
158,-13.7508909633317
160,-14.5700450031562
162,-15.4281077721575
164,-16.3294552924111
166,-17.2792231327607
168,-18.2832092882048
170,-19.347390597984
172,-20.4765192466665
174,-21.6706172695902
176,-22.9168835979209
178,-24.172565927719
180,-25.3347579313015
