"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,2.97172866802323
2,2.94258277757661
4,2.91354393507429
6,2.88507716151074
8,2.85761402898065
10,2.8315314898272
12,2.80713048950042
14,2.78461571530529
16,2.76407785904323
18,2.74547965658911
20,2.72864671157533
22,2.71326373628075
24,2.6988763941612
26,2.68489846267233
28,2.67062361267796
30,2.65524077381208
32,2.63785185767927
34,2.6174905538482
36,2.59314098592315
38,2.56375518795307
40,2.52826859687462
42,2.48561301496806
44,2.4347267430289
46,2.37456179504416
48,2.30408826427368
50,2.2222960144074
52,2.1281939213235
54,2.02080689937515
56,1.89917092188845
58,1.7623261995553
60,1.60930862201851
62,1.43913950402582
64,1.25081361199465
66,1.0432853806825
68,0.815453161304499
70,0.566141268213298
72,0.294079506058524
74,-0.00212024262685615
76,-0.323990913824179
78,-0.673241337756221
80,-1.05179236742252
82,-1.46181913167262
84,-1.90580067965511
86,-2.38657841830276
88,-2.90742469081422
90,-3.47212232375408
92,-4.08505438694022
94,-4.75129948375867
96,-5.47671885317548
98,-6.26800137203378
100,-7.13258783294186
102,-8.07829690709159
104,-9.11225639974456
106,-10.2382669609763
108,-11.4507469432537
110,-12.7217521834921
112,-13.9766033910541
114,-15.0620247420191
116,-15.7484459679223
118,-15.8453276298522
120,-15.3707411262988
122,-14.533443326834
124,-13.5568158910906
126,-12.5822928324483
128,-11.6767901847965
130,-10.8647352629775
132,-10.1506329101226
134,-9.53076577254191
136,-8.99858939901572
138,-8.54706332054002
140,-8.16958719457822
142,-7.86032253526587
144,-7.61425357350697
146,-7.42714548782358
148,-7.29547000714114
150,-7.21632857482136
152,-7.18738537318227
154,-7.20681462336494
156,-7.27326330094238
158,-7.38582927551107
160,-7.54405475806234
162,-7.74793530642153
164,-7.99794527218918
166,-8.29508138930075
168,-8.64092718699671
170,-9.03774205667069
172,-9.48858006426146
174,-9.99744475513464
176,-10.5694865412173
178,-11.2112468195768
180,-11.9309424859714
