"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.22768622239266
2,3.20667624277153
4,3.18541465067297
6,3.16439904616883
8,3.14408183873777
10,3.12484768027797
12,3.10699132964447
14,3.09069722003741
16,3.07602198983288
18,3.06288111107642
20,3.05104050869593
22,3.04011372574466
24,3.02956478989034
26,3.01871651909352
28,3.00676361827743
30,2.99278960661219
32,2.97578640690117
34,2.95467533760565
36,2.92832827007603
38,2.89558783006971
40,2.85528570604642
42,2.80625834626915
44,2.74735955358362
46,2.67746969760484
48,2.59550144284477
50,2.50040202933535
52,2.39115223707652
54,2.26676221933299
56,2.12626440741694
58,1.9687036773206
60,1.79312493247532
62,1.59855820197112
64,1.38400128295831
66,1.14839987065552
68,0.890625017954327
70,0.609447645028449
72,0.303509671010864
74,-0.028708844499667
76,-0.388927394227393
78,-0.779108687454926
80,-1.20150979106462
82,-1.65874270684173
84,-2.15384688236389
86,-2.69037673677597
88,-3.27250778621706
90,-3.90516503629418
92,-4.59417612362592
94,-5.34644718363233
96,-6.17014665134984
98,-7.07484914500846
100,-8.07150861528525
102,-9.17192315661389
104,-10.3868392120474
106,-11.7205834568176
108,-13.1572631056243
110,-14.6288901276311
112,-15.9585211414654
114,-16.8271579009239
116,-16.9326935385462
118,-16.30456366557
120,-15.2686067878417
122,-14.1280443427242
124,-13.0417521744402
126,-12.0686198401891
128,-11.2214868225265
130,-10.4957236431938
132,-9.88136050616529
134,-9.36774877226005
136,-8.94517699742811
138,-8.60530177990686
140,-8.34114168671612
142,-8.14693025181032
144,-8.01794248176583
146,-7.95033657150687
148,-7.9410237445847
150,-7.98756826046997
152,-8.08811610027218
154,-8.24135030779704
156,-8.44647164235382
158,-8.70320438861152
160,-9.0118286315125
162,-9.37324202500333
164,-9.78905616841388
166,-10.2617353468913
168,-10.7947888504616
170,-11.3930326154839
172,-12.062941532479
174,-12.813119332688
176,-13.6549135875804
178,-14.6031816666783
180,-15.6771115211119
