"Freq [GHz]","dB(St11) []"
6,-0.322650564806884
6.05,-0.329757734104575
6.1,-0.336915831408819
6.15,-0.344139982268419
6.2,-0.351444686390111
6.25,-0.358843875843454
6.3,-0.366350975606615
6.35,-0.373978966396617
6.4,-0.381740449742117
6.45,-0.389647715272433
6.5,-0.397712810213588
6.55,-0.405947611100353
6.6,-0.41436389773282
6.65,-0.422973429427145
6.7,-0.431788023632252
6.75,-0.440819637008537
6.8,-0.450080449089985
6.85,-0.459582948678558
6.9,-0.469340023149203
6.95,-0.479365050875191
7,-0.489671997017515
7.05,-0.500275512958802
7.1,-0.5111910397017
7.15,-0.52243491559505
7.2,-0.534024488797852
7.25,-0.545978234942647
7.3,-0.558315880516165
7.35,-0.571058532537168
7.4,-0.584228815179966
7.45,-0.597851014067992
7.5,-0.61195122904612
7.55,-0.626557536334509
7.6,-0.641700161071644
7.65,-0.657411661371943
7.7,-0.673727125155252
7.75,-0.690684381154102
7.8,-0.708324225671979
7.85,-0.726690666854859
7.9,-0.745831188452161
7.95,-0.765797035285355
8,-0.786643522917441
8.05,-0.808430374328514
8.1,-0.831222086757783
8.15,-0.85508833227673
8.2,-0.88010439611887
8.25,-0.906351657317242
8.3,-0.933918116801464
8.35,-0.962898978791896
8.4,-0.993397292113627
8.45,-1.02552465895089
8.5,-1.05940201959123
8.55,-1.0951605228872
8.6,-1.13294249351449
8.65,-1.17290250865531
8.7,-1.21520859851336
8.75,-1.26004358710786
8.8,-1.3076065921369
8.85,-1.35811470539058
8.9,-1.41180487828465
8.95,-1.46893604063483
9,-1.52979148486949
9.05,-1.59468155256366
9.1,-1.66394666556005
9.15,-1.73796075012861
9.2,-1.81713510972575
9.25,-1.90192281008629
9.3,-1.99282364977991
9.35,-2.0903898001765
9.4,-2.19523221121477
9.45,-2.30802789371545
9.5,-2.42952820553262
9.55,-2.56056828795366
9.6,-2.70207782085816
9.65,-2.85509329069669
9.7,-3.02077199484103
9.75,-3.20040803971235
9.8,-3.39545062848447
9.85,-3.60752497657643
9.9,-3.83845623755021
9.95,-4.09029686308983
10,-4.36535784640217
10.05,-4.66624428303926
10.1,-4.99589557421768
10.15,-5.35763028912121
10.2,-5.75519498209115
10.25,-6.19281470357344
10.3,-6.67523969875985
10.35,-7.20777613582868
10.4,-7.79627514771247
10.45,-8.44702684005149
10.5,-9.16644952492274
10.55,-9.96034963748301
10.6,-10.8322978543778
10.65,-11.7802296379062
10.7,-12.7896632016613
10.75,-13.8212850088509
10.8,-14.7923851152046
10.85,-15.5626868161742
10.9,-15.9594910149743
10.95,-15.8717886569693
11,-15.3399025966047
11.05,-14.5204117189424
11.1,-13.5768998797155
11.15,-12.6200146744085
11.2,-11.7078941361583
11.25,-10.8651864853957
11.3,-10.0988154565507
11.35,-9.40728369324381
11.4,-8.7855004160223
11.45,-8.22713677125468
11.5,-7.72572459121867
11.55,-7.27513839193573
11.6,-6.869780520347
11.65,-6.50462652508265
11.7,-6.17520736090158
11.75,-5.87756556729868
11.8,-5.60820318646025
11.85,-5.36402965827785
11.9,-5.14231325463673
11.95,-4.94063734445256
12,-4.75686170622067
12.05,-4.58908862411103
12.1,-4.43563331506139
12.15,-4.29499818613554
12.2,-4.16585043749788
12.25,-4.04700256891115
12.3,-3.93739539833566
12.35,-3.83608325146685
12.4,-3.74222102728083
12.45,-3.65505288564594
12.5,-3.57390233871148
12.55,-3.49816355849127
12.6,-3.42729373938118
12.65,-3.36080637686656
12.7,-3.2982653429344
12.75,-3.23927965518069
12.8,-3.18349885071521
12.85,-3.13060888806139
12.9,-3.08032851062948
12.95,-3.03240601425798
13,-2.98661636898403
13.05,-2.94275865180037
13.1,-2.90065375283752
13.15,-2.86014232230488
13.2,-2.82108292974699
13.25,-2.78335041081433
13.3,-2.74683437989513
13.35,-2.71143788967385
13.4,-2.67707622103523
13.45,-2.643675788769
13.5,-2.61117315029626
13.55,-2.57951410616988
13.6,-2.54865288243208
13.65,-2.51855138607031
13.7,-2.48917852582081
13.75,-2.46050959145047
13.8,-2.43252568541758
13.85,-2.40521320148699
13.9,-2.37856334546885
13.95,-2.35257169377263
14,-2.3272377859295
14.05,-2.30256474764585
14.1,-2.27855894131411
14.15,-2.25522964123165
14.2,-2.23258873106905
14.25,-2.21065042139009
14.3,-2.1894309852609
14.35,-2.1689485101991
14.4,-2.14922266490651
14.45,-2.13027447940583
14.5,-2.11212613736182
14.55,-2.09480077951541
14.6,-2.07832231729393
14.65,-2.06271525578475
14.7,-2.04800452537372
14.75,-2.03421532145433
14.8,-2.02137295170966
14.85,-2.00950269055674
14.9,-1.99862964042315
14.95,-1.98877859959776
15,-1.97997393646332
15.05,-1.97223946997583
15.1,-1.96559835630733
15.15,-1.96007298161278
15.2,-1.9556848609192
15.25,-1.95245454316608
15.3,-1.95040152245074
15.35,-1.94954415554997
15.4,-1.94989958580166
15.45,-1.95148367343583
15.5,-1.95431093244489
15.55,-1.9583944740779
15.6,-1.96374595703363
15.65,-1.97037554441251
15.7,-1.97829186746876
15.75,-1.98750199618154
15.8,-1.99801141663819
15.85,-2.00982401519472
15.9,-2.02294206934789
15.95,-2.03736624522218
16,-2.05309560154165
16.05,-2.07012759992443
16.1,-2.08845812130474
16.15,-2.10808148825571
16.2,-2.12899049295588
16.25,-2.15117643051397
16.3,-2.17462913734
16.35,-2.19933703422755
16.4,-2.22528717379114
16.45,-2.25246529188531
16.5,-2.28085586261819
16.55,-2.3104421565616
16.6,-2.34120630175287
16.65,-2.37312934708054
16.7,-2.40619132764588
16.75,-2.44037133169622
16.8,-2.47564756873264
16.85,-2.5119974384046
16.9,-2.54939759981704
16.95,-2.58782404089031
17,-2.62725214743116
17.05,-2.66765677159229
17.1,-2.70901229941911
17.15,-2.75129271720446
17.2,-2.79447167639573
17.25,-2.83852255682246
17.3,-2.88341852803702
17.35,-2.9291326085854
17.4,-2.97563772304926
17.45,-3.02290675672447
17.5,-3.07091260782443
17.55,-3.11962823711907
17.6,-3.16902671494147
17.65,-3.21908126551513
17.7,-3.2697653085733
17.75,-3.32105249826025
17.8,-3.37291675932043
17.85,-3.42533232059687
17.9,-3.47827374587376
17.95,-3.53171596211054
18,-3.58563428512548
