"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,2.62509605574123
6.05,2.95443209967171
6.1,3.24967275829212
6.15,3.51069008184258
6.2,3.73804299671155
6.25,3.93294677419814
6.3,4.09719820751082
6.35,4.23306574877096
6.4,4.34316036949298
6.45,4.43030067143186
6.5,4.49738628326988
6.55,4.54728834664461
6.6,4.58276253344872
6.65,4.60638592745845
6.7,4.62051647356032
6.75,4.62727172981572
6.8,4.62852284245191
6.85,4.62590004434548
6.9,4.6208054727374
6.95,4.6144313340753
7,4.60777975781892
7.05,4.60168371735489
7.1,4.59682752808093
7.15,4.593765949851
7.2,4.59294183968973
7.25,4.59470195608691
7.3,4.59931097218654
7.35,4.60696391945608
7.4,4.6177966407114
7.45,4.63189518640824
7.5,4.6493036339891
7.55,4.67003093134353
7.6,4.69405661403167
7.65,4.72133596762366
7.7,4.75180394573305
7.75,4.78537907289347
7.8,4.82196637241933
7.85,4.86145997277242
7.9,4.90374535903893
7.95,4.9487011106876
8,4.99620052379783
8.05,5.0461125825202
8.1,5.09830271264483
8.15,5.15263320899448
8.2,5.20896320577924
8.25,5.26714805603651
8.3,5.32703824752022
8.35,5.38847780244223
8.4,5.45130180954053
8.45,5.51533370328593
8.5,5.58038145895418
8.55,5.64623394341666
8.6,5.7126565875395
8.65,5.77938798104216
8.7,5.84613696619597
8.75,5.91258192301073
8.8,5.9783725042381
8.85,6.04313515131974
8.9,6.10648250170215
8.95,6.16802728409834
9,6.22739957248393
9.05,6.28426627376232
9.1,6.33835028601805
9.15,6.38944752708388
9.2,6.43743858355488
9.25,6.48229356484495
9.3,6.52406982836476
9.35,6.56290271184392
9.4,6.59899124144017
9.45,6.63258065001288
9.5,6.66394469417033
9.55,6.69336903279235
9.6,6.72113724144883
9.65,6.7475205057602
9.7,6.77277046446967
9.75,6.79711514217455
9.8,6.82075733706162
9.85,6.84387498781201
9.9,6.86662244710238
9.95,6.88913257249029
10,6.91151916865487
10.05,6.9338791698464
10.1,6.95629498447132
10.15,6.97883612173752
10.2,7.00156108493776
10.25,7.02451876519091
10.3,7.04774967384219
10.35,7.07128737348412
10.4,7.09515966342199
10.45,7.1193889434046
10.5,7.14399216303009
10.55,7.1689799468938
10.6,7.19435627114723
10.65,7.22011843595779
10.7,7.246257618927
10.75,7.27275945638575
10.8,7.29960436975875
10.85,7.32676785934717
10.9,7.35422078516956
10.95,7.38192950250621
11,7.4098559390976
11.05,7.43795805635398
11.1,7.46618994988279
11.15,7.49450230701497
11.2,7.52284269787026
11.25,7.55115597151903
11.3,7.57938476667845
11.35,7.6074700465469
11.4,7.63535148441661
11.45,7.66296810514748
11.5,7.69025879033005
11.55,7.71716293421142
11.6,7.74362089268933
11.65,7.76957470908493
11.7,7.7949684616808
11.75,7.81974886667667
11.8,7.84386579398037
11.85,7.86727240028861
11.9,7.88992561357204
11.95,7.91178624008316
12,7.93281906207054
12.05,7.95299266459685
12.1,7.97227932092113
12.15,7.99065453920264
12.2,8.00809680797107
12.25,8.02458675361828
12.3,8.04010661462515
12.35,8.05463950858074
12.4,8.0681687126644
12.45,8.08067692104407
12.5,8.09214585439921
12.55,8.10255580150275
12.6,8.1118855307572
12.65,8.12011237473613
12.7,8.1272129952607
12.75,8.13316394559979
12.8,8.13794300031746
12.85,8.14153054887455
12.9,8.14391127158559
12.95,8.14507591737756
13,8.14502291295197
13.05,8.14375986852648
13.1,8.14130482603217
13.15,8.13768689258946
13.2,8.13294645536046
13.25,8.12713479802044
13.3,8.12031295643824
13.35,8.11255005256555
13.4,8.10392140180859
13.45,8.09450569204165
13.5,8.08438267152602
13.55,8.07363005578475
13.6,8.0623212410569
13.65,8.05052273722832
13.7,8.0382923470934
13.75,8.02567763084609
13.8,8.0127151678913
13.85,7.99942980511613
13.9,7.98583508939581
13.95,7.97193351912062
14,7.95771762453132
14.05,7.94317082815615
14.1,7.92826899285984
14.15,7.91298133692338
14.2,7.89727193376297
14.25,7.8811006600482
14.3,7.86442437512284
14.35,7.84719709116738
14.4,7.82937099468377
14.45,7.81089629013875
14.5,7.79172129173111
14.55,7.77179204323783
14.6,7.75105192107707
14.65,7.72944105266537
14.7,7.7068954409663
14.75,7.68334621657096
14.8,7.65871876467384
14.85,7.63293174482934
14.9,7.6058962760373
14.95,7.57751505936237
15,7.54768172470619
15.05,7.51628003864654
15.1,7.48318351725232
15.15,7.44825494379442
15.2,7.41134617844188
15.25,7.37229811430875
15.3,7.33094072859909
15.35,7.28709351020284
15.4,7.24056586569166
15.45,7.19115784375364
15.5,7.13866100274754
15.55,7.08285967499637
15.6,7.02353207012325
15.65,6.96045187099109
15.7,6.89338993869134
15.75,6.82211582558486
15.8,6.7464001259756
15.85,6.66601610837438
15.9,6.58074208883895
15.95,6.49036318310301
16,6.39467381306227
16.05,6.29347926598102
16.1,6.18659796165766
16.15,6.07386293244535
16.2,5.95512345494035
16.25,5.83024629381732
16.3,5.69911697597638
16.35,5.5616402124807
16.4,5.41774060202052
16.45,5.26736273272668
16.5,5.1104710883743
16.55,4.94704976157642
16.6,4.77710182947901
16.65,4.60064862710792
16.7,4.41772916081871
16.75,4.22839900276766
16.8,4.03272988137513
16.85,3.83080892536087
16.9,3.62273860033957
16.95,3.40863685293311
17,3.18863802373312
17.05,2.96289415417007
17.1,2.73157786748985
17.15,2.4948854325176
17.2,2.25304220583843
17.25,2.00630847995256
17.3,1.75498831130279
17.35,1.49943944597096
17.4,1.24008601097224
17.45,0.977433724354953
17.5,0.712087722768214
17.55,0.444773242194034
17.6,0.176358963401869
17.65,-0.0921172520886784
17.7,-0.359420884085081
17.75,-0.624093728253577
17.8,-0.884427683216765
17.85,-1.1384440298217
17.9,-1.38388160794001
17.95,-1.61819790504462
18,-1.83859102859233
