"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,0.217823185208114
6.05,0.289924893681877
6.1,0.355603008533319
6.15,0.41576822848421
6.2,0.471282468265853
6.25,0.522956123858521
6.3,0.571545900306678
6.35,0.617754705702365
6.4,0.662231845100185
6.45,0.705574525828831
6.5,0.748329441115808
6.55,0.790995210188727
6.6,0.834024293838395
6.65,0.877826162442231
6.7,0.92276930747593
6.75,0.969184104152683
6.8,1.01736508575169
6.85,1.06757342811229
6.9,1.12003894334549
6.95,1.17496221652925
7,1.23251676066737
7.05,1.2928502906519
7.1,1.35608673431883
7.15,1.42232761618305
7.2,1.49165329404299
7.25,1.56412448303584
7.3,1.63978312697177
7.35,1.71865366579358
7.4,1.80074408869073
7.45,1.88604664044548
7.5,1.97453910612395
7.55,2.06618521606403
7.6,2.16093582194121
7.65,2.25872947655958
7.7,2.35949333790194
7.75,2.46314377975103
7.8,2.56958697364938
7.85,2.67871985427442
7.9,2.79043044129449
7.95,2.90459849768395
8,3.02109605236348
8.05,3.13978753472229
8.1,3.26053053093858
8.15,3.38317538747746
8.2,3.50756557060431
8.25,3.63353731808566
8.3,3.760919197493
8.35,3.88953116180781
8.4,4.01918413142715
8.45,4.14967807689788
8.5,4.28080113804593
8.55,4.4123275902432
8.6,4.54401664635021
8.65,4.67561121261273
8.7,4.80683755887193
8.75,4.93740601437539
8.8,5.06701356766657
8.85,5.19534843458691
8.9,5.32209696604319
8.95,5.44695282199189
9,5.56962747171229
9.05,5.68986101349183
9.1,5.8074320255733
9.15,5.92216388538412
9.2,6.03392745954369
9.25,6.14263891623753
9.3,6.24825269939326
9.35,6.35075182247088
9.4,6.45013643866101
9.45,6.54641264739578
9.5,6.639583025741
9.55,6.72964004761796
9.6,6.81656234446613
9.65,6.90031339925664
9.7,6.98084288965898
9.75,7.0580884215684
9.8,7.13197826796921
9.85,7.2024324740961
9.9,7.26936147397781
9.95,7.33266036752776
10,7.39219709141001
10.05,7.44779239810561
10.1,7.49919195460482
10.15,7.54603322237873
10.2,7.58781686367701
10.25,7.6238979385797
10.3,7.65351549435921
10.35,7.67587205992415
10.4,7.69025380197591
10.45,7.69615478373972
10.5,7.69335865022836
10.55,7.68194466330049
10.6,7.66221935015654
10.65,7.63460363732344
10.7,7.59951409845256
10.75,7.55727146586137
10.8,7.50805709441156
10.85,7.45192943742989
10.9,7.38888853961269
10.95,7.31895642973804
11,7.2422317152753
11.05,7.15890286832805
11.1,7.06922850436614
11.15,6.97350753865046
11.2,6.87205486956378
11.25,6.76518732870386
11.3,6.65321871501197
11.35,6.53645947589198
11.4,6.41521786679761
11.45,6.28980204852848
11.5,6.16052072962241
11.55,6.02768365388989
11.6,5.89160124556489
11.65,5.75258356644444
11.7,5.61093924795503
11.75,5.46697423926428
11.8,5.32099008825238
11.85,5.17328291621901
11.9,5.0241418481169
11.95,4.87384781417039
12,4.72267261617258
12.05,4.57087772744756
12.1,4.41871372147926
12.15,4.26641921789763
12.2,4.11422070423548
12.25,3.96233185898927
12.3,3.81095303139776
12.35,3.66027156158185
12.4,3.51046125562404
12.45,3.3616822944021
12.5,3.21408203465719
12.55,3.06779443069557
12.6,2.92294078651957
12.65,2.77963033745231
12.7,2.63796045166461
12.75,2.49801775262436
12.8,2.35987849287535
12.85,2.22360983144244
12.9,2.08927076920298
12.95,1.95691327012624
13,1.82658369735072
13.05,1.69832410325278
13.1,1.57217373962758
13.15,1.4481707304308
13.2,1.32635350433893
13.25,1.20676265143379
13.3,1.08944238235229
13.35,0.974441934267537
13.4,0.861817295358564
13.45,0.751631991077785
13.5,0.643957997209046
13.55,0.538876133633079
13.6,0.436475932485124
13.65,0.336855218091399
13.7,0.240118252564427
13.75,0.146374320192295
13.8,0.0557348436896454
13.85,-0.0316901650542876
13.9,-0.115796008671273
13.95,-0.19648774136356
14,-0.273685285456995
14.05,-0.347328689048403
14.1,-0.417383543610299
14.15,-0.483845563899794
14.2,-0.546746140407637
14.25,-0.606156281942684
14.3,-0.662189727158808
14.35,-0.715006359379879
14.4,-0.764813365011948
14.45,-0.811865791921951
14.5,-0.856466219012066
14.55,-0.89896312824524
14.6,-0.939748237320025
14.65,-0.979252761596175
14.7,-1.0179434226112
14.75,-1.05631685784663
14.8,-1.09489394844718
14.85,-1.13421343359977
14.9,-1.17482486550183
14.95,-1.21728102327675
15,-1.26213104390688
15.05,-1.30991058578593
15.1,-1.36113514407203
15.15,-1.41628981933035
15.2,-1.47582112590036
