"Freq [GHz]","dB(St11) []"
6,-0.272702001544054
6.05,-0.276950289977431
6.1,-0.281383005447417
6.15,-0.285992057187897
6.2,-0.290770777191615
6.25,-0.295713899305467
6.3,-0.300817539872349
6.35,-0.306079180226364
6.4,-0.311497651349745
6.45,-0.317073121004895
6.5,-0.32280708366395
6.55,-0.32870235357155
6.6,-0.334763061294299
6.65,-0.340994654133098
6.7,-0.347403900802864
6.75,-0.353998900818195
6.8,-0.360789099064372
6.85,-0.367785306081177
6.9,-0.374999724643377
6.95,-0.382445983287276
7,-0.390139177508671
7.05,-0.398095919445454
7.1,-0.406334396959253
7.15,-0.414874443147039
7.2,-0.423737617447846
7.25,-0.432947299663857
7.3,-0.442528798392532
7.35,-0.452509475570529
7.4,-0.462918889064952
7.45,-0.47378895551794
7.5,-0.485154135962188
7.55,-0.497051647084484
7.6,-0.509521701428967
7.65,-0.522607780310969
7.7,-0.536356943765916
7.75,-0.55082018249796
7.8,-0.566052817533924
7.85,-0.582114954145301
7.9,-0.599071997593598
7.95,-0.616995239402458
8,-0.635962524188482
8.05,-0.656059008617404
8.1,-0.677378025823276
8.15,-0.700022070667299
8.2,-0.724103923553098
8.25,-0.749747933189829
8.3,-0.777091481734025
8.35,-0.806286659167641
8.4,-0.837502177592048
8.45,-0.870925560317247
8.5,-0.906765645141787
8.55,-0.945255445922148
8.6,-0.986655421183939
8.65,-1.03125720272968
8.7,-1.07938784029872
8.75,-1.13141461930927
8.8,-1.18775050597843
8.85,-1.24886026526912
8.9,-1.31526727853667
8.95,-1.38756105406011
9,-1.46640536689576
9.05,-1.55254687304299
9.1,-1.64682389985723
9.15,-1.75017489566011
9.2,-1.86364569199872
9.25,-1.98839424356323
9.3,-2.1256907969999
9.35,-2.27691041254953
9.4,-2.44351331012729
9.45,-2.62700650520658
9.5,-2.82887751687811
9.55,-3.05048751646078
9.6,-3.29290729566931
9.65,-3.55667552466874
9.7,-3.84145664596957
9.75,-4.14557908053689
9.8,-4.46545010753546
9.85,-4.79488290020775
9.9,-5.12444731949264
9.95,-5.44107547673592
10,-5.72828981892859
10.05,-5.96748039092874
10.1,-6.14046866261291
10.15,-6.23303001070167
10.2,-6.23828165367802
10.25,-6.15847259239331
10.3,-6.0042837239609
10.35,-5.79200549082338
