"Freq [GHz]","dB(St11) []"
6,-0.270451745017046
6.05,-0.275127995648377
6.1,-0.27986424199523
6.15,-0.284668984484181
6.2,-0.28955044794155
6.25,-0.294516618300555
6.3,-0.299575281021769
6.35,-0.304734061290933
6.4,-0.310000466076749
6.45,-0.315381928150927
6.5,-0.320885852194989
6.55,-0.326519663142365
6.6,-0.332290856930902
6.65,-0.338207053870355
6.7,-0.344276054861908
6.75,-0.35050590074299
6.8,-0.35690493507084
6.85,-0.363481870703106
6.9,-0.370245860584161
6.95,-0.377206573201847
7,-0.38437427324294
7.05,-0.391759908046565
7.1,-0.399375200535477
7.15,-0.407232749395905
7.2,-0.415346137379647
7.25,-0.423730048719198
7.3,-0.432400396779398
7.35,-0.441374463220568
7.4,-0.450671050120705
7.45,-0.460310646701266
7.5,-0.470315612526443
7.55,-0.480710379303928
7.6,-0.491521673710341
7.65,-0.502778764003831
7.7,-0.514513733575199
7.75,-0.526761785035772
7.8,-0.53956157895371
7.85,-0.552955611940389
7.9,-0.566990639466603
7.95,-0.581718149567354
8,-0.597194894488339
8.05,-0.613483488352632
8.1,-0.630653080100577
8.15,-0.648780112296741
8.2,-0.667949177924765
8.25,-0.688253989022327
8.3,-0.709798472959434
8.35,-0.732698014346283
8.4,-0.757080862973416
8.45,-0.783089730824475
8.5,-0.810883604023948
8.55,-0.840639798514421
8.6,-0.872556291170036
8.65,-0.906854360728506
8.7,-0.943781575022761
8.75,-0.98361516198992
8.8,-1.02666580103739
8.85,-1.07328186737717
8.9,-1.12385415317012
8.95,-1.1788210732379
9,-1.23867433607663
9.05,-1.3039650177625
9.1,-1.37530990973662
9.15,-1.45339791109715
9.2,-1.5389960876304
9.25,-1.6329548038556
9.3,-1.73621102464742
9.35,-1.84978844530845
9.4,-1.97479250024984
9.45,-2.11239746983258
9.5,-2.2638217987371
9.55,-2.43028631435043
9.6,-2.61294828706494
9.65,-2.81280230206506
9.7,-3.03053701836321
9.75,-3.26633577604021
9.8,-3.51961006746562
9.85,-3.7886605817488
9.9,-4.07027474364785
9.95,-4.35929746220304
10,-4.64825747239555
10.05,-4.92719314205418
10.1,-5.18388012774849
10.15,-5.40467232909104
10.2,-5.57605874279696
10.25,-5.68677026875776
10.3,-5.72991552189154
10.35,-5.70440921401202
10.4,-5.61511814889912
10.45,-5.47167474104886
10.5,-5.28646397185883
10.55,-5.07251610730443
10.6,-4.84186942618758
10.65,-4.60462035574841
10.7,-4.36859275863979
10.75,-4.13942891951627
10.8,-3.92090115221277
10.85,-3.71529657647261
10.9,-3.52378849892803
10.95,-3.34675431363344
11,-3.18402852516967
11.05,-3.0350943364907
11.1,-2.89922333499281
11.15,-2.77557413856638
11.2,-2.66325996841172
11.25,-2.56139341714213
11.3,-2.46911488506511
11.35,-2.38560956563135
11.4,-2.31011656545669
11.45,-2.24193274114246
11.5,-2.18041308289316
11.55,-2.12496892326876
11.6,-2.07506485139695
