"Freq [GHz]","dB(St11) []"
6,-0.308917291416039
6.05,-0.31970974884337
6.1,-0.329913956929082
6.15,-0.339583580947524
6.2,-0.348770154769253
6.25,-0.357523088244183
6.3,-0.365889684373132
6.35,-0.373915165562735
6.4,-0.381642708268487
6.45,-0.389113485346505
6.5,-0.39636671545675
6.55,-0.403439718886636
6.6,-0.410367979194505
6.65,-0.417185210105438
6.7,-0.423923427127789
6.75,-0.430613023395761
6.8,-0.437282849282067
6.85,-0.443960295363661
6.9,-0.450671378363026
6.95,-0.457440829727075
7,-0.464292186544893
7.05,-0.471247884544516
7.1,-0.478329352947293
7.15,-0.485557110996285
7.2,-0.492950866012181
7.25,-0.500529612867137
7.3,-0.508311734802809
7.35,-0.51631510555465
7.4,-0.524557192779952
7.45,-0.533055162822258
7.5,-0.541825986879992
7.55,-0.550886548682793
7.6,-0.560253753814748
7.65,-0.569944640860597
7.7,-0.579976494588554
7.75,-0.590366961422565
7.8,-0.601134167497466
7.85,-0.612296839633442
7.9,-0.623874429611632
7.95,-0.635887242180921
8,-0.648356567278153
8.05,-0.661304816999782
8.1,-0.674755667923872
8.15,-0.688734209447491
8.2,-0.703267098876886
8.25,-0.718382724087546
8.3,-0.734111374658391
8.35,-0.750485422481407
8.4,-0.767539512954742
8.45,-0.785310767985861
8.5,-0.803839002163368
8.55,-0.823166953602347
8.6,-0.843340531131499
8.65,-0.864409079672295
8.7,-0.886425665863327
8.75,-0.909447386209952
8.8,-0.933535700292506
8.85,-0.958756791849684
8.9,-0.985181960870255
8.95,-1.01288805018058
9,-1.04195791041142
9.05,-1.07248090767082
9.1,-1.10455347874549
9.15,-1.1382797392074
9.2,-1.17377215042194
9.25,-1.2111522521464
9.3,-1.25055146818048
9.35,-1.2921119933935
9.4,-1.33598777141407
9.45,-1.38234557333935
9.5,-1.43136618901092
9.55,-1.48324574372645
9.6,-1.53819715472058
9.65,-1.59645174336762
9.7,-1.658261020844
9.75,-1.72389866695144
9.8,-1.79366272395154
9.85,-1.86787802960801
9.9,-1.94689891617784
9.95,-2.03111220483645
10,-2.12094052795923
10.05,-2.21684601479059
10.1,-2.31933437928163
10.15,-2.4289594522068
10.2,-2.54632820298677
10.25,-2.67210629979539
10.3,-2.80702425927563
10.35,-2.95188423915117
10.4,-3.10756752758833
10.45,-3.27504278135925
10.5,-3.45537505909099
10.55,-3.64973568355615
10.6,-3.85941294378487
10.65,-4.08582360665288
10.7,-4.33052513668785
10.75,-4.5952284023009
10.8,-4.88181044309222
10.85,-5.19232652978528
10.9,-5.52902016961903
10.95,-5.89432873150466
11,-6.29088070528735
11.05,-6.72147778349806
11.1,-7.18905012843516
11.15,-7.69656493622735
11.2,-8.24685433260926
11.25,-8.84230484276835
11.3,-9.48431138513682
11.35,-10.1723371034798
11.4,-10.9023344500078
11.45,-11.6641980827707
11.5,-12.4379527786588
11.55,-13.1888706026353
11.6,-13.8633295572854
11.65,-14.3903704113085
11.7,-14.6960892479862
11.75,-14.7315599695268
11.8,-14.4977669299743
11.85,-14.0449536881018
11.9,-13.4470467518573
11.95,-12.7741129619412
12,-12.0786291543826
12.05,-11.3943203546966
12.1,-10.7404114853687
12.15,-10.1264864506675
12.2,-9.55624429199375
12.25,-9.02999664714232
12.3,-8.54621076001569
12.35,-8.10242518304084
12.4,-7.69577905591645
12.45,-7.32331077765949
12.5,-6.9821212892493
12.55,-6.66945864950234
12.6,-6.38275726426886
12.65,-6.11965131930801
12.7,-5.87797385880045
12.75,-5.65574819794525
12.8,-5.45117556632848
12.85,-5.2626212341441
12.9,-5.08860040176539
12.95,-4.92776455834572
13,-4.77888867543543
13.05,-4.64085940192879
13.1,-4.51266431069137
13.15,-4.39338218141055
13.2,-4.28217426845135
13.25,-4.17827648467347
13.3,-4.08099242494237
13.35,-3.98968715200569
13.4,-3.90378166980768
13.45,-3.82274801354612
13.5,-3.74610489085807
13.55,-3.67341381387026
13.6,-3.60427566713162
13.65,-3.53832766147422
13.7,-3.47524062853237
13.75,-3.41471661495139
13.8,-3.35648673923497
13.85,-3.30030927772896
13.9,-3.24596794944773
13.95,-3.19327037234846
14,-3.14204666628308
14.05,-3.09214818024065
14.1,-3.04344632366642
14.15,-2.99583148363761
14.2,-2.94921201151721
14.25,-2.90351326441964
14.3,-2.85867668842738
14.35,-2.81465893201486
14.4,-2.77143097957965
14.45,-2.72897729636541
14.5,-2.68729497739641
14.55,-2.64639289433772
14.6,-2.60629083545428
14.65,-2.5670186350695
14.7,-2.52861529012016
14.75,-2.49112806256891
14.8,-2.45461156756418
14.85,-2.41912684832431
14.9,-2.38474043976061
14.95,-2.3515234238327
15,-2.31955048053716
15.05,-2.28889893925522
15.1,-2.25964783591168
15.15,-2.23187698201259
15.2,-2.20566605211835
15.25,-2.18109369665921
15.3,-2.15823668719981
15.35,-2.13716910130015
15.4,-2.11796155399506
15.45,-2.10068048262292
15.5,-2.08538749127743
15.55,-2.07213876054318
15.6,-2.0609845274172
15.65,-2.0519686394326
15.7,-2.04512818600861
15.75,-2.04049320897871
15.8,-2.03808649312366
15.85,-2.03792343639028
15.9,-2.0400119983397
15.95,-2.0443527242724
16,-2.05093884144944
16.05,-2.0597564228973
16.1,-2.07078461346852
16.15,-2.08399591215067
16.2,-2.09935650408333
