"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,1.6802809912575
6.05,1.72989381797505
6.1,1.79162024077994
6.15,1.86341818113251
6.2,1.94356069170352
6.25,2.03057414608848
6.3,2.12319109673338
6.35,2.22031452945625
6.4,2.32098973502052
6.45,2.42438252331792
6.5,2.52976170638738
6.55,2.63648497064304
6.6,2.7439882002369
6.65,2.85177588866338
6.7,2.95941395747926
6.75,3.06652361555471
6.8,3.17277611689919
6.85,3.2778885133812
6.9,3.38161985731362
6.95,3.48376802666684
7,3.58416685816989
7.05,3.68268323391261
7.1,3.77921505717693
7.15,3.87368857854407
7.2,3.96605628451291
7.25,4.05629479296481
7.3,4.14440267267777
7.35,4.23039838246988
7.4,4.31431817627862
7.45,4.39621408093776
7.5,4.47615189978287
7.55,4.55420934998708
7.6,4.63047398322127
7.65,4.70504142357662
7.7,4.77801364268622
7.75,4.84949723536222
7.8,4.91960172286957
7.85,4.9884382639089
7.9,5.05611806294382
7.95,5.12275109263496
8,5.18844510610756
8.05,5.25330441727243
8.1,5.31742894220995
8.15,5.38091340854769
8.2,5.44384662962516
8.25,5.50631085288514
8.3,5.5683811473875
8.35,5.63012511525679
8.4,5.69160229199542
8.45,5.75286404152379
8.5,5.81395323952315
8.55,5.87490408608764
8.6,5.93574198432156
8.65,5.99648354627334
8.7,6.05713636667474
8.75,6.11769925684155
8.8,6.1781620596603
8.85,6.23850565679587
8.9,6.29870231034583
8.95,6.35871536482024
9,6.4184995444401
9.05,6.47800094692454
9.1,6.53715720493394
9.15,6.59589768535948
9.2,6.65414363591722
9.25,6.71180856024883
9.3,6.76879875087263
9.35,6.82501394464659
9.4,6.8803481627967
9.45,6.93469113265323
9.5,6.98792968478148
9.55,7.03994987045764
9.6,7.09063930869823
9.65,7.13988991105632
9.7,7.18760082956608
9.75,7.23368140167928
9.8,7.27805408450333
9.85,7.32065675613394
9.9,7.36144451145784
9.95,7.40039032394944
10,7.43748500521524
10.05,7.47273568497727
10.1,7.50616358838661
10.15,7.53780098478994
10.2,7.56768747495197
10.25,7.59586634591989
10.3,7.62238055350598
10.35,7.64726911166749
10.4,7.67056387086452
10.45,7.69228629163017
10.5,7.71244494770512
10.55,7.73103313763612
10.6,7.74802711120233
10.65,7.76338469475162
10.7,7.77704497000356
10.75,7.78892863547324
10.8,7.79893981438082
10.85,7.80696911917328
10.9,7.81289812332195
10.95,7.81660435639597
11,7.81796738220873
11.05,7.81687423725194
11.1,7.81322430413971
11.15,7.8069328874163
11.2,7.79793299735447
11.25,7.78617576095176
11.3,7.77162925704494
11.35,7.75427622683058
11.4,7.73411119299002
11.45,7.71113744430577
11.5,7.68536426106045
11.55,7.65680436757126
11.6,7.62547224800515
11.65,7.59138295728211
11.7,7.55455144017254
11.75,7.51499258087368
11.8,7.47272158794766
11.85,7.42775454077329
11.9,7.3801095787671
11.95,7.32980772954838
12,7.27687419703427
12.05,7.22133948091899
12.1,7.16324048665407
12.15,7.1026216126508
12.2,7.03953562078935
12.25,6.97404465698016
12.3,6.90622069048211
12.35,6.83614631334857
12.4,6.76391491307344
12.45,6.68963106082952
12.5,6.6134104334784
12.55,6.53537972755315
12.6,6.45567627103145
12.65,6.3744477113083
12.7,6.29185105039466
12.75,6.20805193363961
12.8,6.1232237321123
12.85,6.03754601112693
12.9,5.95120348358051
12.95,5.86438427470162
13,5.77727850000562
13.05,5.69007633447687
13.1,5.60296635381905
13.15,5.51613370040173
13.2,5.42975826666401
13.25,5.34401308274563
13.3,5.25906258073335
13.35,5.17506133117949
13.4,5.09215273454413
13.45,5.01046839798735
13.5,4.93012726950757
13.55,4.85123581271175
13.6,4.77388796809787
13.65,4.69816578720105
13.7,4.62414043761656
13.75,4.55187330746185
13.8,4.48141756045063
13.85,4.4128197168461
13.9,4.34612137723952
13.95,4.28136085162722
14,4.21857461559296
14.05,4.15779893178734
14.1,4.09907057001281
14.15,4.04242763323591
14.2,3.98790983879472
14.25,3.93555824633229
14.3,3.88541474714425
14.35,3.83752098257003
14.4,3.79191679791071
14.45,3.74863855385569
14.5,3.70771686136814
14.55,3.66917420491396
14.6,3.63302252828093
14.65,3.59926061562218
14.7,3.56787126669482
14.75,3.53881902140472
14.8,3.51204775083916
14.85,3.48747834221346
14.9,3.46500720835211
14.95,3.44450450578894
15,3.42581328807664
15.05,3.40874888399193
15.1,3.39309874259188
15.15,3.37862278880604
15.2,3.36505431701695
15.25,3.35210139011037
15.3,3.33944868266682
15.35,3.32675963734275
15.4,3.31367948198996
15.45,3.29983816479092
15.5,3.28485399943605
15.55,3.268337334746
15.6,3.24989466655302
15.65,3.22913303758841
15.7,3.2056642192835
15.75,3.1791095232634
15.8,3.14910384418208
15.85,3.11530041348332
15.9,3.0773748587784
15.95,3.03502963466092
16,2.98799724833605
16.05,2.9360443587192
16.1,2.87897450926808
16.15,2.81663118395113
16.2,2.74889991637368
16.25,2.67571060805731
16.3,2.59703850530879
16.35,2.51290594895846
16.4,2.42338315684547
16.45,2.32858860260372
16.5,2.22868978742079
16.55,2.1239030416708
16.6,2.01449438845276
16.65,1.90077911646142
16.7,1.78312268606432
16.75,1.66194080391572
16.8,1.53770051896859
16.85,1.41092084210605
16.9,1.28217458939296
16.95,1.15208963620858
17,1.02135120505499
17.05,0.890704633676083
17.1,0.760957830719502
17.15,0.632984912268219
17.2,0.507729094107892
17.25,0.386206113220425
17.3,0.269507778773603
17.35,0.158803449147014
17.4,0.055342317325922
17.45,-0.039547877137129
17.5,-0.124462220116448
17.55,-0.197924301504588
17.6,-0.25839323529427
17.65,-0.304274416501149
17.7,-0.333931392625419
17.75,-0.345696094883782
17.8,-0.337879058274379
17.85,-0.30876745887768
17.9,-0.256614454725527
17.95,-0.179604694863015
18,-0.0757957161157765
