"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,3.90329128546816
6.05,4.00630968902075
6.1,4.10552563369103
6.15,4.2011065938296
6.2,4.29321507036589
6.25,4.38200949436066
6.3,4.46764436296972
6.35,4.55027068432082
6.4,4.63003613619738
6.45,4.7070848227324
6.5,4.7815575447174
6.55,4.85359160614642
6.6,4.92332046651367
6.65,4.9908738189741
6.7,5.05637724404742
6.75,5.11995212327557
6.8,5.18171535419048
6.85,5.24177929730462
6.9,5.30025164161961
6.95,5.35723521688375
7,5.4128279547262
7.05,5.46712288615855
7.1,5.52020807048545
7.15,5.57216664949992
7.2,5.62307681069307
7.25,5.67301193708082
7.3,5.72204064887223
7.35,5.77022685110353
7.4,5.81762992978002
7.45,5.8643048582616
7.5,5.91030225954354
7.55,5.95566864617039
7.6,6.00044651716797
7.65,6.04467444541787
7.7,6.08838735297347
7.75,6.13161654229721
7.8,6.17438988624877
7.85,6.21673193254014
7.9,6.25866407273412
7.95,6.30020468685764
8,6.34136913990211
8.05,6.38217006377737
8.1,6.42261729462225
8.15,6.46271814786808
8.2,6.50247739492334
8.25,6.54189742102171
8.3,6.58097831025262
8.35,6.61971789392415
8.4,6.65811199201566
8.45,6.69615429113215
8.5,6.73383666177169
8.55,6.77114918777842
8.6,6.80808024845888
8.65,6.8446166672159
8.7,6.88074389002159
8.75,6.91644603861192
8.8,6.95170614412405
8.85,6.98650620518639
8.9,7.02082742227662
8.95,7.05465034697064
9,7.08795492927512
9.05,7.1207207242447
9.1,7.15292702776617
9.15,7.18455280893938
9.2,7.21557676137934
9.25,7.24597734660662
9.3,7.27573234747292
9.35,7.30481890549458
9.4,7.33321283764732
9.45,7.36088811918624
9.5,7.38781617763957
9.55,7.4139650718582
9.6,7.43929831506307
9.65,7.46377390118101
9.7,7.48734328024159
9.75,7.50995027866476
9.8,7.5315304306585
9.85,7.55201058957288
9.9,7.57130892792096
9.95,7.58933569740865
10,7.60599432265803
10.05,7.62118305144679
10.1,7.63479711088858
10.15,7.64673114487469
10.2,7.65688142894279
10.25,7.66514809464065
10.3,7.67143696336663
10.35,7.67566084081141
10.4,7.67774037513475
10.45,7.67760436602264
10.5,7.6751898287111
10.55,7.67044164890264
10.6,7.66331221369382
10.65,7.65376092402657
10.7,7.64175366174682
10.75,7.62726261541555
10.8,7.61026565049787
10.85,7.59074625364466
10.9,7.56869320559363
10.95,7.5441002469899
11,7.51696583705094
11.05,7.48729287676778
11.1,7.45508839328215
11.15,7.42036316249414
11.2,7.38313152360361
11.25,7.34341095308671
11.3,7.30122182269143
11.35,7.25658731459801
11.4,7.20953311025605
11.45,7.16008737291786
11.5,7.1082807065403
11.55,7.05414613134737
11.6,6.99771933531537
11.65,6.93903862412702
11.7,6.87814536750721
11.75,6.81508404813733
11.8,6.74990280437576
11.85,6.6826536289768
11.9,6.61339294411125
11.95,6.54218194177671
12,6.46908704110931
12.05,6.39418045771802
12.1,6.31754070415638
12.15,6.23925297468425
12.2,6.1594098776328
12.25,6.07811152536727
12.3,5.9954663735407
12.35,5.9115911891774
12.4,5.82661176706552
12.45,5.74066256182096
12.5,5.65388731972413
12.55,5.56643854768119
12.6,5.47847768857122
12.65,5.39017419107072
12.7,5.30170533633407
12.75,5.21325514683613
12.8,5.12501334280074
12.85,5.0371740908335
12.9,4.94993433207948
12.95,4.8634924326589
13,4.77804583829161
13.05,4.69378963830021
13.1,4.61091409753848
13.15,4.52960307636532
13.2,4.45003196290164
13.25,4.37236596650971
13.3,4.29675896405784
13.35,4.22335219998229
13.4,4.1522736889806
13.45,4.0836379244837
13.5,4.01754589367988
13.55,3.95408571730301
13.6,3.89333323883481
13.65,3.83535325929148
13.7,3.78020042778342
13.75,3.72792061615284
13.8,3.67855190403494
13.85,3.63212556064576
13.9,3.58866647565665
13.95,3.5481937651602
14,3.5107203567042
14.05,3.47625255422186
14.1,3.44478914422774
14.15,3.41632022697933
14.2,3.39082552713916
14.25,3.36827271500671
14.3,3.34861529849413
14.35,3.33179083099213
14.4,3.31771887228812
14.45,3.30629919560705
14.5,3.29741016565957
14.55,3.29090749200451
14.6,3.28662312859522
14.65,3.28436486458197
14.7,3.28391588836976
14.75,3.28503536799154
14.8,3.28745907876045
14.85,3.29090076924773
14.9,3.29505354051472
14.95,3.29959257502966
15,3.30417722020388
15.05,3.30845437321562
15.1,3.31206179184683
15.15,3.31463188815276
15.2,3.31579594232709
15.25,3.31518826247471
15.3,3.31245101572217
15.35,3.30723897951431
15.4,3.2992240932186
15.45,3.28810073713386
15.5,3.27358995398288
15.55,3.25544465176301
15.6,3.23345336693176
15.65,3.20744464694256
15.7,3.17729033233942
15.75,3.14290864751566
15.8,3.10426659366404
15.85,3.06138171607537
15.9,3.01432311753744
15.95,2.96321146580614
16,2.90821884838793
16.05,2.84956722457037
16.1,2.78752619590776
16.15,2.72241069138157
16.2,2.6545766892031
16.25,2.58441764006435
16.3,2.51235911867922
16.35,2.43885360017704
16.4,2.36437494314517
16.45,2.28941172651489
16.5,2.21446156994494
16.55,2.14002412423548
16.6,2.06659563406941
16.65,1.99466237727074
16.7,1.92469549245389
16.75,1.85714608875489
16.8,1.79244099868052
16.85,1.73097926366636
16.9,1.6731294044698
16.95,1.6192273104884
17,1.56957479497664
17.05,1.52443885600451
17.1,1.48405066137485
17.15,1.44860554100993
17.2,1.41826260433212
17.25,1.39314493995674
17.3,1.37333944764404
17.35,1.35889718914518
17.4,1.34983415271386
17.45,1.34613168326641
17.5,1.34773801897017
17.55,1.35457006600513
17.6,1.36651486992773
17.65,1.38343230967631
17.7,1.40515776327669
17.75,1.43150428770807
17.8,1.4622655241485
17.85,1.49721772570293
17.9,1.53612197103981
17.95,1.57872544209742
18,1.62476286818764
