"Freq [GHz]","dB(St11) []"
6,-0.243179232587234
6.05,-0.249052698751474
6.1,-0.255047930473979
6.15,-0.261157570474365
6.2,-0.267375127849794
6.25,-0.273694955918878
6.3,-0.280112230046261
6.35,-0.286622925528639
6.4,-0.29322379561581
6.45,-0.299912349734032
6.5,-0.306686831973221
6.55,-0.313546199894529
6.6,-0.320490103710113
6.65,-0.327518865883248
6.7,-0.334633461193332
6.75,-0.341835497307565
6.8,-0.349127195898828
6.85,-0.356511374347231
6.9,-0.363991428061703
6.95,-0.371571313456766
7,-0.379255531619367
7.05,-0.387049112700348
7.1,-0.394957601065705
7.15,-0.402987041243096
7.2,-0.411143964700377
7.25,-0.419435377494325
7.3,-0.42786874882924
7.35,-0.436452000567398
7.4,-0.44519349773558
7.45,-0.454102040074758
7.5,-0.463186854682773
7.55,-0.472457589803606
7.6,-0.481924309820041
7.65,-0.491597491510865
7.7,-0.501488021637845
7.75,-0.511607195932453
7.8,-0.52196671955727
7.85,-0.532578709122305
7.9,-0.543455696342326
7.95,-0.554610633427139
8,-0.566056900303557
8.05,-0.577808313774637
8.1,-0.589879138729139
8.15,-0.602284101522172
8.2,-0.61503840565656
8.25,-0.628157749903244
8.3,-0.64165834900902
8.35,-0.65555695715006
8.4,-0.669870894300788
8.45,-0.684618075699648
8.5,-0.699817044605789
8.55,-0.715487008554577
8.6,-0.731647879334282
8.65,-0.748320316921966
8.7,-0.765525777633541
8.75,-0.783286566760913
8.8,-0.801625895988544
8.85,-0.820567945902553
8.9,-0.840137933927869
8.95,-0.860362188052696
9,-0.881268226725491
9.05,-0.902884845336715
9.1,-0.92524220972749
9.15,-0.948371957198236
9.2,-0.972307305524104
9.25,-0.997083170519634
9.3,-1.02273629273292
9.35,-1.04930537388975
9.4,-1.07683122375056
9.45,-1.10535691808807
9.5,-1.13492796853974
9.55,-1.16559250513903
9.6,-1.19740147237951
9.65,-1.23040883971894
9.7,-1.26467182748396
9.75,-1.30025114919035
9.8,-1.33721127134879
9.85,-1.37562069187929
9.9,-1.41555223830993
9.95,-1.4570833869839
10,-1.50029660454297
10.05,-1.54527971299267
10.1,-1.5921262796818
10.15,-1.64093603354464
10.2,-1.69181530895281
10.25,-1.74487751850268
10.3,-1.80024365601662
10.35,-1.85804283095608
10.4,-1.91841283532484
10.45,-1.98150074396975
10.5,-2.0474635489563
10.55,-2.11646882838962
10.6,-2.18869544965537
10.65,-2.26433430654731
10.7,-2.34358908910525
10.75,-2.42667708418055
10.8,-2.51383000373859
10.85,-2.60529483665421
10.9,-2.70133471820316
10.95,-2.80222980952678
11,-2.90827817696257
11.05,-3.01979665817469
11.1,-3.13712169833872
11.15,-3.26061013504419
11.2,-3.39063990482338
11.25,-3.52761063696575
11.3,-3.67194409109221
11.35,-3.82408438325382
11.4,-3.9844979302979
11.45,-4.15367302285234
11.5,-4.3321189120973
11.55,-4.52036426261654
11.6,-4.71895478049976
11.65,-4.92844976910826
11.7,-5.14941729002847
11.75,-5.38242750785239
11.8,-5.62804366697761
11.85,-5.88680997711594
11.9,-6.15923546013453
11.95,-6.44577252116089
12,-6.74678863840864
12.05,-7.06252910926271
12.1,-7.39306824611368
12.15,-7.73824581098719
12.2,-8.09758489158144
12.25,-8.47018702776443
12.3,-8.85460053935521
12.35,-9.24865929448409
12.4,-9.64929259108073
12.45,-10.0523138590746
12.5,-10.4522083045684
12.55,-10.841958821441
12.6,-11.2129748164699
12.65,-11.5552142022841
12.7,-11.8576001991129
12.75,-12.1088083073636
12.8,-12.2984122992338
12.85,-12.4182334823781
12.9,-12.4635872089327
12.95,-12.4340603460113
13,-12.3335585339983
13.05,-12.1696072546901
13.1,-11.9521449396486
13.15,-11.6921712756461
13.2,-11.4005701103186
13.25,-11.0872811945281
13.3,-10.7608460137817
13.35,-10.4282589021865
13.4,-10.0950223836817
13.45,-9.76531407378077
13.5,-9.44219739381518
13.55,-9.12783415103244
13.6,-8.82367705829034
13.65,-8.53063341929586
13.7,-8.24919877337667
13.75,-7.97956306230753
13.8,-7.72169335845038
13.85,-7.47539742795592
13.9,-7.24037204536704
13.95,-7.01623939484391
14,-6.8025742788586
14.05,-6.5989242948454
14.1,-6.40482466543001
14.15,-6.2198090221868
14.2,-6.04341713778925
14.25,-5.87520036415014
14.3,-5.71472535164436
14.35,-5.56157648512926
14.4,-5.41535736650746
14.45,-5.27569159322392
14.5,-5.14222302124971
14.55,-5.01461565507703
14.6,-4.8925532724461
14.65,-4.77573886523153
14.7,-4.66389395808566
14.75,-4.55675785154087
14.8,-4.45408682516751
14.85,-4.35565332822833
14.9,-4.2612451794499
14.95,-4.17066479361489
15,-4.08372845037676
15.05,-4.0002656198409
15.1,-3.92011835997589
15.15,-3.84314080283807
15.2,-3.76919875001189
15.25,-3.69816940275556
15.3,-3.6299412592975
15.35,-3.5644142207427
15.4,-3.50149995818561
15.45,-3.44112260663951
15.5,-3.3832198653795
15.55,-3.32774459711908
15.6,-3.27466702579717
15.65,-3.2239776267848
15.7,-3.17569077070051
15.75,-3.12984910176053
15.8,-3.08652847343042
15.85,-3.04584298983647
15.9,-3.00794927336627
15.95,-2.97304848378348
16,-2.94138390974285
16.05,-2.91323134038337
16.1,-2.88887931827618
16.15,-2.86859740169581
16.2,-2.85259334546107
16.25,-2.84096472639575
16.3,-2.8336558178286
16.35,-2.83043375693864
16.4,-2.83089606443632
16.45,-2.83451313666672
16.5,-2.84069726041952
16.55,-2.84888007117724
16.6,-2.85857845153307
16.65,-2.86943517634139
16.7,-2.88123088470931
16.75,-2.89387272135746
16.8,-2.90736915586372
16.85,-2.92180022304341
16.9,-2.93728970619897
16.95,-2.95398261464151
17,-2.97202884314844
17.05,-2.99157245029641
17.1,-3.01274538219963
17.15,-3.03566438561266
17.2,-3.06043002892893
17.25,-3.08712700553337
17.3,-3.11582513962159
17.35,-3.14658071382145
17.4,-3.17943788452363
17.45,-3.21443005157928
17.5,-3.25158111457899
17.55,-3.29090658842957
17.6,-3.3324145745558
17.65,-3.37610659676529
17.7,-3.42197831677552
17.75,-3.47002014636468
17.8,-3.52021777283399
17.85,-3.57255261305139
17.9,-3.62700220943772
17.95,-3.68354057923296
18,-3.74213852644268
