"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,-2.11092653598807
6.05,-1.84173918026126
6.1,-1.59427307149048
6.15,-1.36629271520709
6.2,-1.15558816788085
6.25,-0.960028548284532
6.3,-0.777601729139662
6.35,-0.606440868191728
6.4,-0.444840521448048
6.45,-0.291262847056753
6.5,-0.144337119899315
6.55,-0.00285373426238026
6.6,0.134244710691071
6.65,0.267874853068639
6.7,0.398824885771208
6.75,0.527767126271809
6.8,0.655270182030752
6.85,0.78181036117449
6.9,0.90778269126496
6.95,1.03351028557181
7,1.15925325434378
7.05,1.28521642230644
7.1,1.41155594202896
7.15,1.53838559366878
7.2,1.66578205794127
7.25,1.79378918146831
7.3,1.92242234172335
7.35,2.05167194391928
7.4,2.18150644569758
7.45,2.31187526455016
7.5,2.44271126675025
7.55,2.5739329538293
7.6,2.70544647944822
7.65,2.83714749546652
7.7,2.96892281241137
7.75,3.10065175606852
7.8,3.23220766755513
7.85,3.36345856115722
7.9,3.49426823441295
7.95,3.62449647015167
8,3.75399950170823
8.05,3.88262932700799
8.1,4.01023316747923
8.15,4.13665236828257
8.2,4.26172040622151
8.25,4.38526086145205
8.3,4.50708522761936
8.35,4.62699028950577
8.4,4.74475666908789
8.45,4.86014799544668
8.5,4.97291235276738
8.55,5.08278654501688
8.6,5.18950428370186
8.65,5.29280827712281
8.7,5.39246716535984
8.75,5.48829534111341
8.8,5.58017374454063
8.85,5.66806919406622
8.9,5.75204801293701
8.95,5.83228089754218
9,5.90903738385347
9.05,5.98266973189804
9.1,6.05358842393487
9.15,6.12223302958942
9.2,6.1890427056408
9.25,6.25443012468001
9.3,6.31876104316748
9.35,6.38234144724085
9.4,6.44541061199415
9.45,6.50814008628277
9.5,6.57063646306007
9.55,6.6329460384375
9.6,6.69506082474633
9.65,6.75692409981749
9.7,6.81843571926774
9.75,6.87945611653935
9.8,6.93980944511399
9.85,6.99928550605469
9.9,7.05764134638245
9.95,7.11460147425448
10,7.16985826917969
10.05,7.22307230336355
10.1,7.27387291330161
10.15,7.3218606869798
10.2,7.3666113759361
10.25,7.40768370954606
10.3,7.44463071640966
10.35,7.4770157475662
10.4,7.50443031096443
10.45,7.52651109730932
10.5,7.54295059069419
10.55,7.55349684222988
10.6,7.55794329183231
10.65,7.55611362485172
10.7,7.54784975530647
10.75,7.53300831092649
10.8,7.51146347087689
10.85,7.48311298951857
10.9,7.44788265789074
10.95,7.4057285985903
11,7.35663810020712
11.05,7.30062994587592
11.1,7.23775520045831
11.15,7.16809815712523
11.2,7.09177662603092
11.25,7.00894194559433
11.3,6.91977777968767
11.35,6.82449791440924
11.4,6.72334326674251
11.45,6.61657831155009
11.5,6.50448694754904
11.55,6.38736837777887
11.6,6.26553304807906
11.65,6.13929866606348
11.7,6.00898673747042
11.75,5.87491945930086
11.8,5.73741705811582
11.85,5.59679582738898
11.9,5.45336643437448
11.95,5.30743286387838
12,5.15929156359048
12.05,5.00923145814016
12.1,4.85753384335797
12.15,4.70447276060304
12.2,4.55031549093379
12.25,4.39532332311072
12.3,4.23975241748695
12.35,4.08385440029626
12.4,3.9278773453443
12.45,3.77206637317313
12.5,3.61666416822497
12.55,3.46191133065118
12.6,3.30804638557989
12.65,3.15530583038394
12.7,3.00392341502434
12.75,2.85412934977513
12.8,2.70614956978418
12.85,2.56020425822371
12.9,2.41650604667559
12.95,2.27525871942773
13,2.1366550428059
13.05,2.00087518176406
13.1,1.86808455623121
13.15,1.73843275422595
13.2,1.61205175606388
13.25,1.48905515008545
13.3,1.36953773780417
13.35,1.25357520528605
13.4,1.14122453959979
13.45,1.03252561453197
13.5,0.927501745543339
13.55,0.82616208178304
13.6,0.728503247988511
13.65,0.634511869020462
13.7,0.544166867791257
13.75,0.457441201448445
13.8,0.374303999560691
13.85,0.294722276190645
13.9,0.218661363057805
13.95,0.146086116999613
14,0.0769605421942361
14.05,0.0112471536650764
14.1,-0.0510936026318192
14.15,-0.110105937599734
14.2,-0.165839892648401
14.25,-0.218353894674254
14.3,-0.267717753543485
14.35,-0.314015042328322
14.4,-0.357345905481122
14.45,-0.397829833783615
14.5,-0.435608228639939
14.55,-0.470846493080862
14.6,-0.503735652417639
14.65,-0.534494107693734
14.7,-0.56336869835446
14.75,-0.590634180769034
14.8,-0.616593922281963
14.85,-0.641577925837635
14.9,-0.665942619028427
14.95,-0.690067464664352
15,-0.714352582050905
15.05,-0.739216191446797
15.1,-0.765089171447568
15.15,-0.792412446875421
15.2,-0.82163101627504
15.25,-0.853189945543583
15.3,-0.887528053514398
15.35,-0.925073909885803
15.4,-0.966239918003107
15.45,-1.01141703008534
15.5,-1.06097035933973
15.55,-1.1152340614108
15.6,-1.17450785956565
15.65,-1.23905266026572
15.7,-1.30908838600859
15.75,-1.38479043932851
15.8,-1.46628874148523
15.85,-1.55366615675268
15.9,-1.64695766687176
15.95,-1.74614986585156
16,-1.8511819772862
16.05,-1.96194605313289
16.1,-2.07828744173486
16.15,-2.20000616478986
16.2,-2.32685801363645
