"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,4.64280814469487
6.05,4.72704636911188
6.1,4.80848437980087
6.15,4.88721015249418
6.2,4.96331163257323
6.25,5.03687696587944
6.3,5.1079947495132
6.35,5.17675418372951
6.4,5.24324485839483
6.45,5.30755684972896
6.5,5.36978029112601
6.55,5.43000535772496
6.6,5.48832175102219
6.65,5.54481863831732
6.7,5.59958411336942
6.75,5.65270508497516
6.8,5.7042668763121
6.85,5.75435292107105
6.9,5.80304465703187
6.95,5.85042106075292
7,5.89655861026059
7.05,5.94153104665078
7.1,5.98540924238773
7.15,6.02826103413364
7.2,6.07015117871037
7.25,6.11114120094547
7.3,6.15128945804756
7.35,6.19065101898828
7.4,6.22927763665345
7.45,6.26721788422724
7.5,6.30451705725087
7.55,6.34121729143412
7.6,6.37735754244785
7.65,6.41297366188952
7.7,6.44809857238412
7.75,6.48276217079888
7.8,6.5169914449026
7.85,6.55081073889662
7.9,6.58424160123352
7.95,6.61730294894337
8,6.65001118521361
8.05,6.68238025468376
8.1,6.71442175785182
8.15,6.74614493166574
8.2,6.77755690131303
8.25,6.80866262196151
8.3,6.8394649756663
8.35,6.86996487957929
8.4,6.900161375609
8.45,6.93005166910527
8.5,6.95963117978462
8.55,6.98889369421221
8.6,7.01783132721282
8.65,7.0464346760716
8.7,7.07469284295212
8.75,7.10259358416321
8.8,7.13012322334445
8.85,7.1572668547617
8.9,7.18400836787719
8.95,7.21033050930991
9,7.23621491694058
9.05,7.2616422913701
9.1,7.28659231104771
9.15,7.3110438482168
9.2,7.33497490438067
9.25,7.35836284085099
9.3,7.38118421508832
9.35,7.40341502583153
9.4,7.42503066297331
9.45,7.44600602266104
9.5,7.46631541633159
9.55,7.48593278396638
9.6,7.5048315171084
9.65,7.52298458454573
9.7,7.54036426468759
9.75,7.55694253438052
9.8,7.57269048046357
9.85,7.58757863962058
9.9,7.60157644676669
9.95,7.61465240402981
10,7.62677381393913
10.05,7.63790652407032
10.1,7.64801473186471
10.15,7.6570608364472
10.2,7.66500518437799
10.25,7.67180589214299
10.3,7.67741878802786
10.35,7.68179727659524
10.4,7.68489232702662
10.45,7.68665243602079
10.5,7.68702390313338
10.55,7.68595086787446
10.6,7.68337559888498
10.65,7.67923869940515
10.7,7.67347943823478
10.75,7.66603594920117
10.8,7.65684564596641
10.85,7.64584528256984
10.9,7.63297118184705
10.95,7.61815951962676
11,7.60134640340936
11.05,7.58246815013537
11.1,7.56146157966709
11.15,7.53826439672814
11.2,7.51281590454477
11.25,7.48505779012772
11.3,7.45493538445224
11.35,7.42239904995748
11.4,7.38740609357626
11.45,7.34992297989413
11.5,7.30992786916175
11.55,7.26741336218393
11.6,7.22238955808084
11.65,7.17488696515606
11.7,7.12495934475887
11.75,7.07268627586237
11.8,7.01817482431169
11.85,6.9615609032458
