"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,6.1210722572181
6.05,6.20141966355398
6.1,6.26518613604048
6.15,6.31101056808471
6.2,6.33749944663578
6.25,6.3432548944911
6.3,6.32691406477966
6.35,6.28720108171998
6.4,6.22298957417017
6.45,6.13337513312768
6.5,6.01775265793291
6.55,5.87589547149426
6.6,5.70802942427229
6.65,5.51489599310103
6.7,5.29779907894571
6.75,5.05862935044393
6.8,4.79986384300791
6.85,4.52453788927142
6.9,4.23619037865769
6.95,3.93878235579179
7,3.63659241605058
7.05,3.33409125473581
7.1,3.03580067702317
7.15,2.74614058371303
7.2,2.46927366787626
7.25,2.20895520216091
7.3,1.96839949998959
7.35,1.75017388551607
7.4,1.55613056349555
7.45,1.38738129076511
7.5,1.24431804801879
7.55,1.12667504440732
7.6,1.03362235072055
7.65,0.963881507343979
7.7,0.915848132141809
7.75,0.887712380951403
7.8,0.87756617668486
7.85,0.883493018911577
7.9,0.903638305770453
7.95,0.936258639889718
8,0.979754594382837
8.05,1.03268709343703
8.1,1.0937832804585
8.15,1.161933023391
8.2,1.23618000902328
8.25,1.31570907462014
8.3,1.39983154803572
8.35,1.48797009735433
8.4,1.57964380097725
8.45,1.6744537154805
8.5,1.77206981662941
8.55,1.87221913231688
8.6,1.97467499151056
8.65,2.07924771653895
8.7,2.18577644379011
8.75,2.29412162185811
8.8,2.40415896823289
8.85,2.51577424008407
8.9,2.62885794835796
8.95,2.74330143603318
9,2.85899321544568
9.05,2.97581560000336
9.1,3.09364152427572
9.15,3.21233232035355
9.2,3.33173500842813
9.25,3.45168042970998
9.3,3.57198177921889
9.35,3.69243311956347
9.4,3.81280906185166
9.45,3.93286508140909
9.5,4.05233872082862
9.55,4.17095183741505
9.6,4.28841466769971
9.65,4.40443076025369
9.7,4.51870366332739
9.75,4.63094519432357
9.8,4.74088427115287
9.85,4.84827690499248
9.9,4.95291670281075
9.95,5.05464509737728
10,5.15336186305874
10.05,5.24903467373819
10.1,5.34170624953152
10.15,5.43149708628124
10.2,5.51860026817676
10.25,5.6032653148403
10.3,5.6857732987484
10.35,5.76640634454884
10.4,5.84541990727126
10.45,5.92302258071505
10.5,5.99936532243983
10.55,6.07453773853374
10.6,6.14856850824376
10.65,6.22142623435377
10.7,6.29301972459062
10.75,6.36319673054829
10.8,6.4317415087345
10.85,6.4983714097041
10.9,6.56273369719889
10.95,6.6244027763677
11,6.68287899562039
11.05,6.73758989826867
11.1,6.7878959043299
11.15,6.83310026635978
11.2,6.87246553999703
11.25,6.90523694355838
11.3,6.93067119286964
11.35,6.94807090847654
11.4,6.95681995951441
11.45,6.95641687254646
11.5,6.94650030051872
11.55,6.92686361816253
11.6,6.89745468493734
11.65,6.85836183949632
11.7,6.8097880563527
11.75,6.75201900016025
11.8,6.68539003955933
11.85,6.61025833252198
11.9,6.526983338767
11.95,6.43591686908043
12,6.33740249560572
12.05,6.23178156526789
12.1,6.11940313168176
12.15,6.00063502459077
12.2,5.87587381010044
