"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,0.322241006696517
6.05,0.447673603341042
6.1,0.57219334077126
6.15,0.695570352277899
6.2,0.817612885028832
6.25,0.938163288158848
6.3,1.05709389113805
6.35,1.17430402815696
6.4,1.28971691329238
6.45,1.4032770297345
6.5,1.51494790672027
6.55,1.6247098698045
6.6,1.73255825364949
6.65,1.83850155280048
6.7,1.94255987075346
6.75,2.04476353699997
6.8,2.14515166495068
6.85,2.24377094351625
6.9,2.34067469035069
6.95,2.43592152430315
7,2.52957465109496
7.05,2.6217008525874
7.1,2.71236981876734
7.15,2.80165317475777
7.2,2.88962412806438
7.25,2.97635649734358
7.3,3.06192448429331
7.35,3.14640187027481
7.4,3.22986176727122
7.45,3.31237608068517
7.5,3.39401510099821
7.55,3.47484733250041
7.6,3.55493892179274
7.65,3.63435377506939
7.7,3.71315293124686
7.75,3.79139455618893
7.8,3.86913375866671
7.85,3.9464224135735
7.9,4.02330898806166
7.95,4.09983852323657
8,4.17605252994057
8.05,4.25198876806829
8.1,4.32768145513129
8.15,4.40316093255434
8.2,4.47845387277596
8.25,4.5535831321879
8.3,4.6285678085662
8.35,4.7034231442681
8.4,4.77816069453841
8.45,4.85278810908176
8.5,4.92730941985823
8.55,5.00172479306177
8.6,5.07603077755658
8.65,5.15022017231775
8.7,5.22428213921808
8.75,5.29820217793082
8.8,5.37196218937057
8.85,5.44554044370928
8.9,5.51891165129213
8.95,5.59204690161799
9,5.66491368229597
9.05,5.73747603316407
9.1,5.80969418270486
9.15,5.88152491344223
9.2,5.95292139477844
9.25,6.02383299113103
9.3,6.09420559531134
9.35,6.16398143071863
9.4,6.23309904275998
9.45,6.30149339694575
9.5,6.36909603742005
9.55,6.43583512247328
9.6,6.50163572586067
9.65,6.56642000307722
9.7,6.6301076275172
9.75,6.69261639459479
9.8,6.75386267225102
9.85,6.81376219612157
9.9,6.87223097852732
9.95,6.92918618575435
10,6.9845472440139
10.05,7.03823664778112
10.1,7.09018111178743
10.15,7.14031228007902
10.2,7.18856711686457
10.25,7.23488811494077
10.3,7.27922300239167
10.35,7.32152376297014
10.4,7.36174549256589
10.45,7.39984413111958
10.5,7.43577456587235
10.55,7.46948762640343
10.6,7.50092743609728
10.65,7.53002863560654
10.7,7.55671369451374
10.75,7.58089104984024
10.8,7.60245354432242
10.85,7.62127833660283
10.9,7.637227720417
10.95,7.65015167171918
11,7.65989171949261
11.05,7.66628656966834
11.1,7.66917817737863
11.15,7.66841833408616
11.2,7.66387450647975
11.25,7.65543436382999
11.3,7.64300835939575
