"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-1.92302003834134
2,-2.08691346205194
4,-2.35287169703293
6,-2.7202778527552
8,-3.18386135499717
10,-3.72870524122266
12,-4.32163283853492
14,-4.89877921598234
16,-5.35507640584967
18,-5.55468173723828
20,-5.38488994350011
22,-4.828936007046
24,-3.97784255565975
26,-2.96577626665918
28,-1.9056089804149
30,-0.868549605911864
32,0.108368660338888
34,1.00940112440706
36,1.83040247950698
38,2.5730289129402
40,3.24159199761615
42,3.84143710109538
44,4.37813969218491
46,4.857126602954
48,5.28351374106036
50,5.66205164286162
52,5.9971227314075
54,6.29276144749648
56,6.55268261782359
58,6.78031081577071
60,6.97880731827655
62,7.1510932551866
64,7.29986856566435
66,7.42762688193286
68,7.53666669826302
70,7.62909928244379
72,7.70685381661043
74,7.77168025012596
76,7.82515032734756
78,7.86865722612935
80,7.90341421227583
82,7.9304526817192
84,7.95061992561467
86,7.96457691314125
88,7.97279634199005
90,7.97556115713564
92,7.97296368483513
94,7.96490547170826
96,7.95109785947003
98,7.93106326594945
100,7.90413708407248
102,7.86947005406029
104,7.82603091147738
106,7.77260906582795
108,7.70781702153785
110,7.63009221529844
112,7.53769791047383
114,7.42872276010932
116,7.30107862498065
118,7.15249621332274
120,6.98051809830433
122,6.78248867708837
124,6.5555406801207
126,6.29657795728727
128,6.00225452690843
130,5.66895040120222
132,5.29274573424893
134,4.86939681739986
136,4.3943212035995
138,3.86260635119126
140,3.26906964019996
142,2.60842314593684
144,1.87564490745914
146,1.06674902866255
148,0.180311288448283
150,-0.779619237550562
152,-1.79823446335341
154,-2.84123825165335
156,-3.84324636077651
158,-4.70049471971682
160,-5.28695855283105
162,-5.50992178080818
164,-5.3720788458407
166,-4.970517395644
168,-4.43389171533628
170,-3.8677506113905
172,-3.339317013041
174,-2.88508930063975
176,-2.52243063098152
178,-2.25821983857772
180,-2.09407620404242
