"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.58535568097604
2,-4.13368524524843
4,-4.82958383271656
6,-5.68136552028105
8,-6.68200672801606
10,-7.77967381654343
12,-8.81575261591816
14,-9.45814996163897
16,-9.31913892446985
18,-8.34956259874845
20,-6.90136788613875
22,-5.33567561423696
24,-3.83961692418468
26,-2.47784320231329
28,-1.26089521973778
30,-0.180059579689214
32,0.77863858308438
34,1.6293956675892
36,2.38503944505367
38,3.05670293006868
40,3.65392950179774
42,4.18489807927305
44,4.65665640882154
46,5.07532642514906
48,5.44627401010226
50,5.7742453954459
52,6.06347528176497
54,6.31777194841112
56,6.54058397270263
58,6.73505233894041
60,6.90405094166495
62,7.05021784241838
64,7.17597912910543
66,7.28356683406532
68,7.37503206869776
70,7.45225430798402
72,7.51694758986524
74,7.57066426793447
76,7.61479685994841
78,7.65057846034294
80,7.67908212522085
82,7.70121958769448
84,7.71773961581412
86,7.72922628149558
88,7.73609736474494
90,7.73860307178186
92,7.73682519784714
94,7.73067681561868
96,7.71990251879528
98,7.70407919837527
100,7.68261727739777
102,7.65476227928259
104,7.61959655597292
106,7.57604095497275
108,7.52285615859274
110,7.4586433830455
112,7.38184407738311
114,7.29073820958321
116,7.18344066518236
118,7.05789520722034
120,6.9118653477821
122,6.74292135197817
124,6.54842242311005
126,6.3254928881352
128,6.07099089664013
130,5.78146774152385
132,5.45311537975035
134,5.08169905329151
136,4.66247107740556
138,4.19006092606539
140,3.65833590909701
142,3.06022661133853
144,2.38751347638664
146,1.63057966127452
148,0.778161339060817
150,-0.18280205910264
152,-1.26692491078075
154,-2.48894165725772
156,-3.85895111071236
158,-5.368857480939
160,-6.95770346386848
162,-8.44099111494451
164,-9.44999402946228
166,-9.61017413504996
168,-8.96049345399524
170,-7.90320984822396
172,-6.78405352446253
174,-5.76590877879539
176,-4.90058190003342
178,-4.19413947642538
180,-3.63738473038117
