"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-13.7546782451398
8.065,-13.8081020442026
8.13,-13.867571544814
8.195,-13.9333615749201
8.26,-14.0057395731995
8.325,-14.0849565364577
8.39,-14.1712347913137
8.455,-14.2647516783119
8.52,-14.3656180238994
8.585,-14.4738500443809
8.65,-14.5893331004233
8.715,-14.7117755504234
8.78,-14.8406509266544
8.845,-14.9751269331747
8.91,-15.1139805824365
8.975,-15.2555005052055
9.04,-15.3973805563506
9.105,-15.5366138154631
9.17,-15.6694033064572
9.235,-15.7911149986684
9.3,-15.8963083510007
9.365,-15.9788861019061
9.43,-16.0324019422211
9.495,-16.0505446754361
9.56,-16.0277760451275
9.625,-15.9600418777256
9.69,-15.8454222808623
9.755,-15.6845659580495
9.82,-15.4807886977971
9.885,-15.2398022253695
9.95,-14.969141501218
10.015,-14.6774305783597
10.08,-14.3736427765062
10.145,-14.0664759635333
10.21,-13.7639052820204
10.275,-13.4729213937935
10.34,-13.1994271730289
10.405,-12.9482511817615
10.47,-12.7232362247278
10.535,-12.5273685302709
10.6,-12.3629222635874
10.665,-12.2316022563402
10.73,-12.1346739854596
10.795,-12.0730739032822
10.86,-12.0474955343612
10.925,-12.0584476687743
10.99,-12.1062807513415
11.055,-12.1911763151801
11.12,-12.3130920627175
11.185,-12.4716519631056
11.25,-12.6659666530715
11.315,-12.8943650991505
11.38,-13.1540156109948
11.445,-13.4404168876168
11.51,-13.7467559456286
11.575,-14.0631735875459
11.64,-14.3760684535399
11.705,-14.6677197307255
11.77,-14.9166871386911
11.835,-15.0995286057163
11.9,-15.1941219925075
11.965,-15.1841063085844
12.03,-15.0629415625965
12.095,-14.835695941842
12.16,-14.5176076560036
12.225,-14.1301941490413
12.29,-13.69676347231
12.355,-13.2389231529852
12.42,-12.7746853243321
12.485,-12.3179425125127
12.55,-11.8787808685722
12.615,-11.4641551370359
12.68,-11.0786261332227
12.745,-10.7250167714663
12.81,-10.4049395894772
12.875,-10.1191969121783
12.94,-9.8680733463516
13.005,-9.65154396417513
13.07,-9.46941901003492
13.135,-9.32144158085495
13.2,-9.20735033173153
13.265,-9.12691545941484
13.33,-9.07995308596229
13.395,-9.06632056695281
13.46,-9.0858929900977
13.525,-9.13851902507151
13.59,-9.22395218716664
13.655,-9.34175141361032
13.72,-9.49114269206343
13.785,-9.67083167383879
13.85,-9.87875662397924
13.915,-10.1117735108129
13.98,-10.365273790109
14.045,-10.6327556408258
14.11,-10.9054075031261
14.175,-11.1718229821025
14.24,-11.418041268093
14.305,-11.6281629515229
14.37,-11.7857551932412
14.435,-11.8760467929405
14.5,-11.8885150469383
14.565,-11.8190660910411
14.63,-11.6709452903877
14.695,-11.4539738420383
14.76,-11.1824476937395
14.825,-10.8725405918347
14.89,-10.5400370262648
14.955,-10.198837903146
15.02,-9.86027085050936
15.085,-9.53300300786818
15.15,-9.22330396438166
15.215,-8.93545686004351
15.28,-8.67219089071274
15.345,-8.43507077311931
15.41,-8.22481895935897
15.475,-8.04156814787284
15.54,-7.88505135989089
15.605,-7.75473986402561
15.67,-7.64993899007669
15.735,-7.5698503215561
15.8,-7.51360687881747
15.865,-7.48028614874005
15.93,-7.46890436453641
15.995,-7.47839436112547
16.06,-7.50756867072138
16.125,-7.55506933830802
16.19,-7.61930631998214
16.255,-7.69838740379196
16.32,-7.79004449319561
16.385,-7.89156388761268
16.45,-7.99973177117741
16.515,-8.11081000510003
16.58,-8.22056046427356
16.645,-8.3243368205895
16.71,-8.41725858567659
16.775,-8.49447133292377
16.84,-8.55147889734057
16.905,-8.58451085191166
16.97,-8.59086851092629
17.035,-8.56918423269591
17.1,-8.51953888806001
17.165,-8.44341093137663
17.23,-8.34346864308586
17.295,-8.22325090204017
17.36,-8.08679970880072
17.425,-7.93830601884058
17.49,-7.78181399498837
17.555,-7.62100644937241
17.62,-7.45907406298168
17.685,-7.29865733122856
17.75,-7.14184374412863
17.815,-6.99020185920221
17.88,-6.84483637360262
17.945,-6.70645208058146
18.01,-6.57541841623828
18.075,-6.45182951586017
18.14,-6.33555709851756
18.205,-6.2262951229831
18.27,-6.12359614919825
18.335,-6.02689985806372
18.4,-5.93555436767479
18.465,-5.84883094028601
18.53,-5.76593246848435
18.595,-5.68599579454309
18.66,-5.60808745546689
18.725,-5.53119182728043
18.79,-5.45418979697181
18.855,-5.37582489948198
18.92,-5.29465212752912
18.985,-5.20896205581476
19.05,-5.11666907667716
19.115,-5.01514681934104
19.18,-4.90098556197105
19.245,-4.7696354906892
19.31,-4.61488839438154
19.375,-4.42815023956883
19.44,-4.1975079454815
19.505,-3.90681758234119
19.57,-3.53577051872438
19.635,-3.0638677113387
19.7,-2.48525536123421
19.765,-1.84400547326849
19.83,-1.27834001916525
19.895,-0.989338011526267
19.96,-1.06616480450161
20.025,-1.38817668952818
20.09,-1.77164484278759
20.155,-2.10653465999389
20.22,-2.35879894204294
20.285,-2.53108963752737
20.35,-2.63704618401767
20.415,-2.69084241288552
20.48,-2.70417437047961
20.545,-2.68596432613862
20.61,-2.64283015423585
20.675,-2.57965065181641
20.74,-2.50004017810701
20.805,-2.40670616392137
20.87,-2.30170754947996
20.935,-2.18663903083659
21,-2.06276232915135
