"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-9.31274668877043
8.065,-9.32524217521286
8.13,-9.33954791138591
8.195,-9.35593483486059
8.26,-9.37469850171646
8.325,-9.39616014613729
8.39,-9.42066742149459
8.455,-9.44859465948934
8.52,-9.48034242857528
8.585,-9.51633610193941
8.65,-9.55702305557749
8.715,-9.60286800541713
8.78,-9.65434585678169
8.845,-9.71193127964592
8.91,-9.77608404328287
8.975,-9.84722895602399
9.04,-9.92572908515666
9.105,-10.0118508247887
9.17,-10.1057194139038
9.235,-10.2072638054132
9.3,-10.3161505288133
9.365,-10.4317076132417
9.43,-10.5528420238171
9.495,-10.6779576632097
9.56,-10.8048858717627
9.625,-10.9308461427784
9.69,-11.0524602569365
9.755,-11.1658458839802
9.82,-11.2668124464913
9.885,-11.3511690624573
9.95,-11.4151300776859
10.015,-11.4557714615683
10.08,-11.4714613236049
10.145,-11.4621746005874
10.21,-11.4296171328657
10.275,-11.3771275849091
10.34,-11.3093818614564
10.405,-11.2319712016996
10.47,-11.1509449018172
10.535,-11.072398863959
10.6,-11.0021621624814
10.665,-10.9456004125676
10.73,-10.907528227095
10.795,-10.8922079628897
10.86,-10.9034072690151
10.925,-10.9444900862851
10.99,-11.0185210068942
11.055,-11.1283685971501
11.12,-11.2767978832428
11.185,-11.4665449932406
11.25,-11.7003676182819
11.315,-11.9810631780039
11.38,-12.3114416840786
11.445,-12.69423094662
11.51,-13.1318755483569
11.575,-13.6261640628145
11.64,-14.1775761268947
11.705,-14.7841780707651
11.77,-15.4398198596881
11.835,-16.1313463907033
11.9,-16.8346996699838
11.965,-17.5105555421235
12.03,-18.1020774887406
12.095,-18.5401582915646
12.16,-18.7613580691173
12.225,-18.7342372325356
12.29,-18.4756307528176
12.355,-18.0417835819453
12.42,-17.5028546614339
12.485,-16.9210891879324
12.55,-16.3418685360869
12.615,-15.7942739841389
12.68,-15.2952048740159
12.745,-14.8535817607709
12.81,-14.4735187774652
12.875,-14.1564369226422
12.94,-13.9023902733562
13.005,-13.7108760486353
13.07,-13.5813266721847
13.135,-13.5134136311233
13.2,-13.5072446325895
13.265,-13.5635051058486
13.33,-13.6835772646747
13.395,-13.8696605274753
13.46,-14.1249135005903
13.525,-14.4536388058914
13.59,-14.8615379144243
13.655,-15.3560754681329
13.72,-15.9470152934367
13.785,-16.6472318137452
13.85,-17.4739786410003
13.915,-18.4509502839342
13.98,-19.6117968997016
14.045,-21.0064872464845
14.11,-22.7137482609639
14.175,-24.8679429120875
14.24,-27.7252337771103
14.305,-31.8519721296167
14.37,-38.4232871811712
14.435,-38.8780042594222
14.5,-32.5319181683776
14.565,-28.6595756879564
14.63,-26.093371574347
14.695,-24.2485914147465
14.76,-22.8633124889636
14.825,-21.8018897314651
14.89,-20.9862811000877
14.955,-20.3683652565455
15.02,-19.9172508017552
15.085,-19.6128847392841
15.15,-19.4426311229061
15.215,-19.3994017787224
15.28,-19.4806920114754
15.345,-19.6882250336472
15.41,-20.0280948780865
15.475,-20.5114231616196
15.54,-21.1556619043521
15.605,-21.9868105172387
15.67,-23.0429476346768
15.735,-24.3793076836358
15.8,-26.0727249342304
15.865,-28.2067172328409
15.93,-30.7173079218407
15.995,-32.6237306547077
16.06,-31.7957216904443
16.125,-29.1006654832184
16.19,-26.4342971573564
16.255,-24.2127462238142
16.32,-22.3914697789773
16.385,-20.8824505401059
16.45,-19.616198222082
16.515,-18.5429855411431
16.58,-17.627325328882
16.645,-16.8434141854941
16.71,-16.1720544808422
16.775,-15.5986407458982
16.84,-15.1118300755387
16.905,-14.7026426096521
16.97,-14.3638326461128
17.035,-14.0894303482573
17.1,-13.8743898431055
17.165,-13.714301000126
17.23,-13.605135210723
17.295,-13.5430036922258
17.36,-13.5239126411675
17.425,-13.5435048882899
17.49,-13.5967844780881
17.555,-13.6778309707592
17.62,-13.7795265285521
17.685,-13.8933425039843
17.75,-14.009261759366
17.815,-14.1159399378294
17.88,-14.2012144115409
17.945,-14.2530257790897
18.01,-14.2607021303317
18.075,-14.2163863583019
18.14,-14.1162378640713
18.205,-13.9610233370951
18.27,-13.7558852331188
18.335,-13.5093694870373
18.4,-13.2320396390538
18.465,-12.9350752075277
18.53,-12.6291509126373
18.595,-12.323720121467
18.66,-12.0266804885235
18.725,-11.7443246056314
18.79,-11.4814647918014
18.855,-11.2416410106092
18.92,-11.0273503531448
18.985,-10.8402625796549
19.05,-10.6814046428837
19.115,-10.5513082663576
19.18,-10.4501204067567
19.245,-10.3776787139202
19.31,-10.3335543790019
19.375,-10.3170640169545
19.44,-10.3272511196415
19.505,-10.3628366459527
19.57,-10.4221380127304
19.635,-10.5029568193235
19.7,-10.6024390759198
19.765,-10.7169187989708
19.83,-10.8417678653363
19.895,-10.9712923527298
19.96,-11.0987359003448
20.025,-11.2164663090027
20.09,-11.3164181240865
20.155,-11.3908228059052
20.22,-11.4331689801591
20.285,-11.43921569661
20.35,-11.4077878515605
20.415,-11.3410873325751
20.48,-11.2443873660364
20.545,-11.1251874334338
20.61,-10.9920800587517
20.675,-10.8536324574735
20.74,-10.7175139797754
20.805,-10.5899700973569
20.87,-10.4756272763976
20.935,-10.3775468355704
21,-10.2974290439635
