"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-8.75985898585519
8.065,-8.97975364823732
8.13,-9.1944932349501
8.195,-9.38673499410926
8.26,-9.54999539078933
8.325,-9.68392390003793
8.39,-9.79110207358502
8.455,-9.87522193970047
8.52,-9.94016832058167
8.585,-9.98961373306171
8.65,-10.0268788278356
8.715,-10.0549198405129
8.78,-10.0763706493233
8.845,-10.0936036279303
8.91,-10.1087926204159
8.975,-10.1239709429236
9.04,-10.1410818737604
9.105,-10.1620210864987
9.17,-10.1886711901433
9.235,-10.2229286185273
9.3,-10.2667228810903
9.365,-10.3220278038194
9.43,-10.3908639215236
9.495,-10.4752906561345
9.56,-10.5773863322744
9.625,-10.6992134282842
9.69,-10.84276571511
9.755,-11.0098930679556
9.82,-11.2021987249861
9.885,-11.4209026353684
9.95,-11.666663431674
10.015,-11.9393509120482
10.08,-12.2377617338089
10.145,-12.5592753286183
10.21,-12.899458416584
10.275,-13.2516502404655
10.34,-13.6066026402449
10.405,-13.9523110524522
10.47,-14.2742413210618
10.535,-14.5561900371329
10.6,-14.7819367966474
10.665,-14.9375859205891
10.73,-15.0140909472676
10.795,-15.0091357851792
10.86,-14.9276226329278
10.925,-14.7805657525608
10.99,-14.5828775413214
11.055,-14.3508911084479
11.12,-14.1003335478577
11.185,-13.8450683512382
11.25,-13.5965688200783
11.315,-13.3639090813388
11.38,-13.1540412159072
11.445,-12.9721844323574
11.51,-12.822222123908
11.575,-12.7070569355863
11.64,-12.6289077241401
11.705,-12.5895499703501
11.77,-12.5905087894911
11.835,-12.6332158513964
11.9,-12.7191412289162
11.965,-12.8499101076814
12.03,-13.0274132780733
12.095,-13.2539198392648
12.16,-13.5322008511561
12.225,-13.8656740438757
12.29,-14.2585825369932
12.355,-14.7162255184163
12.42,-15.2452672003281
12.485,-15.854164277483
12.55,-16.5537754941328
12.615,-17.3582570006313
12.68,-18.2864172823169
12.745,-19.3638295911006
12.81,-20.6262158840097
12.875,-22.1249468294948
12.94,-23.9356695096185
13.005,-26.1683243001599
13.07,-28.9488696058827
13.135,-32.1222190786697
13.2,-33.7579081148222
13.265,-31.7556555584714
13.33,-28.824564182544
13.395,-26.3886648486593
13.46,-24.4834230489455
13.525,-22.9806550558691
13.59,-21.7790387673983
13.655,-20.8099862592987
13.72,-20.0272723735763
13.785,-19.3990999049711
13.85,-18.9031337356749
13.915,-18.5234624365712
13.98,-18.2487166029712
14.045,-18.0708851357016
14.11,-17.984566270111
14.175,-17.9865026594824
14.24,-18.0753149056289
14.305,-18.251387458633
14.37,-18.5168871850147
14.435,-18.8759154343174
14.5,-19.3348139433693
14.565,-19.9026670553476
14.63,-20.5920698466449
14.695,-21.4202610887025
14.76,-22.4107261514201
14.825,-23.5952368655801
14.89,-25.0154840793684
14.955,-26.7196460825651
15.02,-28.73210697811
15.085,-30.9063192958171
15.15,-32.4775825053646
15.215,-32.1524084708354
15.28,-30.2539384109293
15.345,-28.0750828160483
15.41,-26.1356298400061
15.475,-24.4999099477637
15.54,-23.1282176381589
15.605,-21.971859979569
15.67,-20.9908125418267
15.735,-20.1546042497896
15.8,-19.4403301345066
15.865,-18.8306772318436
15.93,-18.3124216087319
15.995,-17.8753535897154
16.06,-17.5115173943041
16.125,-17.2146683383694
16.19,-16.979877661438
16.255,-16.8032363866977
16.32,-16.6816241868492
16.385,-16.6125185010575
16.45,-16.5938246385749
16.515,-16.6237103942148
16.58,-16.7004295004446
16.645,-16.8221175699278
16.71,-16.9865426164043
16.775,-17.1907907918913
16.84,-17.4308687185248
16.905,-17.7012108411588
16.97,-17.9941009559978
17.035,-18.2990626360984
17.1,-18.6023555735835
17.165,-18.8868340927395
17.23,-19.1325411939859
17.295,-19.3184155531887
17.36,-19.4252138707853
17.425,-19.4391276450011
17.49,-19.3548777762402
17.555,-19.176918281715
17.62,-18.9181527200192
17.685,-18.5968010128354
17.75,-18.2327952171093
17.815,-17.8449000232638
17.88,-17.449050932665
17.945,-17.057790451154
18.01,-16.6804204503225
18.075,-16.3234998326125
18.14,-15.9914350661001
18.205,-15.6870290130999
18.27,-15.4119337703726
18.335,-15.1669969842492
18.4,-14.9525103171086
18.465,-14.7683744827077
18.53,-14.6141948312812
18.595,-14.489318977037
18.66,-14.3928255970529
18.725,-14.3234724631069
18.79,-14.279612696218
18.855,-14.259091561024
18.92,-14.2591418280832
18.985,-14.2763030245763
19.05,-14.3063966922843
19.115,-14.3445924368983
19.18,-14.3855933477771
19.245,-14.4239502964004
19.31,-14.454482672932
19.375,-14.4727454621982
19.44,-14.4754536315306
19.505,-14.4607706363542
19.57,-14.4283960823208
19.635,-14.3794400618773
19.7,-14.3161270276287
19.765,-14.2414079251287
19.83,-14.1585650858228
19.895,-14.0708748819074
19.96,-13.9813622591007
20.025,-13.8926525388219
20.09,-13.8069067964959
20.155,-13.725818725833
20.22,-13.6506504668374
20.285,-13.5822887550528
20.35,-13.5213080144883
20.415,-13.4680319346061
20.48,-13.4225889126086
20.545,-13.3849593960396
20.61,-13.3550148091933
20.675,-13.3325486563512
20.74,-13.3173008132435
20.805,-13.3089761378334
20.87,-13.3072584866203
20.935,-13.311821099261
21,-13.3223341637442
