"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.35189932008501
2,-3.82777186150127
4,-4.4200647656102
6,-5.12352936324476
8,-5.91375897434563
10,-6.72614624060059
12,-7.42630212799036
14,-7.80244273773385
16,-7.65140081557983
18,-6.94264929040831
20,-5.84765177793256
22,-4.5873861223499
24,-3.31582894237456
26,-2.11071815587115
28,-1.00234579469833
30,0.00247572024253773
32,0.907145137285812
34,1.71891568846081
36,2.44605797683753
38,3.09667149605652
40,3.67824067224703
42,4.19751743837241
44,4.66054006114008
46,5.07270248258814
48,5.43883630553694
50,5.76328947774752
52,6.0499957188759
54,6.30253319433317
56,6.52417283250515
58,6.71791739021551
60,6.88653254734908
62,7.03257126228207
64,7.15839248849929
66,7.26617520441484
68,7.35792857030565
70,7.43549890796451
72,7.50057410149889
74,7.55468593937263
76,7.59921085468746
78,7.63536946892301
80,7.66422530020873
82,7.68668295745783
84,7.7034861036945
86,7.7152154336216
88,7.72228687052524
90,7.72495014524675
92,7.72328787501458
94,7.71721521276768
96,7.70648008896131
98,7.69066401871358
100,7.66918339859739
102,7.64129117038392
104,7.60607868432066
106,7.56247755239494
108,7.50926124228858
110,7.44504612456775
112,7.36829164762442
114,7.27729927488868
116,7.1702097741265
118,7.04499839591984
120,6.89946741394911
122,6.73123541954953
124,6.53772266367837
126,6.31613161898082
128,6.0634217952228
130,5.77627769431503
132,5.45106866760803
134,5.08379941076955
136,4.67005005969358
138,4.20490567482697
140,3.68287704208063
142,3.09781970751563
144,2.44286927984859
146,1.71043538048504
148,0.892349721768326
150,-0.0196203226168215
152,-1.0324294148333
154,-2.14858571890404
156,-3.35911573042336
158,-4.62908591821348
160,-5.8722933367689
162,-6.92404683205532
164,-7.56129444024717
166,-7.63295890782873
168,-7.19890202241198
170,-6.47200736554849
172,-5.65563818262957
174,-4.87342895227413
176,-4.18317555763338
178,-3.60593210874659
180,-3.1455196481462
