"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-1.84477303451876
2,-1.91303019545486
4,-2.0989230059815
6,-2.40585716959648
8,-2.83644430532426
10,-3.38971879545647
12,-4.055154707237
14,-4.80056840487224
16,-5.55084111838595
18,-6.16269022240478
20,-6.43117292581025
22,-6.18731878123688
24,-5.43702018832505
26,-4.35388284569269
28,-3.13717314921511
30,-1.92146354480953
32,-0.774500886793237
34,0.277207699414539
36,1.22784087670565
38,2.08077396868475
40,2.84296157534875
42,3.52236845827132
44,4.12686136555851
46,4.66377665063624
48,5.13979206983392
50,5.56092959656951
52,5.93260930897469
54,6.25971804483868
56,6.54667696039072
58,6.7975016768214
60,7.01585309437822
62,7.20507890535858
64,7.36824663350554
66,7.50816928709162
68,7.62742473423258
70,7.72836983402708
72,7.81315025227276
74,7.88370678480105
76,7.94177891576508
78,7.9889062546973
80,8.02642842311406
82,8.05548389568851
84,8.0770082391104
86,8.09173213067691
88,8.10017947612837
90,8.10266588084811
92,8.09929765977497
94,8.08997149953209
96,8.07437481230578
98,8.05198674629007
100,8.02207974357758
102,7.98372146463623
104,7.93577682998743
106,7.87690986480751
108,7.80558497056029
110,7.72006718825196
112,7.6184209585085
114,7.49850682183868
116,7.35797543539119
118,7.19425820804828
120,7.00455377364638
122,6.78580943709142
124,6.53469665488205
126,6.24757958539456
128,5.92047584186318
130,5.54900896179909
132,5.12835309722995
134,4.6531726975744
136,4.11756486983924
138,3.51502249274752
140,2.83845795777923
142,2.08037309176946
144,1.23335661759911
146,0.291290200873975
148,-0.747951107145901
150,-1.87676628852984
152,-3.06647439486544
154,-4.24786786099592
156,-5.28896652288197
158,-6.00177192686702
160,-6.22935238634961
162,-5.97172015602371
164,-5.3872831316289
166,-4.66768709489508
168,-3.94931097804156
170,-3.30560192856142
172,-2.76923876950179
174,-2.35175026139223
176,-2.05503387378412
178,-1.87721041938534
180,-1.81542028266321
