"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.36831988433776
2,-3.86506003005101
4,-4.50385925729411
6,-5.29245863405045
8,-6.22614339090863
10,-7.26429475873826
12,-8.28046519443982
14,-8.99846803296953
16,-9.04757125110335
18,-8.28342048807433
20,-6.96416824250006
22,-5.45066889368384
24,-3.9634371426238
26,-2.59119978528091
28,-1.35661222984409
30,-0.256389068295421
32,0.721142585951638
34,1.58927004839942
36,2.3605247884213
38,3.04600947254181
40,3.65534808103079
42,4.19684157533234
44,4.67767036091611
46,5.10408654199736
48,5.48157870638546
50,5.81500702359573
52,6.10871162605526
54,6.36659855743712
56,6.5922074473901
58,6.78876449148547
60,6.95922366356624
62,7.10629850204439
64,7.23248632897457
66,7.34008637937608
68,7.43121302389908
70,7.50780504364471
72,7.57163174612777
74,7.62429658274994
76,7.66723882987854
78,7.70173381896381
80,7.72889213912231
82,7.74965818278759
84,7.7648083571681
86,7.77494923823541
88,7.78051589765123
90,7.78177058515582
92,7.778801898971
94,7.77152452484084
96,7.75967957104343
98,7.74283547296335
100,7.72038938762837
102,7.69156894690034
104,7.65543418839374
106,7.61087943583052
108,7.55663485496014
110,7.49126736616779
112,7.41318054840177
114,7.32061311807075
116,7.21163550704491
118,7.08414399061272
120,6.93585172261098
122,6.76427591278573
124,6.56672022076119
126,6.34025122985862
128,6.08166758886801
130,5.78746005710859
132,5.45376024854664
134,5.07627535116524
136,4.65020554864994
138,4.17014045185116
140,3.6299309770094
142,3.02253482403654
144,2.33983952103179
146,1.57248297242069
148,0.709732360637634
150,-0.260415328075398
152,-1.35049253507657
154,-2.57112656557401
156,-3.9243182084268
158,-5.38648949808719
160,-6.87076303258501
162,-8.16699787708666
164,-8.93534465568881
166,-8.92642732859596
168,-8.26155386883354
170,-7.28811296543238
172,-6.27787517041513
174,-5.36121377511547
176,-4.58289935650302
178,-3.95038715754795
180,-3.45756109713902
