SimulationID,Wslot,Wtaper,Ltapper,Wbalun,Wstrip,Lstrip_offset,S11_Raw_File,S11_Clean_File,Gain_Raw_File,Gain_Clean_File,MinS11_dB,MinS11_Freq_GHz,PeakGain_dB,PeakGain_Theta_deg,Timestamp,Success,ErrorMessage
SIM047,0.0183468551407061,1.95270211722657,3.7515878991034,0.288004490898065,0.151906681972805,0.269571017805242,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM047_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM047_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM047_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM047_Gain_clean.csv,-29.042795551785,14.565,7.79104397523084,90,2026-04-13 17:33:33,1,
SIM048,0.0249860711364446,1.80203418486926,4.07003131959854,0.35524597844477,0.131056008075486,0.250858379456038,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM048_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM048_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM048_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM048_Gain_clean.csv,-51.0481726377823,14.435,8.10930685262858,90,2026-04-13 17:35:24,1,
SIM049,0.02040942825765,1.72337685760883,3.55032363378401,0.390410675132514,0.139773736711191,0.358927399843298,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM049_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM049_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM049_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM049_Gain_clean.csv,-26.5033365393735,14.695,7.56941318005377,90,2026-04-13 17:37:17,1,
SIM050,0.0258478594726533,2.05505516519692,3.92293449638204,0.335587370739902,0.141421754474643,0.436741906877945,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM050_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM050_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM050_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM050_Gain_clean.csv,-16.0029016932556,9.625,8.04013484092545,90,2026-04-13 17:39:24,1,
SIM051,0.0236302560434277,1.8474063516795,3.54624344291831,0.391048848604565,0.136148687903402,0.354999465196342,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM051_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM051_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM051_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM051_Gain_clean.csv,-26.2013018028533,14.825,7.60111855411435,90,2026-04-13 17:41:29,1,
SIM052,0.0395271886901044,1.86848503938872,3.95744061948797,0.306856908818941,0.117485738045798,0.334765457763451,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM052_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM052_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM052_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM052_Gain_clean.csv,-32.3548964783199,21,8.0553892262706,90,2026-04-13 17:43:10,1,
SIM053,0.0359473933906678,2.0371901354204,3.99616208755724,0.29208433971936,0.126354861204659,0.443263635442351,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM053_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM053_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM053_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM053_Gain_clean.csv,-13.541553248077,8,8.09234001412339,90,2026-04-13 17:46:52,1,
SIM054,0.0147774291264926,2.01618106108791,3.69974350807353,0.324164464698588,0.115706525048017,0.413444171847202,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM054_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM054_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM054_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM054_Gain_clean.csv,-44.287548473092,9.82,7.7386790379309,90,2026-04-13 17:48:33,1,
SIM055,0.0384588690354583,1.81440450914027,3.91788147564145,0.406154715186023,0.131719321401615,0.419943884663106,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM055_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM055_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM055_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM055_Gain_clean.csv,-13.8574157294198,11.575,8.01085140006351,90,2026-04-13 17:51:07,1,
SIM056,0.0288254172715157,1.78262353337862,3.7463234418146,0.342971911770845,0.152498724847128,0.320382597808595,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM056_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM056_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM056_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM056_Gain_clean.csv,-23.6752416832043,16.58,7.80779544484496,90,2026-04-13 17:52:50,1,
SIM057,0.0307365819830831,1.78523538884831,3.83074082558186,0.371397897716205,0.134710803380877,0.309700757796242,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM057_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM057_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM057_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM057_Gain_clean.csv,-28.133004830566,16.385,7.85311682441446,90,2026-04-13 17:54:45,1,
SIM058,0.0214564314144456,2.00577051957807,4.04639124735726,0.385963230596731,0.117275618926775,0.390999819672373,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM058_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM058_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM058_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM058_Gain_clean.csv,-20.5002109570327,11.38,8.12315847044644,90,2026-04-13 17:56:54,1,
SIM059,0.0119301226592588,1.84973779059231,3.69454392823374,0.309626415713625,0.116413688108257,0.298706926715962,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM059_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM059_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM059_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM059_Gain_clean.csv,-21.1658517710277,13.07,7.67941776597875,96,2026-04-13 17:58:13,1,
SIM060,0.0368222340105712,2.01263383769187,3.42638696884077,0.341753115011586,0.144621718396561,0.352649064744258,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM060_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM060_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM060_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM060_Gain_clean.csv,-20.372909865085,21,7.56987644561464,90,2026-04-13 17:59:38,1,
SIM061,0.0321032774137002,1.93567625619796,4.06409405389883,0.383319247951969,0.141086783774191,0.36796512698039,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM061_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM061_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM061_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM061_Gain_clean.csv,-22.4637627146862,21,8.17036083679845,90,2026-04-13 18:01:19,1,
SIM062,0.0391485899814365,1.74444948958333,3.70526411211305,0.401504647744287,0.139551653276251,0.2654896539495,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM062_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM062_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM062_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM062_Gain_clean.csv,-43.6645470399456,16.645,7.76577186733665,90,2026-04-13 18:03:04,1,
SIM063,0.0120890602713634,1.77293072213954,3.67872895404909,0.361852759386731,0.147986514928482,0.33893242913249,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM063_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM063_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM063_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM063_Gain_clean.csv,-27.2279237229161,12.16,7.61173876023906,90,2026-04-13 18:04:55,1,
SIM064,0.0128036213425732,1.8428995368317,3.65197002786768,0.280117545323277,0.140188011111013,0.304634290706222,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM064_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM064_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM064_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM064_Gain_clean.csv,-42.8825732323556,12.615,7.60245977929075,88,2026-04-13 18:06:50,1,
SIM065,0.0317206773697662,1.80731316824564,3.44818265904653,0.392085927065022,0.130123272300502,0.397946207705267,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM065_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM065_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM065_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM065_Gain_clean.csv,-18.0077369496758,12.68,7.53883591320611,90,2026-04-13 18:09:09,1,
SIM066,0.0351421360368217,1.83243320285505,3.48057060967234,0.391629423980596,0.134585278241411,0.368964880852201,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM066_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM066_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM066_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM066_Gain_clean.csv,-19.2370057443443,15.345,7.59412981164513,90,2026-04-13 18:11:18,1,
SIM067,0.026934943596555,1.73824991811884,3.6907420732147,0.364580307022186,0.143349220120143,0.260927303880197,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM067_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM067_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM067_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM067_Gain_clean.csv,-35.4922684423329,16.32,7.71470803095174,90,2026-04-13 18:13:23,1,
SIM068,0.0343356635700996,1.77077634109957,3.972171648496,0.385196000535227,0.154080276075434,0.277609049353889,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM068_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM068_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM068_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM068_Gain_clean.csv,-30.1793485050929,16.58,8.02497413820432,90,2026-04-13 18:15:23,1,
SIM069,0.0143760867600268,2.00066225035631,3.39389661775434,0.370509458901821,0.138088397899999,0.301328333804348,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM069_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM069_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM069_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM069_Gain_clean.csv,-52.0747662940082,14.76,7.45449333264055,90,2026-04-13 18:17:16,1,
SIM070,0.0260943682219291,2.05633282330654,3.68622453346298,0.310408934492975,0.154998510769084,0.291348029821786,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM070_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM070_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM070_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM070_Gain_clean.csv,-52.8425087226258,14.825,7.77629523211821,90,2026-04-13 18:18:51,1,
SIM071,0.0195662296690463,1.77922927122424,3.4943979764237,0.404273732640856,0.144157850939871,0.284253633216895,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM071_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM071_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM071_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM071_Gain_clean.csv,-36.5876467373171,13.265,7.50825922146992,90,2026-04-13 18:21:28,1,
SIM072,0.0172955800079874,2.05222802742451,4.11906215058224,0.321929259245445,0.121199582001133,0.307035449199797,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM072_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM072_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM072_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM072_Gain_clean.csv,-27.807934588467,11.9,8.1378329585095,90,2026-04-13 18:23:01,1,
SIM073,0.0161163952177225,1.92597266507344,3.9318005229019,0.291819897935642,0.144404204691453,0.302725339936045,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM073_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM073_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM073_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM073_Gain_clean.csv,-36.8812229259092,14.175,7.93959084493961,90,2026-04-13 18:25:17,1,
SIM074,0.0130966892229285,1.80366563102167,3.98290666816891,0.328487710548535,0.143606575078602,0.344218255724583,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM074_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM074_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM074_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM074_Gain_clean.csv,-32.0408594279252,11.965,7.93646084548466,90,2026-04-13 18:26:45,1,
SIM075,0.0341489391303987,1.89190433318391,3.46026390815663,0.322121246999516,0.141214249546563,0.35647226838809,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM075_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM075_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM075_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM075_Gain_clean.csv,-25.5804559267522,21,7.579138074952,92,2026-04-13 18:28:00,1,
SIM076,0.0223818657876814,1.79428084415341,3.94361125788361,0.37554733907136,0.128706780916683,0.403033947107576,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM076_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM076_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM076_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM076_Gain_clean.csv,-21.4378449190396,11.445,7.97502621987197,90,2026-04-13 18:30:31,1,
SIM077,0.0277329165102581,1.96227626733692,3.52090224267601,0.358753806239191,0.125655051169376,0.287561280937332,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM077_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM077_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM077_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM077_Gain_clean.csv,-26.0852528465103,15.02,7.62024790199859,90,2026-04-13 18:32:12,1,
SIM078,0.0318695791525618,1.77705449173212,3.63035217630804,0.287528759525654,0.119948817890567,0.440648723899818,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM078_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM078_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM078_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM078_Gain_clean.csv,-16.0505446754361,9.495,7.6759221458511,90,2026-04-13 18:34:32,1,
SIM079,0.0272460679799763,1.86656183368695,3.96421406927817,0.334484807285758,0.135813692226663,0.278210324300103,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM079_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM079_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM079_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM079_Gain_clean.csv,-36.1373794094281,16.19,8.02563942229755,90,2026-04-13 18:36:15,1,
SIM080,0.0106542845805311,1.81934962944504,3.89036361895222,0.31856678692487,0.134130496983742,0.428970895166767,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM080_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM080_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM080_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM080_Gain_clean.csv,-30.1197591410161,11.185,7.81009605114318,90,2026-04-13 18:39:14,1,
SIM081,0.0115030231642879,1.9731048898389,3.89829334182956,0.415496106328714,0.138777316723013,0.437789756327901,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM081_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM081_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM081_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM081_Gain_clean.csv,-44.7949213195346,11.185,7.85644053089286,90,2026-04-13 18:41:42,1,
SIM082,0.0245431985337027,2.04351498779257,3.55814749417164,0.307627428548827,0.13697512850133,0.324208512882902,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM082_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM082_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM082_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM082_Gain_clean.csv,-39.0758391131682,14.89,7.65582026460985,90,2026-04-13 18:43:19,1,
SIM083,0.0286498047309584,1.87496488836667,3.59009599364049,0.304877965057128,0.12472784038532,0.33576126253164,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM083_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM083_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM083_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM083_Gain_clean.csv,-25.7064388150652,14.825,7.66758821404369,90,2026-04-13 18:45:16,1,
SIM084,0.0169761845260572,1.82468790538115,3.39953848718466,0.403286156886052,0.120291187095693,0.316520303567421,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM084_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM084_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM084_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM084_Gain_clean.csv,-24.2732259011551,14.63,7.43417304718488,90,2026-04-13 18:48:00,1,
SIM085,0.0200316659145128,2.01776611592141,3.955289275433,0.319801898952268,0.130672735009455,0.329866687191958,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM085_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM085_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM085_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM085_Gain_clean.csv,-32.9824673214623,13.98,8.02762486710624,90,2026-04-13 18:50:19,1,
SIM086,0.0105912038894726,1.72622785837891,4.10224119545194,0.395064190566827,0.143131106843409,0.387285867461343,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM086_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM086_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM086_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM086_Gain_clean.csv,-33.5426404817066,12.81,7.96713842121798,90,2026-04-13 18:52:18,1,
SIM087,0.0203154995461434,2.00147486896025,3.64530468347599,0.303471296230108,0.12551675678398,0.256930427143362,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM087_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM087_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM087_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM087_Gain_clean.csv,-22.3892454710261,13.2,7.70864730812163,90,2026-04-13 18:54:41,1,
SIM088,0.0300990217414989,1.99319622200969,3.7763106017749,0.407123663726478,0.148168376776602,0.273940021790686,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM088_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM088_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM088_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM088_Gain_clean.csv,-33.9953660658656,16.385,7.89439873149066,90,2026-04-13 18:56:32,1,
SIM089,0.0225662458836695,2.00366852081957,3.83750007244211,0.362716241285618,0.137938692266813,0.267605740513291,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM089_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM089_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM089_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM089_Gain_clean.csv,-33.4666343492824,14.695,7.93030922686703,90,2026-04-13 18:58:29,1,
SIM090,0.0359669061200546,1.74982618488168,3.51560844963993,0.338068164244594,0.138921082386945,0.433915043309442,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM090_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM090_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM090_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM090_Gain_clean.csv,-13.0171415998319,12.485,7.59678011783959,90,2026-04-13 19:02:44,1,
SIM091,0.0389056885029206,1.98636186268769,3.49864365327378,0.409064457124883,0.119714919980765,0.281515239628815,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM091_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM091_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM091_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM091_Gain_clean.csv,-33.7661196808375,17.165,7.62273355864194,90,2026-04-13 19:04:55,1,
SIM092,0.0124999698617606,2.04575510706995,3.86946165980698,0.294770216619948,0.136538285536485,0.361182338440801,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM092_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM092_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM092_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM092_Gain_clean.csv,-29.0983686744416,11.965,7.87776012511399,90,2026-04-13 19:07:44,1,
SIM093,0.0184042775072522,2.04094286975157,4.07684793945722,0.296288898955566,0.153481332671618,0.346800791404571,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM093_S11.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM093_S11_clean.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM093_Gain.csv,W:\Formal\Vivaldi\DATA\results\vivaldi_sweep_20260413_155533\SIM093_Gain_clean.csv,-23.9044426790431,13.98,8.13444225204783,90,2026-04-13 19:09:48,1,
