"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.76406736923687
2,-3.08733611469229
4,-3.53552007229473
6,-4.11401336177585
8,-4.82228596619955
10,-5.64361462147691
12,-6.52335365444187
14,-7.3321231438842
16,-7.83833892175017
18,-7.78208100751043
20,-7.08563908734949
22,-5.93532577008361
24,-4.5956573367834
26,-3.24861387384222
28,-1.98125753628474
30,-0.824399969976276
32,0.217255271263742
34,1.14950064260248
36,1.98161793039772
38,2.72346012311673
40,3.38433352919564
42,3.97264433517599
44,4.49585719965077
46,4.96057095813163
48,5.37262875898759
50,5.73722886152878
52,6.05902358234229
54,6.34220296465467
56,6.59056345622343
58,6.80756322591455
60,6.99636607698056
62,7.15987583222237
64,7.30076284234791
66,7.42148402008265
68,7.52429757508619
70,7.61127343310835
72,7.6843001679958
74,7.74508915255329
76,7.79517653752517
78,7.83592359062085
80,7.86851586366448
82,7.89396160054988
84,7.91308974761307
86,7.92654787814219
88,7.9348002918214
90,7.93812649664553
92,7.93662022476497
94,7.93018907504749
96,7.91855481464301
98,7.90125431062011
100,7.87764100203969
102,7.84688676375746
104,7.80798395657251
106,7.75974740428804
108,7.700815986325
110,7.6296534833873
112,7.54454826102772
114,7.44361131850704
116,7.32477216370639
118,7.18577189357687
120,7.02415275711249
122,6.83724334653981
124,6.62213839416411
126,6.37567193949193
128,6.09438236965198
130,5.77446753153893
132,5.41172779709469
134,5.0014947219727
136,4.53854299112152
138,4.01698420353442
140,3.43014388129705
142,2.77043056008508
144,2.02922404925688
146,1.19685316584201
148,0.26283491790717
150,-0.783213757069057
152,-1.94902195721055
154,-3.23324296086207
156,-4.61048681075573
158,-6.00057807932151
160,-7.22375164037522
162,-7.99845367222036
164,-8.1019887357446
166,-7.59521708538192
168,-6.75588288371408
170,-5.83770091483922
172,-4.98074033828112
174,-4.24237441496607
176,-3.63903457999129
178,-3.17023713229634
180,-2.82961023202073
