"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.0808126437193
2,-3.48665316799914
4,-4.03934962673008
6,-4.75211494750583
8,-5.6343127330209
10,-6.67795377622482
12,-7.82185198272697
14,-8.87513359158801
16,-9.44485490265569
18,-9.12478630684843
20,-7.96133370963704
22,-6.38851658918261
24,-4.76411250405116
26,-3.24752068884476
28,-1.88418333920694
30,-0.674770156640287
32,0.394138092364721
34,1.33874376817504
36,2.17431357784112
38,2.9142021828029
40,3.56981160601905
42,4.15083168042339
44,4.66553067817062
46,5.12102069599802
48,5.52347874062042
50,5.87832395215014
52,6.19035719350484
54,6.46387008069535
56,6.7027297597191
58,6.91044459127283
60,7.090214818134
62,7.24497138611527
64,7.37740537890517
66,7.48998998413659
68,7.58499649934832
70,7.66450558132274
72,7.73041471503651
74,7.7844427088556
76,7.82813189480788
78,7.86284861449
80,7.88978249290233
82,7.90994493693532
84,7.92416723680296
86,7.93309859337012
88,7.93720433925999
90,7.93676456518031
92,7.93187330435017
94,7.92243836730846
96,7.90818185739238
98,7.88864133481162
100,7.86317153565321
102,7.83094649235379
104,7.79096184482557
106,7.74203707659315
108,7.68281735729719
110,7.61177462012875
112,7.52720744749157
114,7.42723927656077
116,7.30981436315265
118,7.17269085056236
120,7.01343017093193
122,6.82938184902054
124,6.61766256768274
126,6.37512807299144
128,6.09833612284715
130,5.78349819090774
132,5.42641700316981
134,5.02240619541979
136,4.56618746809083
138,4.05175973700831
140,3.47223441289099
142,2.81963238350629
144,2.08464486915828
146,1.2563806591137
148,0.322178484294577
150,-0.732286425734867
152,-1.92197382792146
154,-3.25884656287146
156,-4.74125961812451
158,-6.32605843005874
160,-7.86718634735244
162,-9.03986688941112
164,-9.43497735363433
166,-8.96674338621561
168,-7.98716913992756
170,-6.88069442406184
172,-5.85060941822224
174,-4.96873399110772
176,-4.24894472311596
178,-3.6847804268537
180,-3.26439926725901
