"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.87184075433711
2,-3.17321645477428
4,-3.61850180989652
6,-4.2212507225645
8,-4.99546049792555
10,-5.94920041747394
12,-7.0655080036047
14,-8.25192632927843
16,-9.24208764864838
18,-9.55962131295342
20,-8.88063550292846
22,-7.46110030963611
24,-5.78644106847185
26,-4.15081377114976
28,-2.66027026331366
30,-1.3348640156059
32,-0.165148871238694
34,0.865938776674759
36,1.77570018143421
38,2.57954068061929
40,3.29061963656794
42,3.92005466031564
44,4.47725440857899
46,4.97024023666084
48,5.40591816482067
50,5.7902972445128
52,6.12866099456112
54,6.42570064643647
56,6.6856182174678
58,6.91220600725057
60,7.10890770571774
62,7.27886512131968
64,7.42495361133698
66,7.54980859163611
68,7.6558449756828
70,7.74527100096436
72,7.8200976110189
74,7.8821443462243
76,7.93304253570602
78,7.97423646035659
80,8.00698306090742
82,8.03235068601218
84,8.05121730641766
86,8.0642685573924
88,8.07199590909958
90,8.0746952013165
92,8.07246571373224
94,8.06520987583433
96,8.052633651655
98,8.03424756534826
100,8.00936826482165
102,7.9771204534212
104,7.93643895451432
106,7.88607061059996
108,7.82457565625217
110,7.7503281406073
112,7.66151490674781
114,7.55613255719168
116,7.43198173990917
118,7.28665796876989
120,7.11753803417
122,6.92176084825582
124,6.69620128438307
126,6.43743518596376
128,6.14169320227919
130,5.8048004177808
132,5.4220978336003
134,4.98834060477918
136,4.49756656120531
138,3.94292715080304
140,3.31647224395278
142,2.60888226067873
144,1.80915138737078
146,0.904259277551012
148,-0.121033385646952
150,-1.28385391613985
152,-2.60116606181467
154,-4.08266739677834
156,-5.70973900054734
158,-7.3809628350803
160,-8.81198619544393
162,-9.52356382128691
164,-9.24269324453684
166,-8.27239977035618
168,-7.08976500149669
170,-5.96908093128773
172,-5.00765448045436
174,-4.22445424158809
176,-3.61208193944473
178,-3.15666965784193
180,-2.84457457599943
