"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-9.73861500036629
8.065,-9.69988331023139
8.13,-9.64619557059968
8.195,-9.57961908171659
8.26,-9.50243193371415
8.325,-9.41705559650877
8.39,-9.32599181498698
8.455,-9.2317638418461
8.52,-9.13686189627578
8.585,-9.04369265917087
8.65,-8.95453261121303
8.715,-8.87148507446219
8.78,-8.79644089987507
8.845,-8.73104281317178
8.91,-8.6766534533914
8.975,-8.63432709022805
9.04,-8.60478488959211
9.105,-8.58839344359112
9.17,-8.58514615450963
9.235,-8.59464705311608
9.3,-8.61609684846393
9.365,-8.64828156056093
9.43,-8.68956506960766
9.495,-8.73788836196731
9.56,-8.7907800952528
9.625,-8.84538510438551
9.69,-8.89851914821053
9.755,-8.94675879374266
9.82,-8.98657387417491
9.885,-9.01450548478454
9.95,-9.02738455163686
10.015,-9.02257531201271
10.08,-8.99821687709292
10.145,-8.95342812179726
10.21,-8.88844041395735
10.275,-8.80463139521814
10.34,-8.70445000804178
10.405,-8.59124353691524
10.47,-8.46901521674819
10.535,-8.34215077412866
10.6,-8.21515228248002
10.665,-8.092409700603
10.73,-7.97802831000543
10.795,-7.8757179652825
10.86,-7.78874034077804
10.925,-7.71990425789318
10.99,-7.67159648505543
11.055,-7.64583522620531
11.12,-7.6443348227374
11.185,-7.66857211445481
11.25,-7.7198468209054
11.315,-7.79932983925687
11.38,-7.90809430921887
11.445,-8.0471245799487
11.51,-8.21729779844224
11.575,-8.41933172840473
11.64,-8.65369065307399
11.705,-8.92043897649874
11.77,-9.21902985124341
11.835,-9.54801486513559
11.9,-9.90466274009821
11.965,-10.2844844168425
12.03,-10.6806860684757
12.095,-11.0836204910152
12.16,-11.4803893046628
12.225,-11.8548564914409
12.29,-12.1884201065039
12.355,-12.461843167711
12.42,-12.6581306366375
12.485,-12.7658501078601
12.55,-12.7817402428426
12.615,-12.7114638591523
12.68,-12.5681524324946
12.745,-12.3694450780223
12.81,-12.1342586454895
12.875,-11.8802818131319
12.94,-11.6225636600771
13.005,-11.3730610339852
13.07,-11.1408042523294
13.135,-10.9323592874337
13.2,-10.75236853912
13.265,-10.6040540100968
13.33,-10.4896363800036
13.395,-10.4106620888716
13.46,-10.3682480798466
13.525,-10.3632595892902
13.59,-10.396436463945
13.655,-10.468481364157
13.72,-10.5801205549854
13.785,-10.7321454888519
13.85,-10.9254412444416
13.915,-11.1610060732617
13.98,-11.4399646719366
14.045,-11.7635761263595
14.11,-12.1332354571728
14.175,-12.5504648791844
14.24,-13.0168865442849
14.305,-13.534161461554
14.37,-14.1038674487847
14.435,-14.7272689994843
14.5,-15.4048985534201
14.565,-16.1358145644096
14.63,-16.9163206583252
14.695,-17.7378304342182
14.76,-18.5835118569543
14.825,-19.4235825567431
14.89,-20.2102308166875
14.955,-20.8758653284121
15.02,-21.3418884734156
15.085,-21.5432439282047
15.15,-21.4589793142596
15.215,-21.1236963238852
15.28,-20.60838180202
15.345,-19.9893519350724
15.41,-19.3280321569124
15.475,-18.6659544573165
15.54,-18.0280488091602
15.605,-17.4278533038607
15.67,-16.8718799465779
15.735,-16.3626042358914
15.8,-15.9003279349184
15.865,-15.4842807628498
15.93,-15.1132487380032
15.995,-14.7859194471234
16.06,-14.5010611836113
16.125,-14.2576053536516
16.19,-14.0546725299987
16.255,-13.8915652177206
16.32,-13.7677400600587
16.385,-13.6827659003733
16.45,-13.6362700501686
16.515,-13.6278722370523
16.58,-13.6571033994107
16.645,-13.7233044185297
16.71,-13.8254979273253
16.775,-13.96222467422
16.84,-14.1313351360958
16.905,-14.329728439978
16.97,-14.5530365163252
17.035,-14.7952655332252
17.1,-15.048434022627
17.165,-15.3022918957616
17.23,-15.5442644171922
17.295,-15.7598205793408
17.36,-15.9334683144684
17.425,-16.050460172442
17.49,-16.0990131993665
17.555,-16.0724875889551
17.62,-15.970766493487
17.685,-15.8002708729718
17.75,-15.5725966433916
17.815,-15.3023241193198
17.88,-15.0047603569087
17.945,-14.6941857671125
18.01,-14.3828176293466
18.075,-14.0804160779086
18.14,-13.7943317727199
18.205,-13.5297929385154
18.27,-13.2902832155259
18.335,-13.0779216228242
18.4,-12.893801234762
18.465,-12.7382710183857
18.53,-12.6111596370828
18.595,-12.5119457502675
18.66,-12.4398800706681
18.725,-12.3940623481557
18.79,-12.3734725980778
18.855,-12.3769507524141
18.92,-12.4031129676365
18.985,-12.4501875202166
19.05,-12.5157526431521
19.115,-12.5963721385232
19.18,-12.687169055
19.245,-12.7814739109671
19.31,-12.8708327921519
19.375,-12.9457859897917
19.44,-12.9977216892831
19.505,-13.0215371051206
19.57,-13.0179510763569
19.635,-12.9939458110334
19.7,-12.9607604403932
19.765,-12.9305157679471
19.83,-12.9133001307053
19.895,-12.9158202682943
19.96,-12.9415306641842
20.025,-12.9915423747905
20.09,-13.0656719702137
20.155,-13.1633054070734
20.22,-13.2840083484934
20.285,-13.4279392554312
20.35,-13.5961557041914
20.415,-13.7909008957581
20.48,-14.0159486553969
20.545,-14.2770862052989
20.61,-14.5828315656552
20.675,-14.9455229476897
20.74,-15.3829916767234
20.805,-15.9211583571282
20.87,-16.5981135803131
20.935,-17.4706392849735
21,-18.6248526086886
