"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.34519116840991
2,-2.51659804570394
4,-2.81994070459521
6,-3.26376150519701
8,-3.85704095542695
10,-4.60568527534084
12,-5.50311790034336
14,-6.50709661104596
16,-7.49122301775397
18,-8.18448736063374
20,-8.22664421332815
22,-7.47564400501985
24,-6.17799828080044
26,-4.68500505160596
28,-3.21523908123616
30,-1.85845018346892
32,-0.638475278010624
34,0.447212263010884
36,1.40988838929638
38,2.26267360627324
40,3.01806806154685
42,3.68722126357702
44,4.27984882878842
46,4.80436863227349
48,5.26809153574427
50,5.67740625170013
52,6.03793915629899
54,6.35468574779883
56,6.63211610057317
58,6.87425824226598
60,7.08476340948974
62,7.26695664859905
64,7.42387563388506
66,7.55830002788323
68,7.6727732522876
70,7.76961817593402
72,7.85094794623513
74,7.91867297636094
76,7.97450493696552
78,8.01995847495672
80,8.05635128155633
82,8.08480304871879
84,8.10623377982548
86,8.12136185214138
88,8.13070216106561
90,8.13456460737995
92,8.13305311738003
94,8.12606531186442
96,8.11329286413767
98,8.09422251062196
100,8.06813760170691
102,8.03412000627626
104,7.99105211163216
106,7.9376185912202
108,7.8723075445487
110,7.79341054467001
112,7.69902105481398
114,7.58703059190671
116,7.45512191365727
118,7.30075837849794
120,7.1211684624501
122,6.91332419991712
124,6.67391202991207
126,6.39929415718399
128,6.08545806285948
130,5.72795121664206
132,5.32179738250582
134,4.86139029502186
136,4.34036026685292
138,3.75141038156653
140,3.08612359895638
142,2.33475595049213
144,1.4860679331244
146,0.527341233867191
148,-0.555029613091251
150,-1.77336341546109
152,-3.13238462227892
154,-4.61269224371439
156,-6.13231699328055
158,-7.4809236832835
160,-8.30034051660203
162,-8.3106634058443
164,-7.63115176777948
166,-6.6338559483193
168,-5.60780687038272
170,-4.68830115302339
172,-3.92019566684692
174,-3.31028749878755
176,-2.85223045339979
178,-2.53652226423848
180,-2.35417484844743
