"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.68466477689981
2,-3.08489729635768
4,-3.575544970809
6,-4.14631280100411
8,-4.77142239445094
10,-5.39806406064708
12,-5.9339237682824
14,-6.24857681963181
16,-6.21412969736615
18,-5.78041614389567
20,-5.01216977928286
22,-4.04033895814977
24,-2.98894016999575
26,-1.94173381438713
28,-0.944589877078789
30,-0.018408538732682
32,0.829918298926654
34,1.60065460416974
36,2.2974287245384
38,2.92525782958275
40,3.48955911428247
42,3.99567671546315
44,4.44867247606366
46,4.853249076346
48,5.21373754748324
50,5.53411422144174
52,5.81802932020737
54,6.06883829935427
56,6.28963169336132
58,6.48326160785931
60,6.65236422960444
62,6.79937833479402
64,6.92656006395866
66,7.03599435285
68,7.12960344623031
70,7.20915291892472
72,7.27625560851479
74,7.33237383781882
76,7.37882027783279
78,7.41675777481527
80,7.44719843872573
82,7.47100226353411
84,7.48887552204311
86,7.50136914791427
88,7.50887728494131
90,7.51163614800334
92,7.50972330167665
94,7.50305742167225
96,7.49139856187643
98,7.47434890677869
100,7.45135394652466
102,7.42170397072403
104,7.38453573828932
106,7.33883414451504
108,7.28343367350933
110,7.21701939376742
112,7.13812722658143
114,7.04514319031069
116,6.93630129741481
118,6.80967975495066
120,6.66319509311315
122,6.49459382224431
124,6.30144120177758
126,6.08110670633386
128,5.83074581770542
130,5.54727790111128
132,5.22736022362667
134,4.86735879927015
136,4.46331799433274
138,4.01093325658071
140,3.50553600647203
142,2.94210868853731
144,2.31536516394133
146,1.61996461440903
148,0.85099028873355
150,0.00494362913038481
152,-0.918279947727854
154,-1.91161815272609
156,-2.95406027084897
158,-3.99987166484161
160,-4.96602356264426
162,-5.73014245294564
164,-6.16335484017464
166,-6.20174450803225
168,-5.89402386893573
170,-5.36572251063692
172,-4.74570176593618
174,-4.1257808550542
176,-3.55885530410235
178,-3.07096437034826
180,-2.67266059166168
