"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.46157918779192
2,-2.74840122738745
4,-3.11579590490794
6,-3.55294926222015
8,-4.03732555508835
10,-4.52749414528082
12,-4.95599317879089
14,-5.22992318818902
16,-5.25203582602428
18,-4.96402390520452
20,-4.38127661995168
22,-3.58226147394382
24,-2.66458212641382
26,-1.70938824169039
28,-0.770402336010244
30,0.122008083053345
32,0.953133504160161
34,1.71756929844165
36,2.41504540879785
38,3.04795149570047
40,3.6199427470006
42,4.13518005783782
44,4.59792844039611
46,5.01235358411341
48,5.38242636105215
50,5.7118850568665
52,6.00422752249879
54,6.26271792180406
56,6.49039969565939
58,6.69011023522466
60,6.86449491922995
62,7.01601937724852
64,7.14697951243133
66,7.25950918769684
68,7.35558568072283
70,7.43703311961134
72,7.50552416463977
74,7.56258022542197
76,7.60957050983104
78,7.64771019784983
80,7.67805802334024
82,7.7015135308971
84,7.71881425387887
86,7.73053303343583
88,7.73707566694004
90,7.7386790379309
92,7.73540983910897
94,7.72716395595679
96,7.71366653244327
98,7.69447269337156
100,7.66896885172468
102,7.63637448524448
104,7.59574422566027
106,7.54597006739781
108,7.48578347086848
110,7.41375710890559
112,7.32830598377428
114,7.22768762674213
116,7.11000108332601
118,6.97318438719219
120,6.81501023894868
122,6.63307964192368
124,6.42481332262085
126,6.18744090991979
128,5.91798811962031
130,5.61326268785974
132,5.2698406927505
134,4.88405650947425
136,4.45200251813318
138,3.96954983198624
140,3.43241055401045
142,2.83627867188023
144,2.17711644355569
146,1.45170575565342
148,0.658674093228511
150,-0.19965240701749
152,-1.11403229726795
154,-2.06310533052263
156,-3.00612455012238
158,-3.8760332678422
160,-4.58100570021278
162,-5.02715980105902
164,-5.16247121249402
166,-5.00931268735821
168,-4.65074145664199
170,-4.18602770522208
172,-3.69662269768562
174,-3.23655303786777
176,-2.8369684365433
178,-2.51380571891101
180,-2.27397347988984
