"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.73792111770936
2,-3.07561748400447
4,-3.55168467277714
6,-4.17807137573466
8,-4.96521429705255
10,-5.91389179160128
12,-6.99325233012151
14,-8.08937940521223
16,-8.92489707354749
18,-9.08075028583182
20,-8.34635405143587
22,-6.98674602295515
24,-5.41166198320206
26,-3.86917938716995
28,-2.45437391130993
30,-1.18870407085704
32,-0.0663231905408239
34,0.926689657887597
36,1.80531244883785
38,2.58330173930717
40,3.27264897147908
42,3.88363363767115
44,4.42505136591917
46,4.90446535143082
48,5.32843141808483
50,5.70268481283698
52,6.03229012803598
54,6.32175968636729
56,6.57514621506927
58,6.7961149829019
60,6.98799965536986
62,7.15384525585704
64,7.29644089528068
66,7.41834435951978
68,7.52190020300695
70,7.60925266290412
72,7.68235445707413
74,7.74297234022175
76,7.79269014963994
78,7.83290996192805
80,7.86485189463615
82,7.88955301410866
84,7.90786574680676
86,7.92045613161557
88,7.92780219198394
90,7.93019264727209
92,7.9277261214786
94,7.92031094448939
96,7.90766557666215
98,7.88931962284169
100,7.86461533783409
102,7.83270946286448
104,7.79257517213938
106,7.74300385025779
108,7.68260636398747
110,7.60981343398579
112,7.52287465040505
114,7.41985560668838
116,7.29863254244858
118,7.15688378159048
120,6.99207711614227
122,6.80145210741618
124,6.58199603892832
126,6.33041194151789
128,6.04307669917698
130,5.7159867133109
132,5.34468794161271
134,4.92418635584613
136,4.44883409105747
138,3.91218612864738
140,3.30682318374203
142,2.62414089184335
144,1.85411929767602
146,0.985124931996675
148,0.00389861263641899
150,-1.10385511774688
152,-2.35117766726185
154,-3.74302018496535
156,-5.2579344305659
158,-6.80486085511844
160,-8.14999041543034
162,-8.90601105327837
164,-8.80622395905742
166,-8.0268215374472
168,-6.9666780588706
170,-5.90560736562786
172,-4.96468841644621
174,-4.17974015050965
176,-3.552711221095
178,-3.07458028717037
180,-2.73412853587585
