"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.63350734967866
2,-2.94419176653511
4,-3.37753748483373
6,-3.93889525500978
8,-4.62838139656044
10,-5.43172852169876
12,-6.30087089889403
14,-7.12013487640174
16,-7.67600015732001
18,-7.71004750336007
20,-7.11117237557172
22,-6.02967017765353
24,-4.72441704078994
26,-3.38894775734826
28,-2.12142687876764
30,-0.959236687745273
32,0.0896236189314399
34,1.02941064299567
36,1.86873034712104
38,2.61716616882398
40,3.28394324973045
42,3.87747160392716
44,4.40525574865277
46,4.8739473492845
48,5.28944471061232
50,5.65699890713841
52,5.98131092616854
54,6.26661487798726
56,6.51674681247377
58,6.73520040838827
60,6.92517132009909
62,7.08959197920917
64,7.23115847222166
66,7.35235088973821
68,7.45544832577211
70,7.54253951832402
72,7.61552996850163
74,7.67614625224697
76,7.72593814069002
78,7.76627906626836
80,7.7983654063838
82,7.82321499958645
84,7.84166525703548
86,7.8543711811623
88,7.86180355185884
90,7.86424748681704
92,7.86180152635847
94,7.85437733440773
96,7.84170004691497
98,7.82330923809512
100,7.79856041452175
102,7.76662688848135
104,7.72650182582166
106,7.67700021005544
108,7.61676041326862
110,7.54424501419608
112,7.4577404525735
114,7.35535505355888
116,7.23501489277643
118,7.09445689668817
120,6.93121847924266
122,6.74262289857739
124,6.52575937222251
126,6.27745681392874
128,5.99424985560611
130,5.67233561698905
132,5.30751954495042
134,4.89514870814425
136,4.43003152333685
138,3.90634471467267
140,3.31753291289589
142,2.65621709107265
144,1.91415257505238
146,1.08233268963235
148,0.151458759136987
150,-0.886722497034401
152,-2.03609475136178
154,-3.28847271723899
156,-4.60711261658726
158,-5.89679215670689
160,-6.97097504842776
162,-7.57913616089409
164,-7.5698735773279
166,-7.04156073621606
168,-6.24255626785489
170,-5.38488347284969
172,-4.58648940252144
174,-3.89781129145521
176,-3.33471126211988
178,-2.89800592796752
180,-2.58285087091919
