"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-8.02762720103378
8.065,-8.06093391318286
8.13,-8.08702993182466
8.195,-8.10670634273519
8.26,-8.12081221975634
8.325,-8.13025977090994
8.39,-8.13603040909886
8.455,-8.13918163664622
8.52,-8.14085457190881
8.585,-8.14228185792838
8.65,-8.14479557184823
8.715,-8.14983459351389
8.78,-8.15895068657245
8.845,-8.1738122913942
8.91,-8.19620472562407
8.975,-8.2280251403116
9.04,-8.27127020112943
9.105,-8.32801408020293
9.17,-8.40037399270305
9.235,-8.49046024503604
9.3,-8.60030764071888
9.365,-8.73178518575705
9.43,-8.88648142326433
9.495,-9.06556349753657
9.56,-9.26960933785204
9.625,-9.49841441474404
9.69,-9.75077783371663
9.755,-10.024277910068
9.82,-10.3150559805763
9.885,-10.6176402442733
9.95,-10.9248590776503
10.015,-11.2279126978258
10.08,-11.5166846268038
10.145,-11.7803642450598
10.21,-12.0083997568182
10.275,-12.1916990355392
10.34,-12.3238677258764
10.405,-12.4021831924948
10.47,-12.4280233566755
10.535,-12.4066236483089
10.6,-12.3462561259042
10.665,-12.2570947647112
10.73,-12.1500711208074
10.795,-12.035945459502
10.86,-11.9246907732344
10.925,-11.8251792055028
10.99,-11.7451020929392
11.055,-11.6910414062344
11.12,-11.6686230022968
11.185,-11.6827036107719
11.25,-11.737563801749
11.315,-11.837094504234
11.38,-11.9849747591667
11.445,-12.1848445535296
11.51,-12.4404803507929
11.575,-12.7559837324379
11.64,-13.1359966624357
11.705,-13.585961575501
11.77,-14.1124524417051
11.835,-14.723616835959
11.9,-15.4297936847898
11.965,-16.2444163537676
12.03,-17.1853963105319
12.095,-18.2773544646261
12.16,-19.5554371086708
12.225,-21.0723212304675
12.29,-22.9122898880635
12.355,-25.2231811330469
12.42,-28.303021825135
12.485,-32.9149967259801
12.55,-42.4557527809966
12.615,-42.8825732323556
12.68,-33.7942895331634
12.745,-29.7178257541445
12.81,-27.1940995403441
12.875,-25.4558505185864
12.94,-24.207183711724
13.005,-23.3043869170504
13.07,-22.6686581530054
13.135,-22.2542369874934
13.2,-22.0347109084196
13.265,-21.9966565062088
13.33,-22.1368276833143
13.395,-22.4615012447141
13.46,-22.9876683558053
13.525,-23.7465710854689
13.59,-24.7912814587029
13.655,-26.2127542701402
13.72,-28.1765252441471
13.785,-31.0173812614794
13.85,-35.4954722028666
13.915,-41.4869729958139
13.98,-36.50604161137
14.045,-31.0195014337923
14.11,-27.4343868046053
14.175,-24.8419376220029
14.24,-22.8366094408998
14.305,-21.2210334462018
14.37,-19.8857933585336
14.435,-18.7639624658222
14.5,-17.811472784596
14.565,-16.9976256988706
14.63,-16.3000871323222
14.695,-15.7020633108389
14.76,-15.1906188766489
14.825,-14.7556293199741
14.89,-14.3891017186111
14.955,-14.084716316833
15.02,-13.8375029197869
15.085,-13.643599325901
15.15,-13.500057514549
15.215,-13.4046736950822
15.28,-13.3558240878345
15.345,-13.3522913913438
15.41,-13.3930684729255
15.475,-13.4771267246719
15.54,-13.6031374847674
15.605,-13.7691368333661
15.67,-13.9721283547675
15.735,-14.2076275557811
15.8,-14.4691695166169
15.865,-14.747833437428
15.93,-15.0318886564867
15.995,-15.306733389715
16.06,-15.5553559780073
16.125,-15.7595409327871
16.19,-15.9018871025414
16.255,-15.968365434637
16.32,-15.950736133507
16.385,-15.8479625825369
16.45,-15.666054897983
16.515,-15.4164465346659
16.58,-15.1136024924929
16.645,-14.7727001444925
16.71,-14.4079394009591
16.775,-14.0316288124938
16.84,-13.6539092931877
16.905,-13.2828777100122
16.97,-12.9248964618732
17.035,-12.5849434596466
17.1,-12.2669222182321
17.165,-11.973898032202
17.23,-11.7082539855424
17.295,-11.4717754607387
17.36,-11.2656791015596
17.425,-11.0906051898411
17.49,-10.9465927494496
17.555,-10.8330549906793
17.62,-10.7487692078824
17.685,-10.6918903298413
17.75,-10.6599917197942
17.815,-10.6501315059346
17.88,-10.6589386481857
17.945,-10.6827107449001
18.01,-10.7175153869584
18.075,-10.759288329674
18.14,-10.8039242239188
18.205,-10.8473584027094
18.27,-10.8856406480825
18.335,-10.9150035643438
18.4,-10.9319289737494
18.465,-10.9332156212647
18.53,-10.9160505424209
18.595,-10.8780849137119
18.66,-10.8175133296952
18.725,-10.7331535328009
18.79,-10.6245219579809
18.855,-10.4918992846953
18.92,-10.3363796322242
18.985,-10.1598970476164
19.05,-9.96522332997256
19.115,-9.75593177165374
19.18,-9.53632194877501
19.245,-9.31130141295802
19.31,-9.08622154466992
19.375,-8.86666771987458
19.44,-8.65820904436798
19.505,-8.46612033933308
19.57,-8.29509776868175
19.635,-8.14899708315794
19.7,-8.03062671237254
19.765,-7.94162418750637
19.83,-7.88243306054973
19.895,-7.85238099388024
19.96,-7.84984271350976
20.025,-7.87245903390511
20.09,-7.91737826978493
20.155,-7.9814891820334
20.22,-8.06162280838113
20.285,-8.1547107423953
20.35,-8.25789674165583
20.415,-8.36860530514446
20.48,-8.48457466584511
20.545,-8.60386295052428
20.61,-8.72483586669913
20.675,-8.84614297487606
20.74,-8.96668798927516
20.805,-9.08559699315288
20.87,-9.20218713868733
20.935,-9.31593738287303
21,-9.42646207526933
