"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-1.97874084539404
2,-2.06241283055022
4,-2.26423221535297
6,-2.58771644072183
8,-3.03534890710779
10,-3.60545028097622
12,-4.285466468296
14,-5.0385105317096
16,-5.78034203677743
18,-6.3548624120002
20,-6.55084926958931
22,-6.21627094639646
24,-5.38948876618228
26,-4.26101929391902
28,-3.0255411478181
30,-1.80677619280496
32,-0.664306071111474
34,0.379927384936893
36,1.32234134304259
38,2.16731731818143
40,2.92221279099523
42,3.59511225120238
44,4.1938750456463
46,4.72577769572386
48,5.19742094390471
50,5.61474875426238
52,5.9831091792822
54,6.30732557144589
56,6.5917646145908
58,6.84039600629634
60,7.05684243207332
62,7.24442013225832
64,7.40617101325713
66,7.54488744218076
68,7.66313084972886
70,7.76324517456405
72,7.84736607045763
74,7.91742668947549
76,7.9751607588253
78,8.0221035866215
80,8.05959156036245
82,8.0887606378068
84,8.11054426956062
86,8.12567113291825
88,8.13466299499394
90,8.1378329585095
92,8.13528427524612
94,8.12690984043949
96,8.11239240726501
98,8.0912054854227
100,8.06261481323699
102,8.02568022004711
104,7.97925762597227
106,7.92200085973272
108,7.85236291159983
110,7.76859617631182
112,7.66875117756728
114,7.55067319830866
116,7.41199616569903
118,7.25013305275239
120,7.06226195737969
122,6.84530690478179
124,6.59591229879792
126,6.31040984622474
128,5.98477675291667
130,5.6145841681766
132,5.19493550301915
134,4.72039593156953
136,4.18491828522034
138,3.58177916473386
140,2.90355776232588
142,2.14223011549539
144,1.28953825158471
146,0.337980351963975
148,-0.716836829409317
150,-1.87095406160831
152,-3.10109539864157
154,-4.34435734008365
156,-5.47080284278625
158,-6.27891632635759
160,-6.57926944439375
162,-6.34687988738435
164,-5.74701868895918
166,-4.99374977817794
168,-4.23970826707378
170,-3.56518879577152
172,-3.00446893596985
174,-2.56868128735728
176,-2.25881961063825
178,-2.07212838394272
180,-2.00505031707904
