"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-9.35300860792597
8.065,-9.42861013860233
8.13,-9.48857513592988
8.195,-9.53147669676512
8.26,-9.55626404564209
8.325,-9.56232094314664
8.39,-9.54952683042118
8.455,-9.5183112993142
8.52,-9.46969149327235
8.585,-9.40528254756989
8.65,-9.32727341409295
8.715,-9.23836426766401
8.78,-9.1416666338083
8.845,-9.04057257196542
8.91,-8.93860373521887
8.975,-8.83925406580699
9.04,-8.7458407430421
9.105,-8.66137665794751
9.17,-8.5884744439905
9.235,-8.52928757610258
9.3,-8.48548907942018
9.365,-8.45828379247938
9.43,-8.44844656787874
9.495,-8.456376635027
9.56,-8.48215763154571
9.625,-8.52561329512632
9.69,-8.58635011275955
9.755,-8.6637799718421
9.82,-8.7571178089004
9.885,-8.86535139258716
9.95,-8.9871829493912
10.015,-9.12094580713454
10.08,-9.26450416193276
10.145,-9.41515089067726
10.21,-9.56952685928518
10.275,-9.7235939971801
10.34,-9.87270019573414
10.405,-10.0117715101331
10.47,-10.1356502592761
10.535,-10.2395635264217
10.6,-10.3196604789371
10.665,-10.3735150181585
10.73,-10.4004751108624
10.795,-10.40176755127
10.86,-10.3803320445603
10.925,-10.340434471638
10.99,-10.2871624851645
11.055,-10.2259180016847
11.12,-10.1619949271135
11.185,-10.100286476429
11.25,-10.0451253960443
11.315,-10.0002338431877
11.38,-9.96874908502972
11.445,-9.95329213866976
11.51,-9.95605328939768
11.575,-9.9788767212465
11.64,-10.0233338356515
11.705,-10.0907803224314
11.77,-10.1823956679805
11.835,-10.2992058878274
11.9,-10.4420912611857
11.965,-10.6117810510936
12.03,-10.8088368280396
12.095,-11.0336251896694
12.16,-11.2862794275
12.225,-11.5666480446566
12.29,-11.8742259958704
12.355,-12.2080621834123
12.42,-12.5666343312284
12.485,-12.9476804141842
12.55,-13.3479754670226
12.615,-13.7630459865093
12.68,-14.1868249698918
12.745,-14.6112744130608
12.81,-15.0260450476538
12.875,-15.4183075201824
12.94,-15.7729626281707
13.005,-16.0734776605443
13.07,-16.3035224948016
13.135,-16.449317421996
13.2,-16.5021870130408
13.265,-16.4604727327072
13.33,-16.330019954571
13.395,-16.1230160949923
13.46,-15.8556745139661
13.525,-15.545639761191
13.59,-15.2098596012435
13.655,-14.8632576038797
13.72,-14.5181678542554
13.785,-14.1843106686511
13.85,-13.8690695666671
13.915,-13.5778893137548
13.98,-13.3146867894641
14.045,-13.0822218054543
14.11,-12.8824090338486
14.175,-12.7165697564613
14.24,-12.585629481772
14.305,-12.4902693852718
14.37,-12.4310389501525
14.435,-12.4084356709265
14.5,-12.4229559233661
14.565,-12.4751193136982
14.63,-12.565466963537
14.695,-12.6945320998801
14.76,-12.8627787607455
14.825,-13.0705011088978
14.89,-13.3176714813701
14.955,-13.6037197357506
15.02,-13.9272199983284
15.085,-14.2854551208509
15.15,-14.6738283438954
15.215,-15.0851056609741
15.28,-15.5085199459109
15.345,-15.9288775801152
15.41,-16.3260054437259
15.475,-16.6751350200517
15.54,-16.9489728300305
15.605,-17.1218931775564
15.67,-17.175605598847
15.735,-17.1041930091842
15.8,-16.9159442350937
15.865,-16.6309238436372
15.93,-16.2756877188653
15.995,-15.877769387532
16.06,-15.4618346130847
16.125,-15.0479328074515
16.19,-14.6513115629914
16.255,-14.2830485989884
16.32,-13.9509447563185
16.385,-13.6603778622052
16.45,-13.4150008566052
16.515,-13.2172658857018
16.58,-13.0687968333073
16.645,-12.9706431449789
16.71,-12.9234448291185
16.775,-12.9275307794314
16.84,-12.9829636367639
16.905,-13.089535362231
16.97,-13.2467084654896
17.035,-13.4534879490919
17.1,-13.7081981010219
17.165,-14.0081266844258
17.23,-14.3489894779191
17.295,-14.7241684270806
17.36,-15.1237053568007
17.425,-15.5331255794421
17.49,-15.9323719586961
17.555,-16.2954768500754
17.62,-16.5919728129218
17.685,-16.7910194773189
17.75,-16.8681589691533
17.815,-16.8124861985397
17.88,-16.6304920496242
17.945,-16.3441428187293
18.01,-15.9843804993813
18.075,-15.5836989817606
18.14,-15.1708142215902
18.205,-14.7682570096427
18.27,-14.392168860296
18.335,-14.0532273062684
18.4,-13.7579150417226
18.465,-13.5097280076762
18.53,-13.3101761165055
18.595,-13.1595592422686
18.66,-13.057549325948
18.725,-13.0036188304489
18.79,-12.9973500735738
18.855,-13.0386498964421
18.92,-13.127883571709
18.985,-13.2659317827545
19.05,-13.4541649865762
19.115,-13.6943206686666
19.18,-13.9882616238435
19.245,-14.3375889608816
19.31,-14.7430844341706
19.375,-15.2039663688462
19.44,-15.7169667980055
19.505,-16.2752822628864
19.57,-16.8675292348745
19.635,-17.4769608776663
19.7,-18.081370139714
19.765,-18.6542426795361
19.83,-19.1676368940848
19.895,-19.5966987028948
19.96,-19.9246708262336
20.025,-20.1463936912913
20.09,-20.2686236176702
20.155,-20.3071314451952
20.22,-20.2822000103888
20.285,-20.2145000544284
20.35,-20.1224799117838
20.415,-20.0213611505086
20.48,-19.9232716870262
20.545,-19.8379818881143
20.61,-19.7738708680538
20.675,-19.7389321395009
20.74,-19.7417496631497
20.805,-19.7924297086051
20.87,-19.9034736063486
20.935,-20.0905326389074
21,-20.372909865085
