"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.01260573612607
2,-2.23268110388847
4,-2.54306425902093
6,-2.93895828652335
8,-3.40800944484324
10,-3.92433687906803
12,-4.44009616955296
14,-4.87760903519923
16,-5.13233608002102
18,-5.10195650173017
20,-4.73811187881521
22,-4.07742359197868
24,-3.21629803874504
26,-2.25875001321144
28,-1.28373556532299
30,-0.339848559191943
32,0.547381312482222
34,1.36686129816995
36,2.11565002597842
38,2.79509527604328
40,3.40864111690627
42,3.96063575390348
44,4.4557040478367
46,4.89842945564915
48,5.29320256114541
50,5.64415777715863
52,5.95515550936126
54,6.22978663145603
56,6.47138680845645
58,6.6830540512111
60,6.86766608909972
62,7.02789590330207
64,7.16622472139729
66,7.2849522924206
68,7.38620453694458
70,7.47193880846454
72,7.54394707089037
74,7.60385732562271
76,7.65313362855513
78,7.69307503179967
80,7.7248137715482
82,7.74931300419498
84,7.76736436826835
86,7.77958561992202
88,7.78641855472098
90,7.78812738842913
92,7.78479772501102
94,7.77633619201377
96,7.76247077313956
98,7.74275181661785
100,7.7165536474893
102,7.68307666360693
104,7.64134975032791
106,7.59023280849567
108,7.52841915503136
110,7.45443752559514
112,7.36665338450245
114,7.26326922867377
116,7.14232356076518
118,7.00168820412118
120,6.83906364397219
122,6.65197211563342
124,6.43774824066632
126,6.19352717128735
128,5.91623050514427
130,5.60255079038326
132,5.24893645799953
134,4.85158086076599
136,4.40642242826762
138,3.90916897211272
140,3.35537009494099
142,2.74058146536561
144,2.0607005228364
146,1.31261696406295
148,0.495430825145564
150,-0.387337658298048
152,-1.32391466298071
154,-2.28815322233544
156,-3.23137693555279
158,-4.07598329950677
160,-4.72162083048995
162,-5.07708193201712
164,-5.10909781546365
166,-4.86477945650527
168,-4.44210819859314
170,-3.94153165144019
172,-3.43838243032639
174,-2.97961603918456
176,-2.59098524743806
178,-2.28499703617815
180,-2.06665002201186
