"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.53812199575451
2,-4.09766263625716
4,-4.78453946643063
6,-5.5940805334114
8,-6.49706861285295
10,-7.40980704901165
12,-8.15246754736528
14,-8.45176969765684
16,-8.0969980414789
18,-7.14740107890658
20,-5.86630324048524
22,-4.49581499307303
24,-3.17087533700291
26,-1.94673096583718
28,-0.838300573770378
30,0.156594726730315
32,1.04635806637609
34,1.84099750985079
36,2.55030265295611
38,3.18321206957603
40,3.74767061973578
42,4.25067649075061
44,4.69839113600316
46,5.09625994381725
48,5.44912362054947
50,5.76131397675904
52,6.03673345234482
54,6.27891984557265
56,6.49109832830568
58,6.67622282731606
60,6.83700862378985
62,6.97595774045765
64,7.09537841743199
66,7.19739974780186
68,7.28398235666432
70,7.3569258589341
72,7.4178737156188
74,7.46831601848911
76,7.50959066289972
78,7.54288331240841
80,7.56922651214826
82,7.58949826682628
84,7.60442036075549
86,7.61455665924491
88,7.62031159146117
90,7.62192897369594
92,7.61949128857991
94,7.61291949044118
96,7.60197336035922
98,7.58625238740584
100,7.56519710606438
102,7.53809077476802
104,7.50406123755126
106,7.46208277023692
108,7.4109776741624
110,7.34941734337888
112,7.2759224940858
114,7.1888622056558
116,7.08645137811367
118,6.96674615777161
120,6.82763681656133
122,6.66683748638758
124,6.48187204192292
126,6.27005528786333
128,6.02846843486633
130,5.75392764068577
132,5.44294415685495
134,5.09167438517863
136,4.69585798797794
138,4.2507422905967
140,3.75099196873501
142,3.19058532524239
144,2.56270432296778
146,1.85963939929763
148,1.07276198844419
150,0.192690568002347
152,-0.790057413426972
154,-1.88325646482605
156,-3.08849714208157
158,-4.39085588167691
160,-5.73722353182899
162,-7.00010428908003
164,-7.95191259510526
166,-8.34006386851466
168,-8.09325705289622
170,-7.39829607420319
172,-6.51765195756337
174,-5.6329313353644
176,-4.83257333681407
178,-4.14949104460787
180,-3.59064046959235
