"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.01051988688916
2,-2.20221649960757
4,-2.48832543008063
6,-2.86633150931421
8,-3.32772322862017
10,-3.85263724461347
12,-4.40146480364478
14,-4.90472283419234
16,-5.25908475398803
18,-5.34691725431164
20,-5.08886808690277
22,-4.49451126538531
24,-3.65468118336626
26,-2.68491269741037
28,-1.67911491531349
30,-0.696890364666665
32,0.229928968403866
34,1.08718497639477
36,1.87068475786748
38,2.5814344717283
40,3.22295453213047
42,3.79983966225823
44,4.31701312509977
46,4.77935551892133
48,5.19153185538953
50,5.55792172121171
52,5.88260155896952
54,6.16935192550971
56,6.42167538248613
58,6.64281755575313
60,6.83578760700873
62,7.00337635564901
64,7.14817135608519
66,7.27256879950494
68,7.37878239947089
70,7.46884956352058
72,7.54463521668094
74,7.60783366472805
76,7.65996888486826
78,7.70239361936144
80,7.73628762817398
82,7.76265543190908
84,7.78232384647254
86,7.79593957611021
88,7.80396709147443
90,7.8066869743754
92,7.80419486137181
94,7.79640106529497
96,7.78303089847733
98,7.76362566540138
100,7.73754423730088
102,7.70396506843706
104,7.66188846458025
106,7.61013886951256
108,7.54736689554595
110,7.47205078911944
112,7.38249699220806
114,7.27683943425149
116,7.15303716779147
118,7.00886994553524
120,6.84193133144837
122,6.64961895326953
124,6.42912155765348
126,6.17740265845256
128,5.89118084139715
130,5.56690733014252
132,5.20074246100372
134,4.78853468622679
136,4.32580942993011
138,3.80778206319963
140,3.22942228917252
142,2.58562169769466
144,1.87156212864106
146,1.08346751452236
148,0.220074203058724
150,-0.714595202791676
152,-1.70624992901432
154,-2.72217787260785
156,-3.70044675051089
158,-4.54287118526067
160,-5.12889162227509
162,-5.36584824897137
164,-5.2486078597111
166,-4.86422328264977
168,-4.33579161299002
170,-3.76828196431335
172,-3.23057424070819
174,-2.76105322504951
176,-2.37848575982643
178,-2.09059998969912
180,-1.89941738843018
