"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.37161265718762
2,-2.63209692291214
4,-3.00319204953051
6,-3.48723336009854
8,-4.0811899248099
10,-4.76951820977562
12,-5.5105178563867
14,-6.21489335944528
16,-6.72781150613601
18,-6.85636120479483
20,-6.48019878682256
22,-5.65364872973734
24,-4.55526309976969
26,-3.36022589488922
28,-2.18024982290055
30,-1.07040996722399
32,-0.051920267278658
34,0.870996527431464
36,1.70175809335957
38,2.44679878140308
40,3.11341653906136
42,3.70882429614304
44,4.23977001485771
46,4.71241849121088
48,5.13234885411853
50,5.50459884366754
52,5.83372381694788
54,6.12385606656395
56,6.37875845589037
58,6.60187034763947
60,6.7963456211211
62,6.96508335154923
64,7.11075200654458
66,7.23580806818789
68,7.34250994451726
70,7.43292795514423
72,7.50895109058795
74,7.57229116592218
76,7.62448491996288
78,7.66689455109226
80,7.70070712781151
82,7.72693326359928
84,7.74640539908338
86,7.75977598778898
88,7.76751583328549
90,7.76991277455231
92,7.76707086261132
94,7.75891011529998
96,7.74516687930784
98,7.725394770382
100,7.69896610513179
102,7.665073682227
104,7.62273271779093
106,7.57078268977603
108,7.50788879883227
110,7.43254270773779
112,7.34306217629609
114,7.23758916154999
116,7.11408590160657
118,6.97032844254282
120,6.80389699940863
122,6.61216246335319
124,6.39226827993632
126,6.14110683870821
128,5.8552894562198
130,5.53110905920874
132,5.16449489810239
134,4.75095928190362
136,4.28553791088412
138,3.76272888909566
140,3.17644297685966
142,2.51999336645196
144,1.78618620686035
146,0.967642178289877
148,0.0576239840960986
150,-0.948057500187419
152,-2.04690397044319
154,-3.22123831626544
156,-4.42245809126118
158,-5.54820723076938
160,-6.43001351859581
162,-6.8806670312172
164,-6.81953641857224
166,-6.34604477928913
168,-5.65285376760333
170,-4.90506011481648
172,-4.20122441327829
174,-3.58852171196338
176,-3.08520053418368
178,-2.6955063141133
180,-2.41761756046892
