"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-4.44760329022219
2,-5.18027909695059
4,-6.06030293789414
6,-7.0745201164458
8,-8.15816472047143
10,-9.13243920716958
12,-9.65785120160128
14,-9.39535232854275
16,-8.3664136875875
18,-6.92476550484463
20,-5.39430282523677
22,-3.93767017312964
24,-2.61067244639084
26,-1.42201433984355
28,-0.363404430291666
30,0.578193530779566
32,1.41605424892593
34,2.16222871368282
36,2.82722335310434
38,3.42007977046987
40,3.94857186082096
42,4.41941565053717
44,4.83845673188006
46,5.21082681133664
48,5.54107055269656
50,5.83324686447603
52,6.09100919623991
54,6.31766893797218
56,6.51624532143052
58,6.68950454924377
60,6.83999030487968
62,6.97004733690809
64,7.08183945293684
66,7.17736298452433
68,7.25845657677079
70,7.32680799999236
72,7.38395856342939
74,7.43130562233139
76,7.47010360203496
78,7.50146390948664
80,7.52635405906384
82,7.54559630160519
84,7.55986601028998
86,7.56969004222833
88,7.57544525888261
90,7.5773573509249
92,7.57550007359416
94,7.56979495726651
96,7.56001151535808
98,7.54576792862438
100,7.52653214225894
102,7.50162327070402
104,7.47021316532356
106,7.43132796225743
108,7.38384939161356
110,7.32651559383823
112,7.25792115317342
114,7.17651601938342
116,7.08060294443298
118,6.96833300662787
120,6.83769872590945
122,6.68652418423689
124,6.51245144637883
126,6.31292241904976
128,6.085155077864
130,5.82611271718982
132,5.53246452082405
134,5.2005352951528
136,4.82624164267595
138,4.40501120073717
140,3.93168091894317
142,3.40036997239291
144,2.80432352445715
146,2.13572695835088
148,1.38550082065989
150,0.543115528664758
152,-0.40346061389024
154,-1.46737641742905
156,-2.66128765118323
158,-3.99251244237445
160,-5.45004722224507
162,-6.97318035941318
164,-8.39120298503542
166,-9.375710209678
168,-9.58854931996335
170,-9.03487278987945
172,-8.05770839064175
174,-6.98446146248361
176,-5.98467350503543
178,-5.11924302093004
180,-4.40019981416266
