"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.91025660391742
2,-4.51882739981927
4,-5.25952027309152
6,-6.12576764784415
8,-7.08048828488845
10,-8.01880165863027
12,-8.72151725042275
14,-8.88412220359902
16,-8.33483031059052
18,-7.2210762572899
20,-5.84537497878165
22,-4.43510370195065
24,-3.10098276282794
26,-1.88212140819565
28,-0.784924528114487
30,0.19690889178948
32,1.07369110626642
34,1.85626829830471
36,2.55475567353948
38,3.17817413396067
40,3.73443781000096
42,4.23046446604467
44,4.67231626933623
46,5.06533525300426
48,5.41426151885151
50,5.72333187550748
52,5.99636026820714
54,6.23680249373218
56,6.44780780782575
58,6.63225977074563
60,6.79280831421699
62,6.9318946601705
64,7.05177041679049
66,7.15451192855547
68,7.24203076004981
70,7.31608104026446
72,7.37826427617334
74,7.43003215354419
76,7.47268777228947
78,7.50738570738611
80,7.53513123974373
82,7.55677906056943
84,7.57303171480138
86,7.5844380118685
88,7.59139159389344
90,7.59412981164513
92,7.59273301678833
94,7.58712433546655
96,7.57706994354683
98,7.56217981872875
100,7.54190890002626
102,7.51555854164068
104,7.48227810649228
106,7.44106650483364
108,7.39077344510625
110,7.33010012661092
112,7.25759906505758
114,7.1716727003073
116,7.07057038745404
118,6.95238331371082
120,6.81503680918353
122,6.65627942308705
124,6.47366801036712
126,6.26454790747963
128,6.02602705911708
130,5.7549426779792
132,5.44781866682198
134,5.10081160339722
136,4.70964260503546
138,4.26951192983154
140,3.77499295606227
142,3.21990276244153
144,2.5971492373233
146,1.8985626370605
148,1.11474035136798
150,0.234985605124587
152,-0.752451211135898
154,-1.85930523754306
156,-3.09411178948795
158,-4.45380777174304
160,-5.90341843649498
162,-7.33393828227238
164,-8.50722030728715
166,-9.08890083240796
168,-8.9062405105725
170,-8.1482703225564
172,-7.15072854838751
174,-6.14700795738611
176,-5.24324418604913
178,-4.47399293460925
180,-3.84320302406004
