Theta_deg,Gain_dB,SimulationID,Wslot,Wtaper,Ltapper,Wbalun,Wstrip,Lstrip_offset
0,-2.9029492114371,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
2,-3.30747253362904,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
4,-3.82494430868804,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
6,-4.45309689472856,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
8,-5.17635515724785,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
10,-5.95079310501769,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
12,-6.68017007853767,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
14,-7.19634785728101,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
16,-7.29354912902574,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
18,-6.8559765190391,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
20,-5.96129629757478,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
22,-4.80742150379388,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
24,-3.57388294370368,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
26,-2.36867151469633,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
28,-1.24210064015071,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
30,-0.211877634022871,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
32,0.719964059644181,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
34,1.55812279949328,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
36,2.30975814831724,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
38,2.98256669409475,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
40,3.58396962449168,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
42,4.12081186322367,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
44,4.59928983358147,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
46,5.0249760112512,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
48,5.40287944524946,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
50,5.73751477166633,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
52,6.03296790680777,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
54,6.29295391979534,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
56,6.52086593250056,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
58,6.71981535511145,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
60,6.89266433413164,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
62,7.04205144639818,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
64,7.17041164963181,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
66,7.27999140800403,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
68,7.37285980179301,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
70,7.45091632584901,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
72,7.51589599053182,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
74,7.56937226247246,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
76,7.6127583193234,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
78,7.6473070397546,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
80,7.67411010419273,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
82,7.69409654024189,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
84,7.70803100684602,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
86,7.71651207109485,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
88,7.71997068978818,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
90,7.71866906373039,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
92,7.71269998608918,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
94,7.70198675738957,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
96,7.68628368959108,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
98,7.66517717122766,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
100,7.63808721587599,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
102,7.60426936826801,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
104,7.56281679693965,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
106,7.51266235977623,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
108,7.45258038904363,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
110,7.3811879047791,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
112,7.29694492845464,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
114,7.19815353073552,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
116,7.08295520553712,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
118,6.94932611465407,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
120,6.79506969008585,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
122,6.61780601224563,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
124,6.41495730020723,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
126,6.18372875676935,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
128,5.92108391475816,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
130,5.62371355367567,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
132,5.28799724727345,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
134,4.90995676855491,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
136,4.48520113780283,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
138,4.00886450044484,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
140,3.47554118766998,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
142,2.87922915384695,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
144,2.21330749451895,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
146,1.47060435800192,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
148,0.643676158923107,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
150,-0.274444797438466,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
152,-1.28849353830488,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
154,-2.39710146791069,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
156,-3.58473036033167,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
158,-4.80635887613621,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
160,-5.96417799079955,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
162,-6.89155158787307,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
164,-7.39337833942036,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
166,-7.37198651001218,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
168,-6.91574161535266,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
170,-6.21989798123604,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
172,-5.45740449425224,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
174,-4.73261545349656,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
176,-4.09544326153393,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
178,-3.56496484396489,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
180,-3.14532095003274,SIM148,0.0274955868593356,1.87663594947517,3.63976846800388,0.419980639521395,0.13516240092438,0.348897829756887
