"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.03273287022749
2,-2.19067266158401
4,-2.47680296527476
6,-2.89943344103748
8,-3.46761849105053
10,-4.18844500949197
12,-5.05965417487889
14,-6.05114669897001
16,-7.06433991076581
18,-7.87065158080674
20,-8.118138580015
22,-7.57867077489703
24,-6.40877358771086
26,-4.96080168787761
28,-3.49163105143043
30,-2.11814956273151
32,-0.876942110158246
34,0.229483335291376
36,1.21070537379977
38,2.07947374761036
40,2.84840789267211
42,3.52893090607488
44,4.13105584671175
46,4.66347479356495
48,5.13373594708597
50,5.54842782878615
52,5.91334295631362
54,6.23361427599871
56,6.51382539396229
58,6.75809810449821
60,6.97016109998529
62,7.15340339199774
64,7.31091541890383
66,7.44552026897106
68,7.55979697903584
70,7.65609749016713
72,7.73655854539407
74,7.80310958601265
76,7.85747752722995
78,7.90118915751463
80,7.93557179770854
82,7.96175276656638
84,7.98065812172647
86,7.9930110737192
88,7.99933040158519
90,7.99992912946607
92,7.99491365280651
94,7.98418343020591
96,7.96743128287352
98,7.94414426893586
100,7.91360502556189
102,7.87489339892033
104,7.82688811084584
106,7.76826814154069
108,7.69751343850982
110,7.61290449090489
112,7.51252023191132
114,7.39423364464918
116,7.25570434255865
118,7.09436726492451
120,6.90741646176465
122,6.69178272782382
124,6.44410357017961
126,6.16068364714015
128,5.83744339539868
130,5.4698530900829
132,5.05284914252523
134,4.58072926515786
136,4.0470238000231
138,3.44434340525391
140,2.76421172354737
142,1.99691350466756
144,1.13144299497335
146,0.155771002499766
148,-0.942022870741296
150,-2.17040655296319
152,-3.52562851423208
154,-4.97064794856797
156,-6.39203097143732
158,-7.54603604821304
160,-8.10023152814893
162,-7.89822890301825
164,-7.14264591669135
166,-6.16765765728721
168,-5.20042197854115
170,-4.34349149441133
172,-3.63053144779121
174,-3.06606543684586
176,-2.64431058773982
178,-2.35693626911474
180,-2.19602099828373
