"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-9.14899964980632
8.065,-9.26902766223926
8.13,-9.36600198963826
8.195,-9.44084144399105
8.26,-9.49478412569314
8.325,-9.52938239427397
8.39,-9.54649572366758
8.455,-9.54827880767983
8.52,-9.53716328060323
8.585,-9.51583228783463
8.65,-9.48718785946246
8.715,-9.45431159896525
8.78,-9.42041961227304
8.845,-9.38881289853445
8.91,-9.3628246368179
8.975,-9.34576595597716
9.04,-9.34087186693761
9.105,-9.3512490345885
9.17,-9.37982690718756
9.235,-9.42931332374464
9.3,-9.50215500481601
9.365,-9.60050224249705
9.43,-9.72617562258354
9.495,-9.88063076295821
9.56,-10.0649149106689
9.625,-10.2796069316366
9.69,-10.5247299639898
9.755,-10.7996241860608
9.82,-11.1027665614803
9.885,-11.4315266005321
9.95,-11.7818548887059
10.015,-12.147918809386
10.08,-12.5217332877196
10.145,-12.8928879335883
10.21,-13.2485412978375
10.275,-13.5739115741699
10.34,-13.8534804182119
10.405,-14.0729621880241
10.47,-14.2217463286793
10.535,-14.2951265267769
10.6,-14.2954819676709
10.665,-14.2319034119781
10.73,-14.1184259578345
10.795,-13.9715884842232
10.86,-13.8081410582315
10.925,-13.6434207106686
10.99,-13.490514355448
11.055,-13.360059545178
11.12,-13.2604466245786
11.185,-13.1982147298924
11.25,-13.1785026742551
11.315,-13.2054795539395
11.38,-13.2827243694203
11.445,-13.4135500908295
11.51,-13.6012811479305
11.575,-13.8494998032221
11.64,-14.1622802432158
11.705,-14.5444321072869
11.77,-15.0017793919639
11.835,-15.5415078405635
11.9,-16.1726259678404
11.965,-16.9066043648768
12.03,-17.7582880018366
12.095,-18.7472178925222
12.16,-19.8995366057198
12.225,-21.2505912184815
12.29,-22.8477150685413
12.355,-24.749186183597
12.42,-26.9978491330337
12.485,-29.4679732580891
12.55,-31.3242466358996
12.615,-31.0447460198186
12.68,-29.0883502105779
12.745,-26.9356548429632
12.81,-25.0884491510094
12.875,-23.5783425682806
12.94,-22.3499229229409
13.005,-21.3477639871949
13.07,-20.528968243158
13.135,-19.8619094256547
13.2,-19.3233593368679
13.265,-18.896130388522
13.33,-18.5674009885742
13.395,-18.3275667919375
13.46,-18.1694580424194
13.525,-18.08780810473
13.59,-18.0788978600038
13.655,-18.1403287495592
13.72,-18.2708965135571
13.785,-18.4705514055536
13.85,-18.7404415840245
13.915,-19.0830467589246
13.98,-19.5024213344436
14.045,-20.0045833390927
14.11,-20.598112413989
14.175,-21.2950662648366
14.24,-22.1124083599322
14.305,-23.0742974250571
14.37,-24.2158998596382
14.435,-25.590011979428
14.5,-27.2789883796976
14.565,-29.4159488995362
14.63,-32.2103717342465
14.695,-35.8090459908152
14.76,-38.3705354409459
14.825,-35.7627251220811
14.89,-31.9787637912215
14.955,-28.9930313507091
15.02,-26.6724567557663
15.085,-24.8051228916855
15.15,-23.2556213749291
15.215,-21.939994579799
15.28,-20.8041724881198
15.345,-19.8118094485178
15.41,-18.9375344874089
15.475,-18.1630678004512
15.54,-17.4748866090568
15.605,-16.8627626284712
15.67,-16.3188103201565
15.735,-15.8368456739281
15.8,-15.4119396356826
15.865,-15.0400963285249
15.93,-14.7180121963081
15.995,-14.4428872678428
16.06,-14.2122686365173
16.125,-14.023911532615
16.19,-13.8756464936307
16.255,-13.7652430324513
16.32,-13.6902615726308
16.385,-13.6478869849914
16.45,-13.6347397401071
16.515,-13.6466657550179
16.58,-13.6785151110536
16.645,-13.72393469581
16.71,-13.7752213048153
16.775,-13.8233075629226
16.84,-13.8579745040155
16.905,-13.8683839680214
16.97,-13.8439770536517
17.035,-13.7756762692459
17.1,-13.6571781245965
17.165,-13.4860004042317
17.23,-13.2639484874869
17.295,-12.9968296483551
17.36,-12.6935039016438
17.425,-12.3645712299165
17.49,-12.0210526539607
17.555,-11.6733322812526
17.62,-11.3304748678677
17.685,-10.9999038318903
17.75,-10.6873552871457
17.815,-10.3970082842104
17.88,-10.1317066745896
17.945,-9.89321307648138
18.01,-9.68245856748396
18.075,-9.49976875453922
18.14,-9.34505766814464
18.205,-9.21798686695838
18.27,-9.11808971371689
18.335,-9.04486113394713
18.4,-8.99781204660116
18.465,-8.9764855655112
18.53,-8.98042948614617
18.595,-9.0091172055991
18.66,-9.06180835215525
18.725,-9.1373431943352
18.79,-9.23387452646003
18.855,-9.34856071588798
18.92,-9.47727562272656
18.985,-9.61443058850085
19.05,-9.75303432042346
19.115,-9.88510879342213
19.18,-10.0025023655458
19.245,-10.0979924269658
19.31,-10.1664050319268
19.375,-10.2054026927759
19.44,-10.2156830328794
19.505,-10.200559833516
19.57,-10.1651293972922
19.635,-10.1153290500765
19.7,-10.0571453775454
19.765,-9.99609908647457
19.83,-9.9370100140415
19.895,-9.883975687436
19.96,-9.84047915734801
20.025,-9.80955472040811
20.09,-9.79396268423811
20.155,-9.79634458450791
20.22,-9.81934422896805
20.285,-9.86568796912062
20.35,-9.93822160483943
20.415,-10.0399033564063
20.48,-10.173754024046
20.545,-10.3427678633386
20.61,-10.549791272556
20.675,-10.7973808617248
20.74,-11.0876569158648
20.805,-11.4221712514411
20.87,-11.8018085407103
20.935,-12.2267364885718
21,-12.6964130654867
