"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.26844391325086
2,-2.43300529887939
4,-2.73034283113299
6,-3.16883661875658
8,-3.75738039614153
10,-4.50194395952005
12,-5.39635581763084
14,-6.3995346197288
16,-7.38756664576437
18,-8.09259325870672
20,-8.15327525579608
22,-7.41894873490165
24,-6.12997192955628
26,-4.63932595420768
28,-3.1690765118537
30,-1.81102380493684
32,-0.589847508544688
34,0.496705363217757
36,1.45985995299267
38,2.31276342141278
40,3.06796411819297
42,3.73666104392049
44,4.32861405320286
46,4.85227859726679
48,5.31499685779367
50,5.72318355450836
52,6.08248676233473
54,6.39792027150527
56,6.67396979802933
58,6.91467697386022
60,7.12370508810217
62,7.30439006436688
64,7.45977956384325
66,7.59266255358593
68,7.70559122095892
70,7.80089675112781
72,7.88070020279561
74,7.94691950199858
76,8.0012734092433
78,8.04528318809271
80,8.08027260230397
82,8.10736678475702
84,8.12749044761808
86,8.14136583412653
88,8.14951074431508
90,8.15223689751045
92,8.14964882248077
94,8.14164339148501
96,8.12791003790048
98,8.10793161970347
100,8.08098581416487
102,8.04614685383752
104,8.00228734090093
106,7.94807980604837
108,7.88199760815897
110,7.80231469953201
112,7.70710370454641
114,7.59423167165585
116,7.46135275216055
118,7.30589692455703
120,7.12505370829219
122,6.91574958044853
124,6.67461750541479
126,6.39795659116336
128,6.08167937811975
130,5.72124364094308
132,5.31156486959408
134,4.84690492173343
136,4.32073207813062
138,3.72554886564926
140,3.05268899944488
142,2.29209976525825
144,1.43216647635688
146,0.459740359783979
148,-0.639198997237391
150,-1.87712195922835
152,-3.2578967789848
154,-4.75824730063401
156,-6.28490608470756
158,-7.6046536930542
160,-8.34051287973795
162,-8.24137736209079
164,-7.48296021062479
166,-6.45198012509864
168,-5.4212991714724
170,-4.51097394776237
172,-3.7578989521226
174,-3.16546807481417
176,-2.72607766703338
178,-2.429906563618
180,-2.26805985053793
