"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.020615350601
2,-2.24820077229746
4,-2.56864679663017
6,-2.97752835116728
8,-3.46279170454427
10,-3.99842004379597
12,-4.53524581961744
14,-4.99198909196462
16,-5.25781159661592
18,-5.22389655525708
20,-4.84056090972056
22,-4.15032531019454
24,-3.25790286350355
26,-2.27276850556591
28,-1.27566344024953
30,-0.314867035140938
32,0.585095801522699
34,1.41415240142291
36,2.1701864755407
38,2.85515798063351
40,3.47294934447019
42,4.02821880078056
44,4.52581036017201
46,4.97046336762111
48,5.36668052010664
50,5.71867808703518
52,6.03037740976597
54,6.30541583196283
56,6.54716550020729
58,6.75875403155121
60,6.94308404976992
62,7.10285021411849
64,7.24055323390323
66,7.35851082145128
68,7.4588657720573
70,7.54359147470305
72,7.61449520789852
74,7.67321959130647
76,7.72124256199209
78,7.75987623230174
80,7.79026496823157
82,7.81338300406784
84,7.83003188131006
86,7.84083796726971
88,7.84625027114783
90,7.84653873298635
92,7.84179311420381
94,7.83192256840607
96,7.81665591908872
98,7.79554261821926
100,7.76795430807594
102,7.73308685960685
104,7.68996271520956
106,7.63743332312852
108,7.574181415158
110,7.49872284920946
112,7.40940771354471
114,7.30442037017466
116,7.18177810175209
118,7.03932802133676
120,6.87474191255939
122,6.68550869892818
124,6.46892431436414
126,6.22207889765731
128,5.94184152511688
130,5.6248432430766
132,5.26746017226551
134,4.86580030474035
136,4.41570098553986
138,3.91275022060506
140,3.35235618815013
142,2.72990988105038
144,2.04112327910122
146,1.28269287049853
148,0.453555372085142
150,-0.442811607831073
152,-1.39436070983269
154,-2.37398697640301
156,-3.33083020757827
158,-4.18352089507519
160,-4.827267287944
162,-5.16885865101805
164,-5.17846456521036
166,-4.91038304037749
168,-4.4685102358512
170,-3.95551269787088
172,-3.44629155838326
174,-2.9864286749431
176,-2.60031007913425
178,-2.29937449343266
180,-2.08785406252041
