"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.37479021236543
2,-2.64474300914547
4,-3.02925731849786
6,-3.53177557894813
8,-4.15081477455906
10,-4.87265069807684
12,-5.6567234407639
14,-6.4113213338046
16,-6.97046805919172
18,-7.12049807180072
20,-6.72684005311128
22,-5.85418057199376
24,-4.7035857158255
26,-3.46419627138529
28,-2.25097466811703
30,-1.117474420482
32,-0.0824611820997238
34,0.85192839598291
36,1.6906348979978
38,2.44115085392495
40,3.111501708299
42,3.70940357691689
44,4.24195718841877
46,4.71557880295192
48,5.13602999357221
50,5.50848320802157
52,5.83759494656329
54,6.12757464233673
56,6.38224484312631
58,6.60509169038822
60,6.79930614754973
62,6.96781697843151
64,7.11331661248907
66,7.23828099284295
68,7.34498439747575
70,7.43551010454178
72,7.51175766095304
74,7.57544741652542
76,7.62812290456891
78,7.67115158154207
80,7.7057243798714
82,7.73285447575731
84,7.75337562461023
86,7.76794036815143
88,7.77701836735574
90,7.78089506323968
92,7.77967081265709
94,7.77326058902579
96,7.76139427903682
98,7.74361754696027
100,7.7192931793321
102,7.68760276564718
104,7.64754851593744
106,7.59795496402805
108,7.53747025544691
110,7.46456667028853
112,7.37753998190325
114,7.27450719943472
116,7.15340218261668
118,7.01196854701894
120,6.84774919312902
122,6.65807168992529
124,6.44002862176591
126,6.19045187063611
128,5.90587966999101
130,5.58251517250736
132,5.21617531503947
134,4.80222914130828
136,4.33552588373736
138,3.8103159138339
140,3.22017406409803
142,2.55794891631611
144,1.81579235505721
146,0.985390479345582
148,0.0586623079663481
150,-0.970493613440973
152,-2.1021720301747
154,-3.32171512967126
156,-4.58238558718233
158,-5.77774507553094
160,-6.72135303846187
162,-7.19544802909377
164,-7.10348906799329
166,-6.56402829960435
168,-5.79987469499358
170,-4.99238270988629
172,-4.24322268655404
174,-3.59744161686675
176,-3.07030459513927
178,-2.66358822386826
180,-2.3737053887963
