"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-11.4629858728616
8.065,-11.4610441835568
8.13,-11.441115696857
8.195,-11.4096432958677
8.26,-11.372486008907
8.325,-11.3348866287842
8.39,-11.3014992858286
8.455,-11.2764459452765
8.52,-11.2633811456822
8.585,-11.2655526235955
8.65,-11.2858513926869
8.715,-11.326848651124
8.78,-11.3908190554935
8.845,-11.4797508558806
8.91,-11.595343451298
8.975,-11.7389923019815
9.04,-11.9117599529667
9.105,-12.1143302780733
9.17,-12.3469410617635
9.235,-12.6092879066271
9.3,-12.9003906007552
9.365,-13.2184123155275
9.43,-13.5604238477447
9.495,-13.9221121884119
9.56,-14.2974490051173
9.625,-14.6783651365199
9.69,-15.0545253144131
9.755,-15.4133582513853
9.82,-15.7405466600747
9.885,-16.0211666127933
9.95,-16.2415174956798
10.015,-16.3913801324522
10.08,-16.46609385615
10.145,-16.4677051222188
10.21,-16.4047123797238
10.275,-16.2905140516883
10.34,-16.1411777386312
10.405,-15.973274919121
10.47,-15.8022854281224
10.535,-15.6417199375508
10.6,-15.5028523897952
10.665,-15.394856986411
10.73,-15.3251580898909
10.795,-15.2998589874775
10.86,-15.3241738434851
10.925,-15.4028301515286
10.99,-15.5404357883806
11.055,-15.7418200219342
11.12,-16.0123666510256
11.185,-16.3583638518232
11.25,-16.7874021019888
11.315,-17.3088606878827
11.38,-17.9345356185488
11.445,-18.6794749281644
11.51,-19.5630871629989
11.575,-20.6105169065816
11.64,-21.8539117269462
11.705,-23.3316582836982
11.77,-25.0774507931689
11.835,-27.0671517418844
11.9,-29.0239197160618
11.965,-30.0697075977286
12.03,-29.365448892532
12.095,-27.5716219326155
12.16,-25.6556260988791
12.225,-23.9676918829751
12.29,-22.5536753953073
12.355,-21.3845838396428
12.42,-20.422906884209
12.485,-19.6369725757328
12.55,-19.0025199712545
12.615,-18.501609669404
12.68,-18.121296519722
12.745,-17.852567774218
12.81,-17.6895861114495
12.875,-17.6291810417672
12.94,-17.6705245725682
13.005,-17.8149327956061
13.07,-18.06573004924
13.135,-18.428078334214
13.2,-18.9085773538993
13.265,-19.5141994852203
13.33,-20.2495534562366
13.395,-21.1101880003471
13.46,-22.0671685110833
13.525,-23.0357432562564
13.59,-23.8307804713616
13.655,-24.168364017712
13.72,-23.8319210695442
13.785,-22.8909489476843
13.85,-21.6233427213908
13.915,-20.2772222218431
13.98,-18.9874408422752
14.045,-17.8077954741692
14.11,-16.7520694568994
14.175,-15.8174128992649
14.24,-14.9950323569572
14.305,-14.2746393005703
14.37,-13.6461663086234
14.435,-13.1003439617061
14.5,-12.6288223648648
14.565,-12.231654550318
14.63,-11.8965466081305
14.695,-11.6207685469153
14.76,-11.401513708596
14.825,-11.235901057474
14.89,-11.1209776261625
14.955,-11.0537077617193
15.02,-11.0309363575094
15.085,-11.0493145935482
15.15,-11.1051787850365
15.215,-11.1943762409909
15.28,-11.3120378201081
15.345,-11.4523073008522
15.41,-11.6080556079466
15.475,-11.7706357793588
15.54,-11.9297714056386
15.605,-12.0737076137756
15.67,-12.1897654923994
15.735,-12.2653904315424
15.8,-12.2896407385502
15.865,-12.2548433736398
15.93,-12.1579525235453
15.995,-12.0011363061914
16.06,-11.7913595704536
16.125,-11.5391136437631
16.19,-11.256735603344
16.255,-10.9568066807059
16.32,-10.6509562152746
16.385,-10.3491715376357
16.45,-10.0595475898076
16.515,-9.78833947883522
16.58,-9.54018214522412
16.645,-9.31837483512239
16.71,-9.1251662222213
16.775,-8.96200623411911
16.84,-8.8297503471812
16.905,-8.72881313679167
16.97,-8.65927299327277
17.035,-8.62093151087486
17.1,-8.61333078951341
17.165,-8.63573083827774
17.23,-8.68704817850318
17.295,-8.76575624710707
17.36,-8.86974902208002
17.425,-8.99617239269752
17.49,-9.14123441828366
17.555,-9.30001707442682
17.62,-9.46632903230845
17.685,-9.63265988639932
17.75,-9.79031480445045
17.815,-9.92981173776229
17.88,-10.0415924932629
17.945,-10.1170195876128
18.01,-10.1495111247634
18.075,-10.1355528448462
18.14,-10.0752937352676
18.205,-9.97252900258341
18.27,-9.8340731794032
18.335,-9.66872413309087
18.4,-9.48611386810188
18.465,-9.29570703263485
18.53,-9.10609368762314
18.595,-8.92460294803699
18.66,-8.7571849893829
18.725,-8.60847846476902
18.79,-8.48198388991848
18.855,-8.38028242000213
18.92,-8.30526061802351
18.985,-8.25831907144384
19.05,-8.24055443958481
19.115,-8.25291127842057
19.18,-8.29630296850534
19.245,-8.37170130427501
19.31,-8.48019244464346
19.375,-8.62299324128817
19.44,-8.80141642109551
19.505,-9.01676554786654
19.57,-9.27013117649505
19.635,-9.56204907803222
19.7,-9.8919730623296
19.765,-10.2575167983776
19.83,-10.6534479916178
19.895,-11.0705037563766
19.96,-11.4942757390811
20.025,-11.904700824709
20.09,-12.2769890703243
20.155,-12.5847994078025
20.22,-12.8056610329428
20.285,-12.9270057246436
20.35,-12.9498891164691
20.415,-12.8882281037191
20.48,-12.7640616793724
20.545,-12.6015331890233
20.61,-12.4221973765529
20.675,-12.2426581642408
20.74,-12.0741584457817
20.805,-11.9232677498352
20.87,-11.7929573654602
20.935,-11.6836612009886
21,-11.5941624507913
