"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-1.76615350035611
2,-1.85040016502168
4,-2.04060442160099
6,-2.3380650940553
8,-2.74163413561318
10,-3.24442108598064
12,-3.82757849392001
14,-4.44966123160439
16,-5.03208000278585
18,-5.45024996348185
20,-5.55663589660439
22,-5.25431500738435
24,-4.56726157693692
26,-3.62007660154978
28,-2.55450640313005
30,-1.47442239374358
32,-0.439095219057912
34,0.523581626005417
36,1.40367385309074
38,2.20045308907683
40,2.91752024980129
42,3.5602798076574
44,4.13468860290285
46,4.64666346306945
48,5.1018210923103
50,5.50538207828386
52,5.86215341252968
54,6.17654622827311
56,6.4526070715122
58,6.69405207384817
60,6.90429905090158
62,7.08649543254995
64,7.24354138210507
66,7.37810817219138
68,7.49265221442137
70,7.58942527525513
72,7.67048144931385
74,7.73768145427873
76,7.79269478366209
78,7.83700021718551
80,7.8718851482399
82,7.89844414539306
84,7.91757711998124
86,7.9299874237598
88,7.9361801487443
90,7.93646084548466
92,7.93093481634155
94,7.9195070776694
96,7.90188302038809
98,7.87756973376668
100,7.84587789395859
102,7.80592405841799
104,7.75663315099197
106,7.696740870991
108,7.62479571316905
110,7.53916024412461
112,7.43801124373812
114,7.31933828758219
116,7.18094031827747
118,7.0204197329943
120,6.83517350721423
122,6.62238089558031
124,6.37898732739634
126,6.10168430126048
128,5.78688548259158
130,5.43070001096386
132,5.02890559091392
134,4.57692694961066
136,4.06983099019103
138,3.50236092712493
140,2.86905261848934
142,2.16451629973713
144,1.3840428962339
146,0.524835352501899
148,-0.411586909296946
150,-1.41489186511318
152,-2.4581297113723
154,-3.48619371487565
156,-4.40493171631034
158,-5.08710276008405
160,-5.41794912452144
162,-5.36649774753997
164,-5.00985501700322
166,-4.47931867585433
168,-3.89374035755637
170,-3.33272066621973
172,-2.8407552957823
174,-2.43955806288502
176,-2.13813674471485
178,-1.93905410066334
180,-1.84190068394095
