"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.55526971423487
2,-2.81906940005452
4,-3.23177553552022
6,-3.80960209743246
8,-4.57265337766467
10,-5.54249060397501
12,-6.73132142279299
14,-8.10429452482453
16,-9.47072742585329
18,-10.3052792027714
20,-9.94900617439835
22,-8.48670196599098
24,-6.6074348324788
26,-4.76701183228078
28,-3.11292819963731
30,-1.66345340265346
32,-0.399826841647663
34,0.703189176791907
36,1.66883836937769
38,2.51666832420215
40,3.26272471084492
42,3.92016527865874
44,4.49986929126618
46,5.01094094436083
48,5.46110080308081
50,5.85698356279474
52,6.20436304573238
54,6.50832216360177
56,6.77338155659911
58,7.00359714560483
60,7.20263414921785
62,7.37382313203172
64,7.52020221033878
66,7.64454850434332
68,7.7494011804689
70,7.8370778908115
72,7.90968602934751
74,7.96912994302983
76,8.01711502922898
78,8.05514949638424
80,8.08454444552242
82,8.10641283413339
84,8.12166780167061
86,8.13102076110677
88,8.13497958898393
90,8.13384717439854
92,8.12772051387917
94,8.1164904637775
96,8.09984218504251
98,8.07725623801933
100,8.04801020830486
102,8.01118066961622
104,7.96564521648069
106,7.91008422790322
108,7.84298195144645
110,7.7626264224064
112,7.66710765031147
114,7.55431340807362
116,7.42192183844943
118,7.26738993534842
120,7.08793674676623
122,6.88051985826552
124,6.64180331865201
126,6.36811461782733
128,6.05538755787083
130,5.69908678458615
132,5.29410824813739
134,4.83464778160789
136,4.31402714512434
138,3.72446314687161
140,3.05676098205426
142,2.29990896482429
144,1.44055306913581
146,0.46235163522642
148,-0.65469745593645
150,-1.93454504075758
152,-3.40351920592673
154,-5.08192288079261
156,-6.95284249850356
158,-8.86584823600985
160,-10.3463361196277
162,-10.6781136017333
164,-9.79727442480314
166,-8.39956948701314
168,-7.01327002119273
170,-5.82130668800407
172,-4.85329315411852
174,-4.09443312561502
176,-3.52194587325516
178,-3.11514824580471
180,-2.85755237040719
