"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-11.0082218548695
8.065,-11.0755103949627
8.13,-11.1454694384663
8.195,-11.2186189319558
8.26,-11.2955498478657
8.325,-11.3769343200388
8.39,-11.4635369830061
8.455,-11.5562274744541
8.52,-11.6559939283324
8.585,-11.7639570700604
8.65,-11.8813841823946
8.715,-12.0097016785411
8.78,-12.1505042094617
8.845,-12.3055570220577
8.91,-12.476786509499
8.975,-12.6662513472154
9.04,-12.8760830551029
9.105,-13.1083800707598
9.17,-13.3650334565563
9.235,-13.6474557450165
9.3,-13.9561789957914
9.365,-14.2902884074194
9.43,-14.646673176153
9.495,-15.0191234114868
9.56,-15.3974043429042
9.625,-15.7666147433994
9.69,-16.1073578768344
9.755,-16.3973767942702
9.82,-16.6150416986101
9.885,-16.7441866818668
9.95,-16.7785836255795
10.015,-16.7238733931285
10.08,-16.5959040198116
10.145,-16.416451444226
10.21,-16.208475291568
10.275,-15.9926416797305
10.34,-15.7856512152796
10.405,-15.6000128783366
10.47,-15.4446294687389
10.535,-15.3256768103349
10.6,-15.2474765215903
10.665,-15.2132354221381
10.73,-15.2256253763881
10.795,-15.2872237223109
10.86,-15.4008502235571
10.925,-15.5698386113709
10.99,-15.7982788825051
11.055,-16.0912656468763
11.12,-16.4551909642077
11.185,-16.898130099938
11.25,-17.4303899303178
11.315,-18.0653311185696
11.38,-18.8206553546662
11.445,-19.7205100336486
11.51,-20.7991065782679
11.575,-22.1073439327741
11.64,-23.725968326707
11.705,-25.7947843505756
11.77,-28.5884933217981
11.835,-32.7651114487187
11.9,-40.4020286830251
11.965,-41.0657903512533
12.03,-33.1594214208599
12.095,-28.9134553890067
12.16,-26.1138145106058
12.225,-24.0618713662916
12.29,-22.4703940435719
12.355,-21.194782473448
12.42,-20.1523897828136
12.485,-19.291795010896
12.55,-18.5790632452776
12.615,-17.9908624666381
12.68,-17.5107132799791
12.745,-17.1268121991346
12.81,-16.8307080169744
12.875,-16.616472278563
12.94,-16.4801746060087
13.005,-16.4195594791096
13.07,-16.4338678352181
13.135,-16.5237747688637
13.2,-16.6914337941915
13.265,-16.9406344934592
13.33,-17.27709853151
13.395,-17.7089643131111
13.46,-18.2475515069424
13.525,-18.9085694333062
13.59,-19.7140718026313
13.655,-20.6957406868881
13.72,-21.9006874002449
13.785,-23.4023484563672
13.85,-25.3224004723175
13.915,-27.876957752985
13.98,-31.4538280376846
14.045,-36.1194605262415
14.11,-35.8991642624934
14.175,-31.0861233485474
14.24,-27.4041964639707
14.305,-24.7286716353723
14.37,-22.678092300774
14.435,-21.040513084524
14.5,-19.6960891717097
14.565,-18.5719958831394
14.63,-17.6210344217438
14.695,-16.8109684560589
14.76,-16.1188335247481
14.825,-15.5277080158737
14.89,-15.0247842921891
14.955,-14.6001664412999
15.02,-14.2460938249759
15.085,-13.9564239510532
15.15,-13.7262780264197
15.215,-13.5517905463891
15.28,-13.4299257018229
15.345,-13.3583357152504
15.41,-13.3352432430525
15.475,-13.3593336570375
15.54,-13.4296443256517
15.605,-13.5454373791238
15.67,-13.706039963008
15.735,-13.9106316072807
15.8,-14.1579521161974
15.865,-14.4458960265646
15.93,-14.7709537549346
15.995,-15.1274618833949
16.06,-15.506650763695
16.125,-15.8955548249391
16.19,-16.2760188626021
16.255,-16.6243141196599
16.32,-16.9121895992094
16.385,-17.110213025453
16.45,-17.1934928324284
16.515,-17.1481910646833
16.58,-16.9757587293083
16.645,-16.6924174293274
16.71,-16.3242074121503
16.775,-15.9004149506078
16.84,-15.4482615369345
16.905,-14.990063895319
16.97,-14.5425355953248
17.035,-14.1173342830044
17.1,-13.7220833226274
17.165,-13.3614182559892
17.23,-13.037867706312
17.295,-12.7525247528389
17.36,-12.5055284891977
17.425,-12.2963944185262
17.49,-12.1242317522006
17.555,-11.9878786271855
17.62,-11.8859784116905
17.685,-11.8170136349273
17.75,-11.7793090953806
17.815,-11.771012265174
17.88,-11.7900569935072
17.945,-11.8341155430306
18.01,-11.9005440738501
18.075,-11.986327778691
18.14,-12.088033906767
18.205,-12.2017836847902
18.27,-12.3232571252199
18.335,-12.4477468765028
18.4,-12.5702769993676
18.465,-12.6857978382667
18.53,-12.7894573095992
18.595,-12.8769318538347
18.66,-12.9447798969114
18.725,-12.9907632954764
18.79,-13.0140760307189
18.855,-13.0154302972344
18.92,-12.9969775559435
18.985,-12.9620777625375
19.05,-12.9149612834442
19.115,-12.8603446087491
19.18,-12.8030596245654
19.245,-12.747741096451
19.31,-12.6985961075557
19.375,-12.6592598356021
19.44,-12.6327284189112
19.505,-12.6213526019273
19.57,-12.6268741044587
19.635,-12.6504882482259
19.7,-12.6929195179572
19.765,-12.7545002057216
19.83,-12.8352454112475
19.895,-12.9349201726264
19.96,-13.0530963420503
20.025,-13.1891980741718
20.09,-13.3425355730662
20.155,-13.5123271613675
20.22,-13.6977098921557
20.285,-13.8977389052657
20.35,-14.111375608494
20.415,-14.3374646113612
20.48,-14.5746992329427
20.545,-14.8215754445499
20.61,-15.0763344261716
20.675,-15.3368946934766
20.74,-15.6007762224006
20.805,-15.8650214256335
20.87,-16.1261214478689
20.935,-16.3799610823179
21,-16.6218012469478
