"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-14.7399405501316
8.065,-14.8739574398472
8.13,-14.9210988485718
8.195,-14.9397230381188
8.26,-14.9576612822466
8.325,-14.9883681072879
8.39,-15.0389091206013
8.455,-15.1136293134997
8.52,-15.2158316386952
8.585,-15.3485638621903
8.65,-15.5150036319995
8.715,-15.7186608538502
8.78,-15.9634978653545
8.845,-16.2540155760473
8.91,-16.5953304578614
8.975,-16.9932568882116
9.04,-17.4544044352023
9.105,-17.9862959781015
9.17,-18.5975059318421
9.235,-19.2978011518189
9.3,-20.0982243805514
9.365,-21.0109527010885
9.43,-22.048495168939
9.495,-23.221126440448
9.56,-24.5298380394031
9.625,-25.9486036043566
9.69,-27.3852107487295
9.755,-28.6207888775627
9.82,-29.310860656281
9.885,-29.2198280664549
9.95,-28.4896977436049
10.015,-27.4716742512672
10.08,-26.4311712468838
10.145,-25.4939748166485
10.21,-24.7040914625549
10.275,-24.0709331245481
10.34,-23.5922748927908
10.405,-23.2638570842483
10.47,-23.0832819929124
10.535,-23.0517686496717
10.6,-23.1753266370749
10.665,-23.4661426563015
10.73,-23.9448208077703
10.795,-24.644402945341
10.86,-25.6180466157598
10.925,-26.9548821499784
10.99,-28.8167291186433
11.055,-31.5388976472107
11.12,-35.9888483087307
11.185,-44.7949213195346
11.25,-39.5902248509406
11.315,-32.6963840189434
11.38,-28.6677318639526
11.445,-25.8459051707536
11.51,-23.686179137031
11.575,-21.9500436150421
11.64,-20.512279370584
11.705,-19.2989929732724
11.77,-18.2628998011456
11.835,-17.371901559838
11.9,-16.6032162943088
11.965,-15.9401079554694
12.03,-15.3699427390012
12.095,-14.8829692182162
12.16,-14.4715138962978
12.225,-14.1294237214191
12.29,-13.8516575797776
12.355,-13.6339657218102
12.42,-13.4726157370275
12.485,-13.3641339250041
12.55,-13.3050358601126
12.615,-13.2915222775588
12.68,-13.3191186320714
12.745,-13.3822422956401
12.81,-13.4736959938119
12.875,-13.5841182619408
12.94,-13.7014816247517
13.005,-13.8108216814246
13.07,-13.8944869264258
13.135,-13.9332515256549
13.2,-13.9085050840487
13.265,-13.8053152602889
13.33,-13.6155434557553
13.395,-13.3397981240983
13.46,-12.9873108185403
13.525,-12.5737767905935
13.59,-12.1181281151579
13.655,-11.6394481755289
13.72,-11.1548048751872
13.785,-10.6781673731747
13.85,-10.2201738179773
13.915,-9.78840625276123
13.98,-9.38788769213959
14.045,-9.02162226962952
14.11,-8.69108846958778
14.175,-8.39665199604431
14.24,-8.13789437260383
14.305,-7.91386592029971
14.37,-7.72327530751434
14.435,-7.56462732669586
14.5,-7.43631851554003
14.565,-7.33669789255985
14.63,-7.26409787868051
14.695,-7.21683856613947
14.76,-7.19320691276617
14.825,-7.19141124640247
14.89,-7.20951082597962
14.955,-7.24532045469967
15.02,-7.29629182919297
15.085,-7.35937721974627
15.15,-7.43088810923622
15.215,-7.50637219051444
15.28,-7.58054610108855
15.345,-7.647335354561
15.41,-7.70007990561382
15.475,-7.73195226585572
15.54,-7.73659350478484
15.605,-7.70889898612545
15.67,-7.64580020166599
15.735,-7.54683493859487
15.8,-7.41432078790261
15.865,-7.2530568499221
15.93,-7.06962984561968
15.995,-6.87151762125523
16.06,-6.66621260318514
16.125,-6.46053348374877
16.19,-6.26020023913982
16.255,-6.06966359273154
16.32,-5.89213040178138
16.385,-5.72971178147066
16.45,-5.58362902057666
16.515,-5.45443017107755
16.58,-5.342188500623
16.645,-5.24666846039767
16.71,-5.1674544227619
16.775,-5.10404281566646
16.84,-5.0559005863534
16.905,-5.02249329303657
16.97,-5.00328545386675
17.035,-4.99771476483818
17.1,-5.00514099156628
17.165,-5.02477027751729
17.23,-5.05555687256017
17.295,-5.09608748711684
17.36,-5.14445911492101
17.425,-5.19816923273479
17.49,-5.25404662728304
17.555,-5.30825870158573
17.62,-5.35643182529548
17.685,-5.39390896558634
17.75,-5.41613966555228
17.815,-5.41915493492318
17.88,-5.40003784486005
17.945,-5.35728073564424
18.01,-5.29093839088773
18.075,-5.2025415752441
18.14,-5.09480420367829
18.205,-4.97120932725878
18.27,-4.83557461631491
18.335,-4.69167867273961
18.4,-4.5429921393978
18.465,-4.39252099777339
18.53,-4.24274488046995
18.595,-4.09562274212539
18.66,-3.95263827187188
18.725,-3.81486298565351
18.79,-3.68302203301204
18.855,-3.5575541260861
18.92,-3.43866177993131
18.985,-3.32635119535887
19.05,-3.22046292245188
19.115,-3.12069529285268
19.18,-3.0266228302267
19.245,-2.93771168678681
19.31,-2.85333378071439
19.375,-2.77278084158666
19.44,-2.69527908909606
19.505,-2.62000483079484
19.57,-2.54610090564148
19.635,-2.47269364450196
19.7,-2.39890987465725
19.765,-2.3238934578219
19.83,-2.2468209045748
19.895,-2.16691572983081
19.96,-2.08346137856266
20.025,-1.99581273394553
20.09,-1.90340640089684
20.155,-1.80577012160648
20.22,-1.70253181685133
20.285,-1.59342885326792
20.35,-1.47831821099798
20.415,-1.35718826769264
20.48,-1.23017292141094
20.545,-1.09756873955238
20.61,-0.959855729257479
20.675,-0.817722152074704
20.74,-0.672093514837909
20.805,-0.524165408578854
20.87,-0.37543917517408
20.935,-0.227758391247175
21,-0.0833428206925763
