"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.38564097080753
2,-3.90926517527497
4,-4.5713888497556
6,-5.3785023527264
8,-6.32321849766263
10,-7.35994268808443
12,-8.35533147917275
14,-9.03179458774946
16,-9.03859005084242
18,-8.26225447461681
20,-6.96296202489858
22,-5.48272043650918
24,-4.02897145655453
26,-2.68603401843214
28,-1.47601885101751
30,-0.396197988701948
32,0.564396804519317
34,1.41844985460252
36,2.17802358893938
38,2.85386370507971
40,3.45532054287711
42,3.99048073876208
44,4.46635183360499
46,4.88904179101902
48,5.26391483977777
50,5.59572033760463
52,5.88869683407977
54,6.14665506208281
56,6.37304363322747
58,6.57100074984544
60,6.74339467399354
62,6.89285516191359
64,7.02179762580361
66,7.13244142785805
68,7.22682343376487
70,7.30680773987244
72,7.3740923261555
74,7.43021326382951
76,7.47654701196114
78,7.51431126356298
80,7.54456474193193
82,7.5682062972503
84,7.58597360774577
86,7.59844174604971
88,7.6060218277533
90,7.60895991428978
92,7.60733629561663
94,7.6010652297607
96,7.58989516658502
98,7.57340943288219
100,7.55102730593783
102,7.52200535380321
104,7.4854388731717
106,7.44026321005076
108,7.38525470387183
110,7.31903095110717
112,7.24005003788622
114,7.14660833964508
116,7.03683642560199
118,6.90869253176942
120,6.75995297188204
122,6.58819873305453
124,6.3907973423958
126,6.16487888050473
128,5.9073047445226
130,5.61462741404456
132,5.28303903920268
134,4.90830615949373
136,4.48568732659838
138,4.00983000635281
140,3.47464329810527
142,2.87314477802794
144,2.19728566475031
146,1.43777458876903
148,0.583961287696768
150,-0.376056006399354
152,-1.45468097739127
154,-2.66237719875525
156,-4.00095663274383
158,-5.44671286962589
160,-6.91302226577926
162,-8.19110965663335
164,-8.94379996722216
166,-8.92271972988176
168,-8.24604761199196
170,-7.25799412429985
172,-6.22962669630747
174,-5.29170898787771
176,-4.48939981468241
178,-3.8303061684852
180,-3.30825564492825
