"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.50305769537204
2,-2.74041516206399
4,-3.11207878223872
6,-3.62801551576873
8,-4.29808000047886
10,-5.12713727425268
12,-6.10188721220875
14,-7.15867007614945
16,-8.12084748392926
18,-8.64845809004233
20,-8.39309324471042
22,-7.36525117982512
24,-5.91910530315227
26,-4.38414668544502
28,-2.92626168825503
30,-1.60211892927057
32,-0.420287525672315
34,0.627950453077628
36,1.5561002420333
38,2.37787775449051
40,3.10573497311013
42,3.75054294523796
44,4.32167846071439
46,4.82722739381742
48,5.27419919105302
50,5.66871738433274
52,6.01617786424529
54,6.32137632233102
56,6.58860920481268
58,6.82175289789598
60,7.02432536629574
62,7.19953375353223
64,7.35031076977115
66,7.47934211678168
68,7.58908674027121
70,7.68179134436884
72,7.75950033214188
74,7.82406213086167
76,7.87713270488038
78,7.92017693888979
80,7.95446847909973
82,7.981088540874
84,8.00092412192175
86,8.01466599527218
88,8.02280679244924
90,8.02563942229755
92,8.02325600371101
94,8.01554742092883
96,8.00220353864875
98,7.98271404196323
100,7.95636979420617
102,7.92226453521765
104,7.87929667386634
106,7.82617086178364
108,7.76139896908803
110,7.68330001519019
112,7.58999853501315
114,7.47942077805373
116,7.34928803781982
118,7.19710628344689
120,7.02015110249956
122,6.8154467501616
124,6.57973781839152
126,6.30945167002944
128,6.00064930835477
130,5.64896176105029
132,5.24950836514465
134,4.79679263816571
136,4.28457099450068
138,3.70569017178368
140,3.05189278319709
142,2.31360166977788
144,1.47972458529232
146,0.537601294723562
148,-0.52657735343036
150,-1.72601532849313
152,-3.06800400450752
154,-4.53962086227281
156,-6.07316670913025
158,-7.48128170230348
160,-8.41505493443021
162,-8.54683742850076
164,-7.93082315684077
166,-6.93599865265205
168,-5.88099281750705
170,-4.92180578561522
172,-4.11188182253684
174,-3.4605586389163
176,-2.96168795074189
178,-2.60514260043416
180,-2.38102302622365
